index,answer,prediction,correct
728,"туарег
Самара",туарег Самара,True
729,"выдавливание выставить
объяснимый переносчик",ВЬДАВЛИВАНИЕ ВЬСТАВИГЬ ОБЪЯСНИМЫЙ ПЕРЕНОСЧИ,False
730,валка,Валка,True
731,move(,ш шо@(,False
732,нога,2,False
733,"Галахов
паче,",Голахов паче,False
734,Пермяков,Пермяков,True
735,вырыть,ВЫрЫГЬ,False
736,Плюснина,(оскла,False
737,"Ростовцев
долить
Терешин
запечь",долигь вапечэ Ростовцев] Терашин,False
738,сырой,(Ыроц,False
739,пожилой,пож цлой,False
740,агитация,@гитация,False
741,"малоприятный
продирать",#илоир цаинн4 ир о94р @иь,False
742,кашлянуть,кашляняо,False
743,шнобель,#4ФТИМ ихобель,False
744,"фэнтези
флора",Фошезш флора,False
745,"дальновидно 16128
перерегистрировать
ветрено крабовидный
одесную Куракова",94ль#о8 49#6 16128 %ер ер ез#стр #р о8 @йь 8етр е#о Фр 28о3 49#н& 9826448 &яревоба,False
746,"provide моторика
Сунцова остынуть",рго:е моторика Сунцова ОСТЫНУТЬ,False
747,"тетя,","тетя ,",True
748,Жигимонт,2 9 9 9 9 2 жч2шмон(,False
749,Отто,Отто,True
750,"Смагин
неон",Сманин неОн,False
751,Скурихин:,Скрин,False
752,прогулять,инлр орову,False
753,рушиться,"[ шитьоя 09, 0",False
754,серый),ЛГ {2) серы С_ЧБ,False
755,62870,62870,True
756,"ямина
60677",ямиша (0677,False
757,"выковать переадресовать
Бирич целиться(",выковагь переадресовать Бирич целигься(,False
758,"правда
Ведерников",#рабда Ведерникоб,False
759,melody,{@фу,False
760,дословный,бословный,False
761,"сакля
Джейн
исцелиться",ССКЛЯ Джейн чсцелчшься,False
762,"Дедков
Войтюк
Рудко",ДеДков ВойгЮк Рудко,False
763,фартук,Фаршу?,False
764,"сморчок
проветриться
Гаркун
Царикова  ,",смОрчоК провешр_шься Гаркун Царцкова,False
765,Мохорева,Мох орева,True
766,"вуду
Пенязь",ВУДУ ПЯЬ,False
767,28259.,28259.,True
768,Даниэль,Дангэтэ,False
769,"31783
Кочеткова
мало женьшень",' 1 З1783 КоЧеткова мало жоныыттаэф,False
770,"89126
управляющий
9526630432
рассудить",89226 управляющ.` 9526630432 рассудш/ь,False
771,"торт
15335",торт 15335,True
772,пульс,Чми 19чьс,False
773,"сеанс
Добыш",сеинс Добым,False
774,"Романьков позитивизм
гиперборейский",4 6 ис? Рмаков ПЗИИВИВМ [ербаейский,False
775,10156,10156,True
776,Герус,Геру с_,False
777,east:,Т0Й #ышна# #+ €вв1: 1 -,False
778,"Кучур
Ярош",Кучур [ Яроц,False
779,"Фоменкова
sail",фоменкова 6 $ай],False
780,"Крутов
зеленка",Крутов зеленка,True
781,"Зигфрид:
облисполком",ЗИГФРИД: @БЛИСШОЛЕОМ,False
782,"Юрка
мимика
Петручик","1 ' """,False
783,39472,39472,True
784,хана(,2 ХЦтн,False
785,прогуливаться,троОгуливагься,False
786,"Липатов
невидаль
Верка",Лип@<о6 неешо ль Вефка,False
787,пружинистый,пружинистый,True
788,"доносить
блажь
комиссия",дакаиь блажь коууаая,False
789,сглотнуть,сглотнуты,False
790,"бурда пустынный
хлебец",бурда   луСпи хлеСоц,False
791,нектар,некшар,False
792,"мегатонна Пашка запроситься
Боярчук грандиозно 9415856606","МЁГЗТОНН {Шка З ПООСМТЬСЯ ГЖДМЮЗНО {415856606 Ворч""",False
793,"Баев
Сорокин",Баев Сорокин,True
794,интервенция,1 ингервашй>,False
795,"после
дукат.",",@л Я%кои",False
796,Захаревская,Захаревская,True
797,"Зенович
Маринина",ЗенОВИЧ Маринина,True
798,"гладильный,
Крохина  !",гладильный Крохина,False
799,"слыть
скушный
Лысая",СЛЫТЬ скушный Лысая,True
800,Мулярчик гормон,Мулярчик 2ормон,False
801,"Касьянова
порождение
участница",Касьянова порождене участнца,False
802,патриотка:,патриотка:,True
803,kept,кер%,False
804,"пламя
хутор", т пламя 7ушор,False
805,"прель
дождик",пре^ь АОХАИ,False
806,Балин,(М,False
807,соединить,(з0чнчш.,False
808,атрибутика,агрибутика,False
809,приметить,приметить,True
810,Корж,горж,False
811,осатанеть,"@саланои""",False
812,"глухой
подновить
дворец",глухой ПОДНОВИТЬ дворец,True
813,"Сытин.
пикет",Сын пчк@ш,False
814,выброс,{,False
815,менуэт,мену эш,False
816,9666988713,966692875,False
817,92506?,925067,False
818,"куличок увядание
made копошиться
уложить назарянин",Кулиок увядание КОПОШИГЬСЯ уЛожигь <фе нзарянин,False
819,"Ведерников
Сапега гадкий
должок",Ведерников Сапега   гадкий должок,True
820,"Портнова
программка
Курлянчик -",8 раммка Юорту Нова про/ Курлянчик,False
821,"Танька.
Михалкович",ТАНЬКА МИХАЛКОВИЧ,False
822,"суфий
Миронов
Невская
28638
рандеву",Суфый МЧроноо Неаская 28638 рандеау,False
823,"сумка Дао
чего-то пусто
Шатохина 53661:",СМКА ДАО ЧЕГО-ТО ПСТО Шитохин 53661:,False
824,биополе,бигэле:,False
825,"директриса
реле",дчрекшрчса реле,False
826,"купон
ласково
холодильный
пращур 50035",КуХОН АОСКОВО ХОАООЬНЫЙ ирамур 50035,False
827,"хиппи
хитрый
биотоп",ХИ хигрьй биОТОп,False
828,"ночка
Бадун",ночка Бадун,True
829,"Казачкова
пастырь
горшочек",Каввчкова паспырь 2ог%очек,False
830,"ботва
атака
братва",атака ботва братва,False
831,беспокойство,беспокойство,True
832,Бушуева,ШУ ев,False
833,wall,Ц1 д;,False
834,Рябый,Рябый,True
835,сенник!,СеННЧК!,False
836,"10442
неразрывный
Гузь    :",10442 НЕРАЗРЫВНЫЙ Гузь,False
837,раскупать,хаскупаш},False
838,"Ивашкевич
9506284186",Ивашкевич 9506284186,True
839,Быков,Выкоо,False
840,"Сухой  :
вчитаться
Борейко",Сухой вчитатьсЯ Борейко,False
841,39218,29218,False
842,"80732
Александр",80732 Александр,True
843,"Пенкина
писулька
скликать",Пенкчна пчсулька склчкашь,False
844,"Уткин
Лойко
жених",Уткин Лойка жених,False
845,Каравай,Коравац,False
846,"клокотание
Клинов","ати"" МЛОКОТаНИР КЛИНОВ",False
847,мент,Мев} егъ,False
848,"Самохвалов
краевой
пустячок
спекуляция",Самохвалов краевой густячок  Спекуляцуя,False
849,"жребий персонал
тождественность","персонал тождественность ьчи"" жребий",False
850,"17359
таки
видимо:",Хаки ВИДИМО: 4335),False
851,"68083
must",68083 шшъ,False
852,авария,АВАРИЯ,True
853,макака,Макака,True
854,"Лугина
кадетский
Мурзилка миномет:",Лугина кадетский Мурзилка минОмет:,True
855,"надумать облик
93945 ожидание
44913
43517 Тюмень",н9у мчэь облиК 93945 ож и иние 44913 43517 Тюмень,False
856,Строганова,Строганва,False
857,Земцова,Земцова,True
858,Эфрос,Эфрос,True
859,Ракина:,раки:,False
860,"слайд
67814
84163",слашд 67814 84163,False
861,"shop
м-да
кисло","и-, 9] 9 86@р",False
862,71765,71765,True
863,потолковать,101 |0:$ потолковать,False
864,"меньшинство
затушить",МЕНЬШИНСТВО ЗАТХШИТЬ,False
865,сакэ,сакэ И,False
866,"теоретически
неприкаянный
Горощеня",теоретически неприкаянй Горощеня,False
867,прошмыгнуть,хрошмыгвуть,False
868,"подпортить
вообще-то
готовенький","ШттПъ""Еы шшшошъшщш шшшщщщщший",False
869,"татами Михович утолить;
полусвет Мичурина",шашами Мчх овчч уолчшы; полусвеш Мичурина,False
870,"эпицентр
гусиный хищный
каучук
трагический","эицщентр зус0ний хоучо ь{&%& "";@зи&@ски0",False
871,"Севрюк
Вольф
оппортунизм",Севрюк Вольф оппо-шунцвм,False
872,"Скотт
Цюрих",Скошш Цюрчх,False
873,"авиатор
Ксения",'0 @З0@Ф? Кобиая,False
874,"антропный Юркина
Урбан
скинуть",&нэоный Жркино &р&ан Ск& 'ч/Ь,False
875,"82067 потсдамский апартеид
микробный",82067 ПОГ сдамский апртеид микробНй,False
876,"стон
латы",стон латы,True
877,неумирающий книга,книга неумирающии,False
878,папик,СОНМ Мурашкин %ым@2Я<Ь,False
879,"Рогович
прямиком глицин",Рогович Прямиком тлицин,False
880,купидон лоскут,КУПИДОН ЛОСКУТ,True
881,бренд-,бренд,False
882,драконий,драконий,True
883,"разрежение
отшелушивать",разрежене огшелушивагь,False
884,Федорчук(,Ш 1 3 8 Федорчу х,False
885,gone,9опе,False
886,"секретер
митрополит",секреер миройоии,False
887,"Бабкин Пронькина
Галицкая
спинка унимать",Бабкин Понкив Палицкая Сгина унмаТь,False
888,уханье,ухинье,False
889,Хотенко,ХЬге 9,False
890,15771,75771,False
891,"обойный
крепкий",обойый крепкий,False
892,19635,} 19695,False
893,"жилище
протон
излишек",жылчще пропон &злчшек,False
894,"91940
дожить
Карпина",8 дожи 3 1,False
895,посвататься,посз//ьЯ,False
896,"лгать
вьюн",лгать ВЬЮН,True
897,"двойня
Карп",ДЮОЙНя Карп,False
898,"незрелость 68781
Перепечко 94427",68781 & [ Перепечко,False
899,каспийский,каспцйскцй,False
900,Грушевич,Гру 7ев]ч,False
901,"бараний
солонина",баранй сОлониа,False
902,"меню
стропа",меню стропа,True
903,"нытье
лживо",2 нытъв лжи во,False
904,Якупов,Якупо?,False
905,"парить
прокрадываться;
Закаев
горючий затхлый
край Бударина",пригь прокрэдьваться; Закаев горюий запхльй Бударив край,False
906,"юрфак единожды
некто недочеловек",юрфак еочножоы некшо недочеловек,False
907,"декретный   !
Стахно
9908620145
92421 тяжело
Шведова Яровой",еКЬТ= ЯЖе ДОВа 7 Тахн9-,False
908,"Казаринова:
заоконный
римский",Казаринова заоконный римский,False
909,ранее,ранее,True
910,Кизина,Кизина,True
911,"пророчески портниха
излучать норка
наличествовать   !",портниха Норка [иащваы пгорчески  ё,False
912,"9081698645 ?
урезонивать",Я З~';5 7 УРа атЕЧшъ,False
913,"авиетка
курий",:ВИетка хури,False
914,угар,угар,True
915,плут,плут,True
916,носорог,носоро?,False
917,расцветка,",ЕГЕ^П ЯП^ИЛ 1зэ [0",False
918,Султанов,Султанов,True
919,"недоумевающе
обобщенность
новейший",1 надоумавающе @бобшеннояь = [овейший,False
920,скак,скак,True
921,невнимание облезлый,чевтгтитатие облезлы,False
922,посредине,иосредине,False
923,"третьестепенный
малодушие",третьестегнй МаЛОДуше,False
924,"труднодоступный Самко
пробивной Милованов
пестик кортик оферта
армянский гефсиманский
похмелье закорки",труднодоступный Самко пробивной Милованов пестик кортик оферта армянский гефсиманский похмелье закорки,True
925,"9035471125
43901 прессинг
портрет.","90535471125 43901 прессинг портрет: 11,",False
926,Басов,Басов,True
927,"тлеющий
ирония
ковка",ТАеющий ирония КОВка,False
928,"решетчатый
ясный Васин",Рапешчатья яаъя Взан,False
929,9068179358,9068179358,True
930,"удачливый
нарядчик
дизельный,",уаачлшвыш наряочшк дшзельный,False
931,"Русинов
шинелька",Русилов Пж-ыа,False
932,вящий,Бялий,False
933,гугу дожить:,""" 1",False
934,доля,доля,True
935,"Смольников
наковырять
завершать",Смольников наковырять завершать,True
936,богато,богато,True
937,Самбук,САМБУК,True
938,Коршун,Коршун,True
939,"порог
atom","ПрОГ а""/",False
940,молочник,МОЛОЧНИК,True
941,"затрапезный
чадо
переброс",затрапезный чадо переброс,True
942,"9722512974
буфетчица
29453!",9722512974 БУФЕГЧИЦА 29453!,False
943,"мякиш
тазик",Гятиш Фвмж,False
944,9688396820,9688396820,True
945,"43165
кругляшок",48165 крутляшок,False
946,"перечисление балансирование(
коралл",перечисление билянсирование( корам,False
947,"Смолич
Виршич
37489
88463",Смолия ВиРшия 88463 37489,False
948,инсульт?,чнсульш?,False
949,"санный
85807
падло",сано 85807 Аю,False
950,"герпес
неон",?ериес неон,False
951,"отсек
атом",шэгинэ чишсч ч€ ооыи О/сек а/ом 7ечи,False
952,"новый
37292
Мосеева)",новшя 57292 Мост),False
953,"сноб
грудь
Макбет
медаль",Сноб грудь Макбет медаль,True
954,Алжир?,Алжир?,True
955,пластина Мусин 9436106266,пластина Мусин 9436106266,True
956,milk,ш''к,False
957,"потоптать Акушевич
Гуркова Лысенкова",дототать певия Гуркова Лысенкова Аку,False
958,соус,Юруа,False
959,экипировать,ЭКИПИРОВАть,True
960,"изваяние Чувашия
родник
Шишлов",изваяние Чувашия рОдник ШИШЛОВ,True
961,"Русан
пляс",Русан пляс,True
962,"панно
Голос",ПОННО ГОЛоу,False
963,Коба?,Коба?,True
964,"Кушнаренко
9929417045 Беняш
сажать Беленький
недешево    )",Кушнарено 9929417045 Беняш сажагь   Белений недешево,False
965,"участок
немного
неуд",ТНО учаскок немно2о чеуб,False
966,высокомерие,Фисокомерце,False
967,выползти,ВЫПОЛЗТИ,True
968,толкучка,чка толку,False
969,Ксюша,Ксюша,True
970,"опосля
стропило",опосля стропило,True
971,диспозитивный,ДИСпаВ (и;,False
972,ничей,Чичей,False
973,"Михайловский
Бражников  ?",Михайловский Вражников 2,False
974,"Ускова
Глебик",Ускоса дебшк,False
975,"скот
Дзюба
Федосик",СКО/ Дзюба ФедосЧк,False
976,означающее,ОЗНАЧАЮЩЕЕ,True
977,постоять,@осшояшо =,False
978,"молотый
Жирнов -",Молошый Жонов',False
979,"blow
ликующе
34860-",Ыош ликующе 34860- К,False
980,Рева,Рева,True
981,вложить,Вжигь,False
982,"венец
Жанна",венец Ж анна,True
983,"кальций ;
подлезть
Остроух :",кальции ; подле:ть Остроух,False
984,воспаление,ВоЧ:ЛЕНИе,False
985,"search
огарок",'@ с^ о2ФрОк,False
986,"Трофимов
Чуканов",Трофимов Чуканов,True
987,Пырх,Пырх,True
988,граб,Граб,True
989,"анонимно
Пырко
мехмат",анонимно Пырко мехмат,True
990,Тузов,Тузов,True
991,"полимеразный
31447",полимеразный 31447,True
992,рака,рака,True
993,ice,ш_ ;се,False
994,Хилл,Хи,False
995,консистория.,консисшор4я,False
996,"пензенский
носик Прима",пененСкий НОСИК Прима,False
997,"задышать
улица",задышашь улчца,False
998,"made,",Е,False
999,"осевой
пяльцы
маман ;",( @севой ш пЯльцы маман (Т/?,False
1000,"патрон
Маслюк",] | '1/,False
1001,"купать
Каширина
river",КуЛАть КАШИРИНА &УЕх,False
1002,"осанна
проезд
доносчик
течение:",осанна просод ДОНОСЧИК течение:,False
1003,"ввергнуть
наводить 78401:
подрядиться",ввергнуть наводить 78401: подрядиться,True
1004,"искус
Андре",уЕкус Анмрь,False
1005,"барометр
треугольник
9493531402 Савин",БАРОМЕТР ТРЕУГОЛЬНИК 9493531402 САВИН,True
1006,Брич,Ерин,False
1007,"9592642049
политик",9592642049 ПОЛ ЩЦК,False
1008,расцепить,роцепят,False
1009,"ондатра  .
отпугивать",ондошра ошпу &чвашь,False
1010,9622122446-,',False
1011,next?,ЛЬКЪ?,False
1012,ключик,КЛЮЧК,False
1013,"жулье.
Сыса",жулье сыса,False
1014,стрит,стрит,True
1015,растащить,растащи ТЬ,True
1016,венский,""" @ШЕщЛШИШ",False
1017,"запечье
антикрыло",запечье ангикрыло,False
1018,"самозванка:
Булахов  ;",сатоввана; Булахов,False
1019,кристально,крИсТа^ь 0,False
1020,"кварц
досадный)
47340
угарный",кварц досадный) 47340 угарный,True
1021,"сенник
колпак",сенник колпак,True
1022,"всходить
Буйняков;
штрафовать дама)
9483937293",всхобчшь Бутняков; штрафовашь дама) 9483937293,False
1023,"9729021193 эвон
отшибить
комнатный",9729021193 ЭВ0н ощшибишь комнашный,False
1024,рыбалка,(балка 06,False
1025,"хозяин
печатать",ХОВяИн ПЕЧАТАТЬ,False
1026,"Стасенко
царевна
фиалковый",Стасенко царевна фиалковьй,False
1027,"святый
вестовой",СвЯТыЙ ПстовОй #а€,False
1028,9217494918,9217494918,True
1029,Мухаммед,МУХАММЕД,True
1030,витиевато,$итиевато,False
1031,"пикник сиплый
забияка
посинение  :",Гжни% @Иплья забияка тоочнэнуэ,False
1032,неуместность,неуместностъ,False
1033,юнец,",нец",False
1034,"Гайфуллина Слинько
корочка обледенение.
hand)
воронежец",Гайфуллина Слинько кОроча обледенна Капо) воронежец,False
1035,95829,95829,True
1036,патрульный,патрульный,True
1037,"лживый
профицит
голь",товац ирртт ттэ,False
1038,Сущеня,Сущеня,True
1039,"зыбко
Синило полосочка",ЗЫб10 Сшо 'ОЛОСОЧКО,False
1040,"закрасить
отгул",закрасить отгул,True
1041,вечно,@еЧНО СО.:,False
1042,"Андрусенко
Кривоносов
вино перешить
научать
Волконский",Андрусенко КрИвоЮосов вино перешигь #аучать ВОЛконский,False
1043,Бурая,Бурая,True
1044,Шейбак округа),Шейбсж окруза),False
1045,урез,урез,True
1046,Тавгень!,Тавгень!,True
1047,"жерло
выступ
Лавор
search",жерло выступ Лавор '@агс},False
1048,"Зина
Габидуллина
Листопад",Зш мии ЛисЩц) Габш),False
1049,"зябь
зорька",эзбь зара,False
1050,"парусина
had побояться
Шумак 9258456111",парусина эф побояться Шумак 9258456111,False
1051,слега),сего),False
1052,берет,береш,False
1053,degree,(@чге@,False
1054,десна,досо,False
1055,шпиндель,'тдоть,False
1056,повариха,поварых Ч,False
1057,"Борщев
Ильичева
corn",Борщев Ильичева со<,False
1058,коровка,коровка,True
1059,"кривич
ЦСКА",ЕЕ: КрИВИЧ Ц(КА,False
1060,саспенс лисий;,Саспн ЛИСИИ,False
1061,докер,ДОКЕР,True
1062,"нестерпимый
Диваков
третье",НЕСТЕРПИМЫЙЙ ДИВАКОВ ТРЕГЬЕ,False
1063,"впиться by
изгладиться",ВПИТЬСЯ   Бу изгладиТЬся,False
1064,"нарвать
окаменеть",НАРВАТЬ ОКАМЕНЕТЫ,False
1065,крепдешиновый,крепдешшнобый,False
1066,93566,93566,True
1067,"Борисик
романс",Борчсчк романс,False
1068,лоцман,лотмев,False
1069,настоятельница,настоятельница,True
1070,затекший,зашекши0,False
1071,"невзгода
карабин нажатие",#еВЗГОДа нжатие карабин,False
1072,"высылать
Рябко
верещать-
31601",ВЫСЫЛАТЬ РЯБко ВЕРЕЩАТЬ- З1601,False
1073,Заяц,у Заят,False
1074,Слаута," , Слаута",False
1075,Арашкевич,АрЗШКеВИЧ,False
1076,Кандинский,Кандинский,True
1077,шпора,шъор),False
1078,Якупова,якупова,True
1079,газоход,{зоход,False
1080,"Ленковец
присягать",Ленковец <рыя?/ь,False
1081,Кузин,Кузин,True
1082,Котик,котик,True
1083,"латаный
подвиг",ЛатаНы ПеВ,False
1084,парировать,РИРОВАТЬ ПА ,False
1085,гигант,гигант,True
1086,бочка,бочка,True
1087,9206297626,9206297626,True
1088,рыть,~ышь,False
1089,"сплясать
отправка
карский
Макоед
глупость",пясшо сппрвка крский Макоеа &упошю,False
1090,обруч,Обруч,True
1091,магнит-,МаГНИ,False
1092,байка,байк&,False
1093,spoke,Урок&,False
1094,мстить,МстИТЬ,True
1095,"Кириллова
лакомка",К црцлл ова л акол ка,False
1096,Кабак,Кабак,True
1097,"Качанович(
совковый
Мартынов",Качанови( СОВКОВЬЙ Маргьнв,False
1098,Смагин,СМ(ч#,False
1099,9413664277,0136642> >,False
1100,Торопов,торопоЗ,False
1101,Зарипова,Зарипои,False
1102,фотон,Фошон,False
1103,писчебумажный,писчебумаж ный,True
1104,Жамойда,Жамойда,True
1105,Манукян,мм | & кян,False
1106,стричься,&ричься,False
1107,"нищая
48295;
23915",нищая 48295; 23915,True
1108,обещать,обещато,False
1109,прошептать," -оше,щ-ь",False
1110,"Пушкова Хваль
затейник",Пцшкова Хваль ЗаТеЙНИК,False
1111,capital,(р1са,False
1112,дебет:,дебет:,True
1113,блюститель,@сшшел&,False
1114,"м-м-м Малых
поесть Лысая",1а 1 9 Малых ммм Лысая поесть,False
1115,"штука
свертываться",ш/ука свер/ывапься,False
1116,абзац),обвоц),False
1117,корковый,корхввы ,False
1118,"вязание
Мисиюк
денежный
Прокопчук
утверждать",вязаные Мчс_юк денеж ныб Прокопчук !шверждашь,False
1119,Ковзик,КОВИК,False
1120,весь,весь,True
1121,"журить
вешка",журить вешка,True
1122,"мирра
изыск(
опий
Савчиц",мирра изыск( Опии Савчиц,False
1123,"юрский
станок
отняться
киббуц
Панов-",юр скчб сшанок опня пъся къб бу ц П анов -,False
1124,88872,98872,False
1125,"прибегнуть иезуит
9704990566!
пересдача отчего",прибегнуть иезуит 97049905661 пересдача отчего,False
1126,информагентство,информагенгство,False
1127,Ионов,ионов,True
1128,"полоса
пята
Балтика
навстречу",[Лсса мта Еашика навстречу,False
1129,отметелить,ОТМеТеЛИТЬ,True
1130,"Жучкова
Имаев
попадание",Жучкова Имаев попадание,True
1131,Супрон,Супро^,False
1132,высыпать,фысыагь,False
1133,Дорошевич,Дорошевич,True
1134,"приезжать
эвристика
отмывать",Отуъвыць приенать Эврискика,False
1135,"чаяние
Горох",чаяние Горох,True
1136,"Лыков Лыщик
Веселовская",Лыков   Лыщик Веселоеская,False
1137,Пьер,Пьер,True
1138,Сокол,Зокол,False
1139,тромб,тромб,True
1140,dead,%еяф,False
1141,"подотчетный
Поляк 9469519182
обзванивать",подощчешный Поляк 9469519182 обззанчзашь,False
1142,"Пархута
худо
Шевелев
блуза",Пархуша Шевелев блуза х9до,False
1143,"Куделко
Харламов
скупать",Куделко Харламов скупапь,False
1144,налитой,#ОлИлой,False
1145,road,гоаф,False
1146,цветность,ЦВСТ юСтЬ,False
1147,Гаева,Гаева,True
1148,направляться,ЮаТЕВЛяюо,False
1149,"Стогов
макушка купе)",Сшо206 макушка купе) Шиы,False
1150,фотонный,фотонный,True
1151,душно,дущно,False
1152,"свинский Золотова
раскоп вделать;","(Ы""нСкй   Золошово аскип @Зелиш6;",False
1153,Митина,Машна _,False
1154,"плейер
Синцов,
48944
старец
спайка!",пейер Синцов 48944 старец спайка!,False
1155,"покормить
умилить
Плеханов",ПОКОрМЫЩЬ умшлшпь ПлеХанов,False
1156,румба,"2 0 п""}",False
1157,"дензнак
махонький
приводить",ДЕНЗНАК МАХ ОНЬКИЙ ПРИВОДИТЬ,True
1158,"Рагель
горгона",Рагель горгона,True
1159,како,ссахо,False
1160,Алешина,Алешина,True
1161,подо,подо,True
1162,"отчужденность
также
обеднить",обеднить отчужденность также,False
1163,"непрочно немного
двенадцатый",неПрОчно НеМНО2О двенадцашы,False
1164,"Рубцов
knew",0ч81о3 [зош,False
1165,"должность
въедливо",ДОЛЖНОСТЬ вЬедливо,False
1166,"ужасающе.
sister",ужасающе 8й8<@г,False
1167,лития,"0а ""?м ммм; мм",False
1168,"аббат
43901",аббат 48901,False
1169,пенка,(@НКа,False
1170,водоканал,@оДоканал,False
1171,"брага
пласт",бр/2а пласп,False
1172,"ценз Рогожина
ОРТ захрапеть",ценз Розожана ОРт захракешь,False
1173,ай-ай-ай,АЙ-АЙ-АЙ,True
1174,"низкий
кожанка
Бикбаев",НУЗкЙ кОЖОНКО Быкбаев,False
1175,арат,арат,True
1176,Ивасенко,Изоо,False
1177,сталинский(,сталинский(,True
1178,упрямо,Упрямо,True
1179,налипать,НАЛИПАТЬ,True
1180,буерак,бУеРэк,False
1181,"роялти
Кураш
трасса",роялты Кураш траса,False
1182,погубить,ГОГб ъ,False
1183,клеш,иеш Едяну,False
1184,североамериканский?,Цлм 25 СЕВЕР ОАМЕРИКАНСКИЙ?,False
1185,80837,8085,False
1186,"болотце
Луговская",болотце Лутовская,False
1187,"9135724019
напялить
ампула",935724019 напялить ампула,False
1188,"кость,",КОСТЬ,False
1189,"родные
неготовность",родныс НеГОГОВНОСТЬ,False
1190,"клекот
шейк",Кшекот Шеик,False
1191,"Кривой квадратический
отток главнокомандующий перетряска
52430 башка",КршЙ Ж@(МЩСКШ ОШК {ОНОЮМОНОУЮЩЩ ПОСПЯСКО 52430 бШО,False
1192,"подкрутить
Телятников
Шкловский",7Одкрутить Телятников Шкловский,False
1193,"сетовать монашка
Водопьянов
невежда",Се/об(шь монаФки Вобоиьянов невежаи,False
1194,"Макуха
поклон",Макуха ПОКЛОН,True
1195,"веско?
стенной
road",веско? стенной г,False
1196,"неустроенный!
стрекот
парагвайский",НЕУСТРОЕННЫЙН СТРЕКОТ ПАРАГМАЙСКИЙ,False
1197,"интригующе
палуба slow,","ИНТРИГУЮЩЕ ПАЛУБА Я.О.,",False
1198,намек,намек,True
1199,"переживаться
числить",ИереЖиВшЬся ЧИСЛИШЬ,False
1200,"расклевать
показывать",раок^евать покабывать,False
1201,Круглов,ШЧ; Крузлоо,False
1202,"наперерез 60093
желудочек 16267?
шеф-повар","#аперерев   60093 ЖеЛудочек   16267? 4""5) шеф-Повар",False
1203,"мышь навзрыд;
побеспокоиться",мь навзрыд; побеспокоиться,False
1204,формализованный,формализаванныя Педдегтг,False
1205,ring,пэ,False
1206,Иоффе,ШОффЕ,False
1207,60712,60712,True
1208,9052843610,905284360,False
1209,"great
облысеть
тащить",8 гепъ облысешъ шащишъ,False
1210,преломиться,Фреломигъся,False
1211,"трансформаторный
Афродита собирательный
Волохова",Трансформаторй Афродига   собирателыъй ВоЛОХОВа,False
1212,"депопуляция
козлы сверхзадача","де,опуляция КоЗЛ ы сеерх забача",False
1213,"буквенный
патогенность",вукввшнъи пктогвшость,False
1214,95111,95177,False
1215,"глупец
Дедуль)",елулеф Дебуль),False
1216,"резак
chair",[СЭЧК (,False
1217,90407,30407,False
1218,Лепешкина,Лепешкина,True
1219,"гаусс
Кригер",гаугг Кригер,False
1220,Санько,Санько,True
1221,"Евтеева
искусить",Евтсева искусй,False
1222,Корсун?,Ш Корсун,False
1223,"Ковшик доколе.
халва Малецкая
Костеневич",Ховшик доколе: халва Малецкая Хостеневич,False
1224,"капонир
рехнуться Ивасенко Сомов женка",капончр рех ну пься Ивасенк 0 сомоь лен,False
1225,Дубров:,Дчбраб},False
1226,сочный,сочныйй,False
1227,"замотанный халат
переплести
невыдуманный
смеховой
подмастерье",заогаьй хапаг пеалести нпыдумай аеховой подматеье,False
1228,"Давидчик
Павлючик
затаенный",Давидтк ПМом Е-те#ь,False
1229,"кокошник
очный",КОКОШНИК ОЧНЙ,False
1230,"84406
Андрюша
скептицизм",84406 АНдРЮШ4 СКЕпТИцИвМ,False
1231,"Нейман:
Косов
19749",Натияв Костз '4а,False
1232,"Нуриева
Черкес
Мазюк
чайхана",Нуриева Черкес Мазюк чайхана,True
1233,"вольера скушный
литой великорусский
наравне исполниться",вольера скушныш лч/ош велчкорусскч` наравне чсполнч/ьсяЯ,False
1234,проговориться,проговориться,True
1235,Лас-Вегас,Лас-Вегас,True
1236,"загнивание Немец
клейстер 9181272780
напыление купальня.",запиваие Немец клеистер 9181272780 #лене куплыя,False
1237,62337,62ээ1,False
1238,"Бабак
пава",ЕАБАк ПАВА,False
1239,одевание,12 1,False
1240,манго,манго,True
1241,"перекатываться
Зубов баранина",ЪФракашивоиииься Зубоэ   борсюлю,False
1242,22951.,[К миие 22951 1,False
1243,"Шелков
Таркан",ШеАКоВ ЯКИН,False
1244,Скоморох,ско_шФр 6Х,False
1245,"устало
62337
ишачить",УСТАЛ О 62337 ИШАЧИТЬ,True
1246,"против немножко
юго-западный
вымывать
Хромовских",птив КемХощко ЮГО запэдныя ВЫъать ХромовскиХ,False
1247,ахти,(ХИХИ,False
1248,"жинка
цена,
Русак",жинка ценд Русак,False
1249,"9715948417
Рублевская",9715948417 Рублевская,True
1250,индоссамент,иДОсСаменг,False
1251,"заслышать
сброситься",заслышшать сброситься,False
1252,декламировать,1,False
1253,пластит,",ласшы-",False
1254,"метанол каре
вытащить
напрягать",МетаНОЛ каре Вытащить НаПрягать,True
1255,Плевако,(1евако,False
1256,точечный,Точечныйи,False
1257,"погружаться
Комаровский
спасский
Малишевская
молодить",по:ру ж апься К омар оеск чй спасск чй М ал шевск ая мол одчшь,False
1258,атлет,утлех,False
