index,answer,prediction
706,"лавр
крупица
смятый (
етот",лавр @щощ крупцца смяпый
707,"Лейко Нуждин
вырез",ЛЕЙКО НЖДИН ВЫРЕЗ
708,"Сороко
Ищук
Ангара
натрий
туго",Сороко ишук Ангара нахий 7хо л066
709,овод,98о9
710,"Ломонос
ежевечерне
потусторонний","сищ, Ломонос ежевсчерне потустороннийй А 0 #2 'А"
711,"вера
Абрам",Абрам вера
712,дель,Дель
713,видеть,61 7е7б
714,"внеурочный
награждаться крестовый",впеуропнй награждаться   крестОвем
715,Якуш,Якуш
716,вакансия,вакансия
717,"матроска
Волосников Одесса",матроска Волосиков Одесса
718,"пятиклассник
электрически",(аииклассник >48ри&:ск&
719,"запечатывать недоверчиво
примитивность;",Запечатывать недоверчиво примигивЮсть;
720,Гаркун,Таркун
721,"радиосигнал
залежь
гребок",радиосигвал валежь требок
722,путеец,путеец
723,"что-нибудь ?
ингибировать
Жердецкий",ч/о-нцбудь ₽ чн:цбчро@ашь Жердецкчш
724,"9994464491 age эстетский
заочно Иоффе.
главарь МОТ запечься",9994464491 797  Эбшеский з6оч40 Иоффе: 2ки66ръ мОГ з6&ы.ся
725,"60653 обвинение
выгравировать",60658 обвиноние внгравировать
726,"ромбик
пинцет
нехай",рОмбик пинег нехай
727,Дубко,Дхвко
728,"туарег
Самара",туарег Самара
729,"выдавливание выставить
объяснимый переносчик",ВЬДАВЛИВАНИЕ ВЬСТАВИГЬ ОБЪЯСНИМЫЙ ПЕРЕНОСЧИ
730,валка,Валка
731,move(,ш шо@(
732,нога,2
733,"Галахов
паче,",Голахов паче
734,Пермяков,Пермяков
735,вырыть,ВЫрЫГЬ
736,Плюснина,(оскла
737,"Ростовцев
долить
Терешин
запечь",долигь вапечэ Ростовцев] Терашин
738,сырой,(Ыроц
739,пожилой,пож цлой
740,агитация,@гитация
741,"малоприятный
продирать",#илоир цаинн4 ир о94р @иь
742,кашлянуть,кашляняо
743,шнобель,#4ФТИМ ихобель
744,"фэнтези
флора",Фошезш флора
745,"дальновидно 16128
перерегистрировать
ветрено крабовидный
одесную Куракова",94ль#о8 49#6 16128 %ер ер ез#стр #р о8 @йь 8етр е#о Фр 28о3 49#н& 9826448 &яревоба
746,"provide моторика
Сунцова остынуть",рго:е моторика Сунцова ОСТЫНУТЬ
747,"тетя,","тетя ,"
748,Жигимонт,2 9 9 9 9 2 жч2шмон(
749,Отто,Отто
750,"Смагин
неон",Сманин неОн
751,Скурихин:,Скрин
752,прогулять,инлр орову
753,рушиться,"[ шитьоя 09, 0"
754,серый),ЛГ {2) серы С_ЧБ
755,62870,62870
756,"ямина
60677",ямиша (0677
757,"выковать переадресовать
Бирич целиться(",выковагь переадресовать Бирич целигься(
758,"правда
Ведерников",#рабда Ведерникоб
759,melody,{@фу
760,дословный,бословный
761,"сакля
Джейн
исцелиться",ССКЛЯ Джейн чсцелчшься
762,"Дедков
Войтюк
Рудко",ДеДков ВойгЮк Рудко
763,фартук,Фаршу?
764,"сморчок
проветриться
Гаркун
Царикова  ,",смОрчоК провешр_шься Гаркун Царцкова
765,Мохорева,Мох орева
766,"вуду
Пенязь",ВУДУ ПЯЬ
767,28259.,28259.
768,Даниэль,Дангэтэ
769,"31783
Кочеткова
мало женьшень",' 1 З1783 КоЧеткова мало жоныыттаэф
770,"89126
управляющий
9526630432
рассудить",89226 управляющ.` 9526630432 рассудш/ь
771,"торт
15335",торт 15335
772,пульс,Чми 19чьс
773,"сеанс
Добыш",сеинс Добым
774,"Романьков позитивизм
гиперборейский",4 6 ис? Рмаков ПЗИИВИВМ [ербаейский
775,10156,10156
776,Герус,Геру с_
777,east:,Т0Й #ышна# #+ €вв1: 1 -
778,"Кучур
Ярош",Кучур [ Яроц
779,"Фоменкова
sail",фоменкова 6 $ай]
780,"Крутов
зеленка",Крутов зеленка
781,"Зигфрид:
облисполком",ЗИГФРИД: @БЛИСШОЛЕОМ
782,"Юрка
мимика
Петручик","1 ' """
783,39472,39472
784,хана(,2 ХЦтн
785,прогуливаться,троОгуливагься
786,"Липатов
невидаль
Верка",Лип@<о6 неешо ль Вефка
787,пружинистый,пружинистый
788,"доносить
блажь
комиссия",дакаиь блажь коууаая
789,сглотнуть,сглотнуты
790,"бурда пустынный
хлебец",бурда   луСпи хлеСоц
791,нектар,некшар
792,"мегатонна Пашка запроситься
Боярчук грандиозно 9415856606","МЁГЗТОНН {Шка З ПООСМТЬСЯ ГЖДМЮЗНО {415856606 Ворч"""
793,"Баев
Сорокин",Баев Сорокин
794,интервенция,1 ингервашй>
795,"после
дукат.",",@л Я%кои"
796,Захаревская,Захаревская
797,"Зенович
Маринина",ЗенОВИЧ Маринина
798,"гладильный,
Крохина  !",гладильный Крохина
799,"слыть
скушный
Лысая",СЛЫТЬ скушный Лысая
800,Мулярчик гормон,Мулярчик 2ормон
801,"Касьянова
порождение
участница",Касьянова порождене участнца
802,патриотка:,патриотка:
803,kept,кер%
804,"пламя
хутор", т пламя 7ушор
805,"прель
дождик",пре^ь АОХАИ
806,Балин,(М
807,соединить,(з0чнчш.
808,атрибутика,агрибутика
809,приметить,приметить
810,Корж,горж
811,осатанеть,"@саланои"""
812,"глухой
подновить
дворец",глухой ПОДНОВИТЬ дворец
813,"Сытин.
пикет",Сын пчк@ш
814,выброс,{
815,менуэт,мену эш
816,9666988713,966692875
817,92506?,925067
818,"куличок увядание
made копошиться
уложить назарянин",Кулиок увядание КОПОШИГЬСЯ уЛожигь <фе нзарянин
819,"Ведерников
Сапега гадкий
должок",Ведерников Сапега   гадкий должок
820,"Портнова
программка
Курлянчик -",8 раммка Юорту Нова про/ Курлянчик
821,"Танька.
Михалкович",ТАНЬКА МИХАЛКОВИЧ
822,"суфий
Миронов
Невская
28638
рандеву",Суфый МЧроноо Неаская 28638 рандеау
823,"сумка Дао
чего-то пусто
Шатохина 53661:",СМКА ДАО ЧЕГО-ТО ПСТО Шитохин 53661:
824,биополе,бигэле:
825,"директриса
реле",дчрекшрчса реле
826,"купон
ласково
холодильный
пращур 50035",КуХОН АОСКОВО ХОАООЬНЫЙ ирамур 50035
827,"хиппи
хитрый
биотоп",ХИ хигрьй биОТОп
828,"ночка
Бадун",ночка Бадун
829,"Казачкова
пастырь
горшочек",Каввчкова паспырь 2ог%очек
830,"ботва
атака
братва",атака ботва братва
831,беспокойство,беспокойство
832,Бушуева,ШУ ев
833,wall,Ц1 д;
834,Рябый,Рябый
835,сенник!,СеННЧК!
836,"10442
неразрывный
Гузь    :",10442 НЕРАЗРЫВНЫЙ Гузь
837,раскупать,хаскупаш}
838,"Ивашкевич
9506284186",Ивашкевич 9506284186
839,Быков,Выкоо
840,"Сухой  :
вчитаться
Борейко",Сухой вчитатьсЯ Борейко
841,39218,29218
842,"80732
Александр",80732 Александр
843,"Пенкина
писулька
скликать",Пенкчна пчсулька склчкашь
844,"Уткин
Лойко
жених",Уткин Лойка жених
845,Каравай,Коравац
846,"клокотание
Клинов","ати"" МЛОКОТаНИР КЛИНОВ"
847,мент,Мев} егъ
848,"Самохвалов
краевой
пустячок
спекуляция",Самохвалов краевой густячок  Спекуляцуя
849,"жребий персонал
тождественность","персонал тождественность ьчи"" жребий"
850,"17359
таки
видимо:",Хаки ВИДИМО: 4335)
851,"68083
must",68083 шшъ
852,авария,АВАРИЯ
853,макака,Макака
854,"Лугина
кадетский
Мурзилка миномет:",Лугина кадетский Мурзилка минОмет:
855,"надумать облик
93945 ожидание
44913
43517 Тюмень",н9у мчэь облиК 93945 ож и иние 44913 43517 Тюмень
856,Строганова,Строганва
857,Земцова,Земцова
858,Эфрос,Эфрос
859,Ракина:,раки:
860,"слайд
67814
84163",слашд 67814 84163
861,"shop
м-да
кисло","и-, 9] 9 86@р"
862,71765,71765
863,потолковать,101 |0:$ потолковать
864,"меньшинство
затушить",МЕНЬШИНСТВО ЗАТХШИТЬ
865,сакэ,сакэ И
866,"теоретически
неприкаянный
Горощеня",теоретически неприкаянй Горощеня
867,прошмыгнуть,хрошмыгвуть
868,"подпортить
вообще-то
готовенький","ШттПъ""Еы шшшошъшщш шшшщщщщший"
869,"татами Михович утолить;
полусвет Мичурина",шашами Мчх овчч уолчшы; полусвеш Мичурина
870,"эпицентр
гусиный хищный
каучук
трагический","эицщентр зус0ний хоучо ь{&%& "";@зи&@ски0"
871,"Севрюк
Вольф
оппортунизм",Севрюк Вольф оппо-шунцвм
872,"Скотт
Цюрих",Скошш Цюрчх
873,"авиатор
Ксения",'0 @З0@Ф? Кобиая
874,"антропный Юркина
Урбан
скинуть",&нэоный Жркино &р&ан Ск& 'ч/Ь
875,"82067 потсдамский апартеид
микробный",82067 ПОГ сдамский апртеид микробНй
876,"стон
латы",стон латы
877,неумирающий книга,книга неумирающии
878,папик,СОНМ Мурашкин %ым@2Я<Ь
879,"Рогович
прямиком глицин",Рогович Прямиком тлицин
880,купидон лоскут,КУПИДОН ЛОСКУТ
881,бренд-,бренд
882,драконий,драконий
883,"разрежение
отшелушивать",разрежене огшелушивагь
884,Федорчук(,Ш 1 3 8 Федорчу х
885,gone,9опе
886,"секретер
митрополит",секреер миройоии
887,"Бабкин Пронькина
Галицкая
спинка унимать",Бабкин Понкив Палицкая Сгина унмаТь
888,уханье,ухинье
889,Хотенко,ХЬге 9
890,15771,75771
891,"обойный
крепкий",обойый крепкий
892,19635,} 19695
893,"жилище
протон
излишек",жылчще пропон &злчшек
894,"91940
дожить
Карпина",8 дожи 3 1
895,посвататься,посз//ьЯ
896,"лгать
вьюн",лгать ВЬЮН
897,"двойня
Карп",ДЮОЙНя Карп
898,"незрелость 68781
Перепечко 94427",68781 & [ Перепечко
899,каспийский,каспцйскцй
900,Грушевич,Гру 7ев]ч
901,"бараний
солонина",баранй сОлониа
902,"меню
стропа",меню стропа
903,"нытье
лживо",2 нытъв лжи во
904,Якупов,Якупо?
905,"парить
прокрадываться;
Закаев
горючий затхлый
край Бударина",пригь прокрэдьваться; Закаев горюий запхльй Бударив край
906,"юрфак единожды
некто недочеловек",юрфак еочножоы некшо недочеловек
907,"декретный   !
Стахно
9908620145
92421 тяжело
Шведова Яровой",еКЬТ= ЯЖе ДОВа 7 Тахн9-
908,"Казаринова:
заоконный
римский",Казаринова заоконный римский
909,ранее,ранее
910,Кизина,Кизина
911,"пророчески портниха
излучать норка
наличествовать   !",портниха Норка [иащваы пгорчески  ё
912,"9081698645 ?
урезонивать",Я З~';5 7 УРа атЕЧшъ
913,"авиетка
курий",:ВИетка хури
914,угар,угар
915,плут,плут
916,носорог,носоро?
917,расцветка,",ЕГЕ^П ЯП^ИЛ 1зэ [0"
918,Султанов,Султанов
919,"недоумевающе
обобщенность
новейший",1 надоумавающе @бобшеннояь = [овейший
920,скак,скак
921,невнимание облезлый,чевтгтитатие облезлы
922,посредине,иосредине
923,"третьестепенный
малодушие",третьестегнй МаЛОДуше
924,"труднодоступный Самко
пробивной Милованов
пестик кортик оферта
армянский гефсиманский
похмелье закорки",труднодоступный Самко пробивной Милованов пестик кортик оферта армянский гефсиманский похмелье закорки
925,"9035471125
43901 прессинг
портрет.","90535471125 43901 прессинг портрет: 11,"
926,Басов,Басов
927,"тлеющий
ирония
ковка",ТАеющий ирония КОВка
928,"решетчатый
ясный Васин",Рапешчатья яаъя Взан
929,9068179358,9068179358
930,"удачливый
нарядчик
дизельный,",уаачлшвыш наряочшк дшзельный
931,"Русинов
шинелька",Русилов Пж-ыа
932,вящий,Бялий
933,гугу дожить:,""" 1"
934,доля,доля
935,"Смольников
наковырять
завершать",Смольников наковырять завершать
936,богато,богато
937,Самбук,САМБУК
938,Коршун,Коршун
939,"порог
atom","ПрОГ а""/"
940,молочник,МОЛОЧНИК
941,"затрапезный
чадо
переброс",затрапезный чадо переброс
942,"9722512974
буфетчица
29453!",9722512974 БУФЕГЧИЦА 29453!
943,"мякиш
тазик",Гятиш Фвмж
944,9688396820,9688396820
945,"43165
кругляшок",48165 крутляшок
946,"перечисление балансирование(
коралл",перечисление билянсирование( корам
947,"Смолич
Виршич
37489
88463",Смолия ВиРшия 88463 37489
948,инсульт?,чнсульш?
949,"санный
85807
падло",сано 85807 Аю
950,"герпес
неон",?ериес неон
951,"отсек
атом",шэгинэ чишсч ч€ ооыи О/сек а/ом 7ечи
952,"новый
37292
Мосеева)",новшя 57292 Мост)
953,"сноб
грудь
Макбет
медаль",Сноб грудь Макбет медаль
954,Алжир?,Алжир?
955,пластина Мусин 9436106266,пластина Мусин 9436106266
956,milk,ш''к
957,"потоптать Акушевич
Гуркова Лысенкова",дототать певия Гуркова Лысенкова Аку
958,соус,Юруа
959,экипировать,ЭКИПИРОВАть
960,"изваяние Чувашия
родник
Шишлов",изваяние Чувашия рОдник ШИШЛОВ
961,"Русан
пляс",Русан пляс
962,"панно
Голос",ПОННО ГОЛоу
963,Коба?,Коба?
964,"Кушнаренко
9929417045 Беняш
сажать Беленький
недешево    )",Кушнарено 9929417045 Беняш сажагь   Белений недешево
965,"участок
немного
неуд",ТНО учаскок немно2о чеуб
966,высокомерие,Фисокомерце
967,выползти,ВЫПОЛЗТИ
968,толкучка,чка толку
969,Ксюша,Ксюша
970,"опосля
стропило",опосля стропило
971,диспозитивный,ДИСпаВ (и;
972,ничей,Чичей
973,"Михайловский
Бражников  ?",Михайловский Вражников 2
974,"Ускова
Глебик",Ускоса дебшк
975,"скот
Дзюба
Федосик",СКО/ Дзюба ФедосЧк
976,означающее,ОЗНАЧАЮЩЕЕ
977,постоять,@осшояшо =
978,"молотый
Жирнов -",Молошый Жонов'
979,"blow
ликующе
34860-",Ыош ликующе 34860- К
980,Рева,Рева
981,вложить,Вжигь
982,"венец
Жанна",венец Ж анна
983,"кальций ;
подлезть
Остроух :",кальции ; подле:ть Остроух
984,воспаление,ВоЧ:ЛЕНИе
985,"search
огарок",'@ с^ о2ФрОк
986,"Трофимов
Чуканов",Трофимов Чуканов
987,Пырх,Пырх
988,граб,Граб
989,"анонимно
Пырко
мехмат",анонимно Пырко мехмат
990,Тузов,Тузов
991,"полимеразный
31447",полимеразный 31447
992,рака,рака
993,ice,ш_ ;се
994,Хилл,Хи
995,консистория.,консисшор4я
996,"пензенский
носик Прима",пененСкий НОСИК Прима
997,"задышать
улица",задышашь улчца
998,"made,",Е
999,"осевой
пяльцы
маман ;",( @севой ш пЯльцы маман (Т/?
1000,"патрон
Маслюк",] | '1/
1001,"купать
Каширина
river",КуЛАть КАШИРИНА &УЕх
1002,"осанна
проезд
доносчик
течение:",осанна просод ДОНОСЧИК течение:
1003,"ввергнуть
наводить 78401:
подрядиться",ввергнуть наводить 78401: подрядиться
1004,"искус
Андре",уЕкус Анмрь
1005,"барометр
треугольник
9493531402 Савин",БАРОМЕТР ТРЕУГОЛЬНИК 9493531402 САВИН
1006,Брич,Ерин
1007,"9592642049
политик",9592642049 ПОЛ ЩЦК
1008,расцепить,роцепят
1009,"ондатра  .
отпугивать",ондошра ошпу &чвашь
1010,9622122446-,'
1011,next?,ЛЬКЪ?
1012,ключик,КЛЮЧК
1013,"жулье.
Сыса",жулье сыса
1014,стрит,стрит
1015,растащить,растащи ТЬ
1016,венский,""" @ШЕщЛШИШ"
1017,"запечье
антикрыло",запечье ангикрыло
1018,"самозванка:
Булахов  ;",сатоввана; Булахов
1019,кристально,крИсТа^ь 0
1020,"кварц
досадный)
47340
угарный",кварц досадный) 47340 угарный
1021,"сенник
колпак",сенник колпак
1022,"всходить
Буйняков;
штрафовать дама)
9483937293",всхобчшь Бутняков; штрафовашь дама) 9483937293
1023,"9729021193 эвон
отшибить
комнатный",9729021193 ЭВ0н ощшибишь комнашный
1024,рыбалка,(балка 06
1025,"хозяин
печатать",ХОВяИн ПЕЧАТАТЬ
1026,"Стасенко
царевна
фиалковый",Стасенко царевна фиалковьй
1027,"святый
вестовой",СвЯТыЙ ПстовОй #а€
1028,9217494918,9217494918
1029,Мухаммед,МУХАММЕД
1030,витиевато,$итиевато
1031,"пикник сиплый
забияка
посинение  :",Гжни% @Иплья забияка тоочнэнуэ
1032,неуместность,неуместностъ
1033,юнец,",нец"
1034,"Гайфуллина Слинько
корочка обледенение.
hand)
воронежец",Гайфуллина Слинько кОроча обледенна Капо) воронежец
1035,95829,95829
1036,патрульный,патрульный
1037,"лживый
профицит
голь",товац ирртт ттэ
1038,Сущеня,Сущеня
1039,"зыбко
Синило полосочка",ЗЫб10 Сшо 'ОЛОСОЧКО
1040,"закрасить
отгул",закрасить отгул
1041,вечно,@еЧНО СО.:
1042,"Андрусенко
Кривоносов
вино перешить
научать
Волконский",Андрусенко КрИвоЮосов вино перешигь #аучать ВОЛконский
1043,Бурая,Бурая
1044,Шейбак округа),Шейбсж окруза)
1045,урез,урез
1046,Тавгень!,Тавгень!
1047,"жерло
выступ
Лавор
search",жерло выступ Лавор '@агс}
1048,"Зина
Габидуллина
Листопад",Зш мии ЛисЩц) Габш)
1049,"зябь
зорька",эзбь зара
1050,"парусина
had побояться
Шумак 9258456111",парусина эф побояться Шумак 9258456111
1051,слега),сего)
1052,берет,береш
1053,degree,(@чге@
1054,десна,досо
1055,шпиндель,'тдоть
1056,повариха,поварых Ч
1057,"Борщев
Ильичева
corn",Борщев Ильичева со<
1058,коровка,коровка
1059,"кривич
ЦСКА",ЕЕ: КрИВИЧ Ц(КА
1060,саспенс лисий;,Саспн ЛИСИИ
1061,докер,ДОКЕР
1062,"нестерпимый
Диваков
третье",НЕСТЕРПИМЫЙЙ ДИВАКОВ ТРЕГЬЕ
1063,"впиться by
изгладиться",ВПИТЬСЯ   Бу изгладиТЬся
1064,"нарвать
окаменеть",НАРВАТЬ ОКАМЕНЕТЫ
1065,крепдешиновый,крепдешшнобый
1066,93566,93566
1067,"Борисик
романс",Борчсчк романс
1068,лоцман,лотмев
1069,настоятельница,настоятельница
1070,затекший,зашекши0
1071,"невзгода
карабин нажатие",#еВЗГОДа нжатие карабин
1072,"высылать
Рябко
верещать-
31601",ВЫСЫЛАТЬ РЯБко ВЕРЕЩАТЬ- З1601
1073,Заяц,у Заят
1074,Слаута," , Слаута"
1075,Арашкевич,АрЗШКеВИЧ
1076,Кандинский,Кандинский
1077,шпора,шъор)
1078,Якупова,якупова
1079,газоход,{зоход
1080,"Ленковец
присягать",Ленковец <рыя?/ь
1081,Кузин,Кузин
1082,Котик,котик
1083,"латаный
подвиг",ЛатаНы ПеВ
1084,парировать,РИРОВАТЬ ПА 
1085,гигант,гигант
1086,бочка,бочка
1087,9206297626,9206297626
1088,рыть,~ышь
1089,"сплясать
отправка
карский
Макоед
глупость",пясшо сппрвка крский Макоеа &упошю
1090,обруч,Обруч
1091,магнит-,МаГНИ
1092,байка,байк&
1093,spoke,Урок&
1094,мстить,МстИТЬ
1095,"Кириллова
лакомка",К црцлл ова л акол ка
1096,Кабак,Кабак
1097,"Качанович(
совковый
Мартынов",Качанови( СОВКОВЬЙ Маргьнв
1098,Смагин,СМ(ч#
1099,9413664277,0136642> >
1100,Торопов,торопоЗ
1101,Зарипова,Зарипои
1102,фотон,Фошон
1103,писчебумажный,писчебумаж ный
1104,Жамойда,Жамойда
1105,Манукян,мм | & кян
1106,стричься,&ричься
1107,"нищая
48295;
23915",нищая 48295; 23915
1108,обещать,обещато
1109,прошептать," -оше,щ-ь"
1110,"Пушкова Хваль
затейник",Пцшкова Хваль ЗаТеЙНИК
1111,capital,(р1са
1112,дебет:,дебет:
1113,блюститель,@сшшел&
1114,"м-м-м Малых
поесть Лысая",1а 1 9 Малых ммм Лысая поесть
1115,"штука
свертываться",ш/ука свер/ывапься
1116,абзац),обвоц)
1117,корковый,корхввы 
1118,"вязание
Мисиюк
денежный
Прокопчук
утверждать",вязаные Мчс_юк денеж ныб Прокопчук !шверждашь
1119,Ковзик,КОВИК
1120,весь,весь
1121,"журить
вешка",журить вешка
1122,"мирра
изыск(
опий
Савчиц",мирра изыск( Опии Савчиц
1123,"юрский
станок
отняться
киббуц
Панов-",юр скчб сшанок опня пъся къб бу ц П анов -
1124,88872,98872
1125,"прибегнуть иезуит
9704990566!
пересдача отчего",прибегнуть иезуит 97049905661 пересдача отчего
1126,информагентство,информагенгство
1127,Ионов,ионов
1128,"полоса
пята
Балтика
навстречу",[Лсса мта Еашика навстречу
1129,отметелить,ОТМеТеЛИТЬ
1130,"Жучкова
Имаев
попадание",Жучкова Имаев попадание
1131,Супрон,Супро^
1132,высыпать,фысыагь
1133,Дорошевич,Дорошевич
1134,"приезжать
эвристика
отмывать",Отуъвыць приенать Эврискика
1135,"чаяние
Горох",чаяние Горох
1136,"Лыков Лыщик
Веселовская",Лыков   Лыщик Веселоеская
1137,Пьер,Пьер
1138,Сокол,Зокол
1139,тромб,тромб
1140,dead,%еяф
1141,"подотчетный
Поляк 9469519182
обзванивать",подощчешный Поляк 9469519182 обззанчзашь
1142,"Пархута
худо
Шевелев
блуза",Пархуша Шевелев блуза х9до
1143,"Куделко
Харламов
скупать",Куделко Харламов скупапь
1144,налитой,#ОлИлой
1145,road,гоаф
1146,цветность,ЦВСТ юСтЬ
1147,Гаева,Гаева
1148,направляться,ЮаТЕВЛяюо
1149,"Стогов
макушка купе)",Сшо206 макушка купе) Шиы
1150,фотонный,фотонный
1151,душно,дущно
1152,"свинский Золотова
раскоп вделать;","(Ы""нСкй   Золошово аскип @Зелиш6;"
1153,Митина,Машна _
1154,"плейер
Синцов,
48944
старец
спайка!",пейер Синцов 48944 старец спайка!
1155,"покормить
умилить
Плеханов",ПОКОрМЫЩЬ умшлшпь ПлеХанов
1156,румба,"2 0 п""}"
1157,"дензнак
махонький
приводить",ДЕНЗНАК МАХ ОНЬКИЙ ПРИВОДИТЬ
1158,"Рагель
горгона",Рагель горгона
1159,како,ссахо
1160,Алешина,Алешина
1161,подо,подо
1162,"отчужденность
также
обеднить",обеднить отчужденность также
1163,"непрочно немного
двенадцатый",неПрОчно НеМНО2О двенадцашы
1164,"Рубцов
knew",0ч81о3 [зош
1165,"должность
въедливо",ДОЛЖНОСТЬ вЬедливо
1166,"ужасающе.
sister",ужасающе 8й8<@г
1167,лития,"0а ""?м ммм; мм"
1168,"аббат
43901",аббат 48901
1169,пенка,(@НКа
1170,водоканал,@оДоканал
1171,"брага
пласт",бр/2а пласп
1172,"ценз Рогожина
ОРТ захрапеть",ценз Розожана ОРт захракешь
1173,ай-ай-ай,АЙ-АЙ-АЙ
1174,"низкий
кожанка
Бикбаев",НУЗкЙ кОЖОНКО Быкбаев
1175,арат,арат
1176,Ивасенко,Изоо
1177,сталинский(,сталинский(
1178,упрямо,Упрямо
1179,налипать,НАЛИПАТЬ
1180,буерак,бУеРэк
1181,"роялти
Кураш
трасса",роялты Кураш траса
1182,погубить,ГОГб ъ
1183,клеш,иеш Едяну
1184,североамериканский?,Цлм 25 СЕВЕР ОАМЕРИКАНСКИЙ?
1185,80837,8085
1186,"болотце
Луговская",болотце Лутовская
1187,"9135724019
напялить
ампула",935724019 напялить ампула
1188,"кость,",КОСТЬ
1189,"родные
неготовность",родныс НеГОГОВНОСТЬ
1190,"клекот
шейк",Кшекот Шеик
1191,"Кривой квадратический
отток главнокомандующий перетряска
52430 башка",КршЙ Ж@(МЩСКШ ОШК {ОНОЮМОНОУЮЩЩ ПОСПЯСКО 52430 бШО
1192,"подкрутить
Телятников
Шкловский",7Одкрутить Телятников Шкловский
1193,"сетовать монашка
Водопьянов
невежда",Се/об(шь монаФки Вобоиьянов невежаи
1194,"Макуха
поклон",Макуха ПОКЛОН
1195,"веско?
стенной
road",веско? стенной г
1196,"неустроенный!
стрекот
парагвайский",НЕУСТРОЕННЫЙН СТРЕКОТ ПАРАГМАЙСКИЙ
1197,"интригующе
палуба slow,","ИНТРИГУЮЩЕ ПАЛУБА Я.О.,"
1198,намек,намек
1199,"переживаться
числить",ИереЖиВшЬся ЧИСЛИШЬ
1200,"расклевать
показывать",раок^евать покабывать
1201,Круглов,ШЧ; Крузлоо
1202,"наперерез 60093
желудочек 16267?
шеф-повар","#аперерев   60093 ЖеЛудочек   16267? 4""5) шеф-Повар"
1203,"мышь навзрыд;
побеспокоиться",мь навзрыд; побеспокоиться
1204,формализованный,формализаванныя Педдегтг
1205,ring,пэ
1206,Иоффе,ШОффЕ
1207,60712,60712
1208,9052843610,905284360
1209,"great
облысеть
тащить",8 гепъ облысешъ шащишъ
1210,преломиться,Фреломигъся
1211,"трансформаторный
Афродита собирательный
Волохова",Трансформаторй Афродига   собирателыъй ВоЛОХОВа
1212,"депопуляция
козлы сверхзадача","де,опуляция КоЗЛ ы сеерх забача"
1213,"буквенный
патогенность",вукввшнъи пктогвшость
1214,95111,95177
1215,"глупец
Дедуль)",елулеф Дебуль)
1216,"резак
chair",[СЭЧК (
1217,90407,30407
1218,Лепешкина,Лепешкина
1219,"гаусс
Кригер",гаугг Кригер
1220,Санько,Санько
1221,"Евтеева
искусить",Евтсева искусй
1222,Корсун?,Ш Корсун
1223,"Ковшик доколе.
халва Малецкая
Костеневич",Ховшик доколе: халва Малецкая Хостеневич
1224,"капонир
рехнуться Ивасенко Сомов женка",капончр рех ну пься Ивасенк 0 сомоь лен
1225,Дубров:,Дчбраб}
1226,сочный,сочныйй
1227,"замотанный халат
переплести
невыдуманный
смеховой
подмастерье",заогаьй хапаг пеалести нпыдумай аеховой подматеье
1228,"Давидчик
Павлючик
затаенный",Давидтк ПМом Е-те#ь
1229,"кокошник
очный",КОКОШНИК ОЧНЙ
1230,"84406
Андрюша
скептицизм",84406 АНдРЮШ4 СКЕпТИцИвМ
1231,"Нейман:
Косов
19749",Натияв Костз '4а
1232,"Нуриева
Черкес
Мазюк
чайхана",Нуриева Черкес Мазюк чайхана
1233,"вольера скушный
литой великорусский
наравне исполниться",вольера скушныш лч/ош велчкорусскч` наравне чсполнч/ьсяЯ
1234,проговориться,проговориться
1235,Лас-Вегас,Лас-Вегас
1236,"загнивание Немец
клейстер 9181272780
напыление купальня.",запиваие Немец клеистер 9181272780 #лене куплыя
1237,62337,62ээ1
1238,"Бабак
пава",ЕАБАк ПАВА
1239,одевание,12 1
1240,манго,манго
1241,"перекатываться
Зубов баранина",ЪФракашивоиииься Зубоэ   борсюлю
1242,22951.,[К миие 22951 1
1243,"Шелков
Таркан",ШеАКоВ ЯКИН
1244,Скоморох,ско_шФр 6Х
1245,"устало
62337
ишачить",УСТАЛ О 62337 ИШАЧИТЬ
1246,"против немножко
юго-западный
вымывать
Хромовских",птив КемХощко ЮГО запэдныя ВЫъать ХромовскиХ
1247,ахти,(ХИХИ
1248,"жинка
цена,
Русак",жинка ценд Русак
1249,"9715948417
Рублевская",9715948417 Рублевская
1250,индоссамент,иДОсСаменг
1251,"заслышать
сброситься",заслышшать сброситься
1252,декламировать,1
1253,пластит,",ласшы-"
1254,"метанол каре
вытащить
напрягать",МетаНОЛ каре Вытащить НаПрягать
1255,Плевако,(1евако
1256,точечный,Точечныйи
1257,"погружаться
Комаровский
спасский
Малишевская
молодить",по:ру ж апься К омар оеск чй спасск чй М ал шевск ая мол одчшь
1258,атлет,утлех
1259,"кондор
кушетка",кондор кушешка
1260,унтер,унтер
1261,52165,52165
1262,"достопамятный
немаленький
имплантация:
отираться
сарафанчик",достопамятный немаленький имплантация: отираться сарафанчик
1263,рамка,<2
1264,отсохнуть,@тсохнуть
1265,send,"46 $@,ф"
1266,Лапиков,Лапико?
1267,иди-ка перевозчик,идина Перевавчк
1268,межсезонье,межсевонье
1269,сепсис,Сепсис
1270,"примитивизм
аут замертво",ПрыМЧшчвывм 9уш замершво
1271,"Лобкова липосакция
низинка чубук
критический речушка",Лтбксва Литсаигя #виха Чб/к КРИТИСким речуша
1272,Горяйнов,(оряйнов
1273,Донской,Фонской
1274,опасть,@пасть
1275,градостроитель,2радоспроч/ель
1276,96686,96686
1277,soil,$01!
