index,answer,prediction,correct
735,вырыть,BbIpbITb,False
736,Плюснина,A,False
737,"Ростовцев
долить
Терешин
запечь",POCTOBLeB AONNTb TepewNH 3aneyb,False
738,сырой,Cblpou 花 Doooe 135999 ,False
739,пожилой,noxunou,False
740,агитация,,False
741,"малоприятный
продирать",ualonp uamHua npogup amb,False
742,кашлянуть,KanaHyTP 31280,False
743,шнобель, FAVSTYNKA Y ·,False
744,"фэнтези
флора",D 顺 peHme3u propa,False
745,"дальновидно 16128
перерегистрировать
ветрено крабовидный
одесную Куракова",gaubHobugHo 16128 nepepezucmp up obamb BempeHo kpasobugHua ogecHyo Xypakoba,False
746,"provide моторика
Сунцова остынуть",provide MoTopNKa CyHLOBa OCTbIHyTb,False
747,"тетя,"," TETA, 8 超 文",False
748,Жигимонт,KUZUNOHN A MWWWWWWWWWWWWW 司 09999909990929992090 Bne   0080,False
749,Отто,OTTO,False
750,"Смагин
неон",CMarVH HeOH,False
751,Скурихин:,M  CKVPNXNE,False
752,прогулять,npazy ,False
753,рушиться,bog,False
754,серый),V YI CL STOBIES ,False
755,62870,62870 em Go ,False
756,"ямина
60677",AMWHa 60677 opusieneg   RAVNTOARVO/NARNGSARE!,False
757,"выковать переадресовать
Бирич целиться(",BbIKOBaTb nepeaApecoBaTb BApWy LenNTbCA(,False
758,"правда
Ведерников",npaeda Bedepnukoe,False
759,melody,汾,False
760,дословный,docnOBHblu,False
761,"сакля
Джейн
исцелиться",COKA AxeUH ucuenumbca O ,False
762,"Дедков
Войтюк
Рудко",不养#民会人家 LeAKOB BONTIOK PyAKO,False
763,фартук,papmy,False
764,"сморчок
проветриться
Гаркун
Царикова  ,",CMopuoK npoeempumbca TapkyH Lapukoea,False
765,Мохорева,Mox opeBa,False
766,"вуду
Пенязь",BYY U nEH3b,False
767,28259.,28259.,True
768,Даниэль,AHR,False
769,"31783
Кочеткова
мало женьшень",31783 Ko4eTKoba ManO KeHbWeHb,False
770,"89126
управляющий
9526630432
рассудить",020 89126 ynpOBnAoWuu 9526630432 paccyaumb,False
771,"торт
15335",TOPT 15335 H,False
772,пульс,nyuc mamins me- ,False
773,"сеанс
Добыш",ceaHC  06biu 11511310  1  N JAN    1151        NWM  V W  merne   MN,False
774,"Романьков позитивизм
гиперборейский",Croulman CACECAORCT  PoMAHEKOB MO3MTVBV3M  mnephopeickni,False
775,10156,10156,True
776,Герус,Tepyc 福,False
777,east:,east: 10 CTTA Wtne  Me-4lt-etee,False
778,"Кучур
Ярош",Kyuyp 8888: ApoLLi,False
779,"Фоменкова
sail",中OMeHKOBa sail 2,False
780,"Крутов
зеленка",KpyTOB 3eneHka,False
781,"Зигфрид:
облисполком",3urOPWA: OBNMCNONKOM 初 #丽庭用丽用康团,False
782,"Юрка
мимика
Петручик",Ka K,False
783,39472,39472 T,False
784,хана(,XaHa!,False
785,прогуливаться,rporyNNBaTbcA,False
786,"Липатов
невидаль
Верка",Junamoe Heeuoan BeDka,False
787,пружинистый,,False
788,"доносить
блажь
комиссия",AOHOCTb 6nakb KOMCCR ,False
789,сглотнуть,CTHOTHYTD,False
790,"бурда пустынный
хлебец",6ypra nycrsaas? xneben 爱F,False
791,нектар,大 T Hekmap,False
792,"мегатонна Пашка запроситься
Боярчук грандиозно 9415856606",Mawka MeraTOHHa 3anpocNTbCa bopyK rpaHA MO3Ho 9415856606,False
793,"Баев
Сорокин",baeB COpOKAH,False
794,интервенция, WHTePBeHLIVSA,False
795,"после
дукат.",nocse gykam.,False
796,Захаревская,3axapeBcKag,False
797,"Зенович
Маринина",3eHOBNY MaPHa,False
798,"гладильный,
Крохина  !","AAWbHbI, KpoxMHa",False
799,"слыть
скушный
Лысая",CIbITb CKYHBI  JIbIcaq T D,False
800,Мулярчик гормон,Wni Mynapuuk 20pmOH,False
801,"Касьянова
порождение
участница",KaCbAHOBa nOpo>KeHve y4aCTHNua V,False
802,патриотка:,￥ HIaTpuoTKa:,False
803,kept,Kent,False
804,"пламя
хутор",? AmR xymop,False
805,"прель
дождик", mperb AOXANK,False
806,Балин,GAMH ?,False
807,соединить,三,False
808,атрибутика,,False
809,приметить,IeTHTE,False
810,Корж,KOPHC,False
811,осатанеть,ocam 1355,False
812,"глухой
подновить
дворец",rIyxon OIHOBNTb  JBOpeu,False
813,"Сытин.
пикет", CbImuH.   nukem      ,False
814,выброс,BbISPOC,False
815,менуэт,MeHy 3m  ,False
816,9666988713,966698873,False
817,92506?,92506?,True
818,"куличок увядание
made копошиться
уложить назарянин",KYnWHOK yBAnaHNe made  KONOLWNT bCA ynOkNTb Ha3apaHNH,False
819,"Ведерников
Сапега гадкий
должок",Y BeAepHNKOB Canera raμkn AOXOK,False
820,"Портнова
программка
Курлянчик -",TopTHOBa nporpaMmka KyPnAHHNK,False
821,"Танька.
Михалкович",TAHbKA. MKXANKOBUY ,False
822,"суфий
Миронов
Невская
28638
рандеву",cypuu MupoHoe HeecKan 28638 paHOeey,False
823,"сумка Дао
чего-то пусто
Шатохина 53661:",AO CY MKA YErO-TO IYCTO LLATOXMHA 53661: o neki,False
824,биополе,,False
825,"директриса
реле",oupekmpuca pene 1 8,False
826,"купон
ласково
холодильный
пращур 50035",Ky NOH ΛaCKOBO XOOdUbHbi npauyp 50035 WIEI,False
827,"хиппи
хитрый
биотоп",XVTN XVTpb 6NOTOn,False
828,"ночка
Бадун",HOYka BayH Y,False
829,"Казачкова
пастырь
горшочек",福 Ka3aukoBa nacmbip6 eoptuQuek,False
830,"ботва
атака
братва",60TBa aTaka ★ 6paTBa,False
831,беспокойство, t1+0-f 6ecl,False
832,Бушуева,eBa bylty,False
833,wall,F,False
834,Рябый,pabbi O,False
835,сенник!,CEHHUKI,False
836,"10442
неразрывный
Гузь    :",10442 HEPA3PbIBHbIN rY3b 食 ★ ★ 主 食 ★：★贵 ★★业贵 ★ 發 ★★ ★ ★ 食 + ★ ★★★★ ★*★ ★ ★ ★*★ ★ ★ ★ ★ ★ ★★ ★ + ★ ★ ★★★ ★ + ★ ★ 羊 ★ ★ 食 ★ 福,False
837,раскупать,aackynamb,False
838,"Ивашкевич
9506284186",ИBaWKeBNY 9506284186,False
839,Быков,BbIkOB,False
840,"Сухой  :
вчитаться
Борейко",Cyxon BuYTaTbCA Bopeiiko 年下卡吧,False
841,39218,29278 K,False
842,"80732
Александр",80732 AneKcaHap,False
843,"Пенкина
писулька
скликать",MeHKUHa nucynbka CKnukamb A 正,False
844,"Уткин
Лойко
жених",yTKVH NonkO keHVX,False
845,Каравай,D aeat Kapu N,False
846,"клокотание
Клинов",KnOKOTaHNe KΛNHOB SOZOCHURG,False
847,мент,MeHT ?,False
848,"Самохвалов
краевой
пустячок
спекуляция",CaMoxBanOB kpaeBow IyCTAHOK creky JALWA 新品,False
849,"жребий персонал
тождественность",xpe6ni nepcOHa TOKIECTBeHHOCTb Batyte,False
850,"17359
таки
видимо:",17359 TaKM BNANMO:,False
851,"68083
must",RREEER 68083 must,False
852,авария,M ABAPHA,False
853,макака,MOKOKO,False
854,"Лугина
кадетский
Мурзилка миномет:",JlyrHHa kaneTcKH Myp3wika MHHOMET:,False
855,"надумать облик
93945 ожидание
44913
43517 Тюмень",Hady mamb o6ΛuK 93945 oxudaHue 44913 43517 TroMeHb,False
856,Строганова,CTPOraHOBB,False
857,Земцова,3eMLIOBa,False
858,Эфрос,3dpoc,False
859,Ракина:,,False
860,"слайд
67814
84163",cnaua 67814 84163,False
861,"shop
м-да
кисло",shop ® M-da PARIS,False
862,71765,8308 厂 71765,False
863,потолковать,LOLA VV LOVES HOTOTKOBaTD,False
864,"меньшинство
затушить",MEHbLIHHCTBO 3ATYLHTD,False
865,сакэ,caK3,False
866,"теоретически
неприкаянный
Горощеня",TeopeTnHecKn HenpNKaAHHbIN FopoweH D,False
867,прошмыгнуть,9 口,False
868,"подпортить
вообще-то
готовенький",NOANOOTWTD BOO6LLe-TO rOTOBEHbKHi,False
869,"татами Михович утолить;
полусвет Мичурина",mamamu Muxoeuy ymonumb; nonyceem MuyypuHa 一双,False
870,"эпицентр
гусиный хищный
каучук
трагический",ynuueHmp zycuHua XuugHu rayuye. mpaauueckun,False
871,"Севрюк
Вольф
оппортунизм",CeepioK Bonb中 onnopmyHu3M,False
872,"Скотт
Цюрих",Ckomm Lropux,False
873,"авиатор
Ксения",CACOLA asuamop KceHus 国,False
874,"антропный Юркина
Урбан
скинуть",HpkuHa aHmponHbli ypsan cKuHgmb,False
875,"82067 потсдамский апартеид
микробный",82067 HOTChaMCKWN arapTeNn MUKPO6HbM,False
876,"стон
латы",CTOH naTbI,False
877,неумирающий книга,KHUTa HeyMnpaioi,False
878,папик,COHM MypaukuH BbIMo2amb,False
879,"Рогович
прямиком глицин",POrOBNY PAMNKOm FANYNH S,False
880,купидон лоскут,# KYNNAOH JOCKYT,False
881,бренд-,t 6peHO,False
882,драконий,IpaKoHnY ,False
883,"разрежение
отшелушивать",中 pa3pekeHve OTWeyWNBaTb,False
884,Федорчук(,STVACOLORS Pedopuyki 3g 口 M,False
885,gone,gone L,False
886,"секретер
митрополит",cerpemep Mumponon um,False
887,"Бабкин Пронькина
Галицкая
спинка унимать",Ba6KUH IpoHbKUHa TanNLKaA CHNHKa yHUMaTb,False
888,уханье,yxaHbe 春,False
889,Хотенко,O  1231 言 言 OL 人 OTeHKO,False
890,15771,一 15771,False
891,"обойный
крепкий",0600Hbi# kperikn,False
892,19635,19635,True
893,"жилище
протон
излишек",xwnuuye npomOH u3nuuuek,False
894,"91940
дожить
Карпина",91940 HOXKH KaprnHa D,False
895,посвататься,noceamambca,False
896,"лгать
вьюн",nraTb BbIOH,False
897,"двойня
Карп",3 ABOIHA Kapn,False
898,"незрелость 68781
Перепечко 94427",68781 94427 He3peIOcTb epeneuko,False
899,каспийский,Kacnuuckuu 调,False
900,Грушевич,rpy weeuy,False
901,"бараний
солонина",6apaHW COSOHVHa,False
902,"меню
стропа",MeHIO CTpona,False
903,"нытье
лживо",HHITbE JKHBO,False
904,Якупов,HKyIOB,False
905,"парить
прокрадываться;
Закаев
горючий затхлый
край Бударина",napuTb pOKpa/bBaTbCA; 3akaeB roprowi 3aTXIbN Kpav BynapNHa W,False
906,"юрфак единожды
некто недочеловек",oppak eouHOsIcObl HeKmo Hedouenoeek 9,False
907,"декретный   !
Стахно
9908620145
92421 тяжело
Шведова Яровой",,False
908,"Казаринова:
заоконный
римский",Ka3apNHOBa BaOKOHHbIM puMCKM,False
909,ранее,paHee #,False
910,Кизина,Kn3NHa,False
911,"пророчески портниха
излучать норка
наличествовать   !",nOpTHIxa sopka  mpopoyecky eiyuat HAUeCToBa,False
912,"9081698645 ?
урезонивать",9081698645 ? ype3ohueamb,False
913,"авиетка
курий",aBHeTKa xypak,False
914,угар,yrap V,False
915,плут,A M nnyT,False
916,носорог,HOCopOZ,False
917,расцветка,DEFEND ROJAVA,False
918,Султанов,CyMTaHOB 8 ,False
919,"недоумевающе
обобщенность
новейший",HenoyMeBaiowe TrET 0606WeHHOCTb 0 HOBeYWM eyr 厦,False
920,скак,CKaK,False
921,невнимание облезлый,C Y. 06πe3πb HeBHrMaHre,False
922,посредине,mm1ane nocpeduHe,False
923,"третьестепенный
малодушие",TpeTbeCTereHHbM manonyve,False
924,"труднодоступный Самко
пробивной Милованов
пестик кортик оферта
армянский гефсиманский
похмелье закорки",TPY JHOI OCTy IHBIY CaMKO pO6HBHON MHIOBaHOB IeCTHK KopTHK opepTa apMAHCKHi repcHMaHCKH ⅡoxMeIbe 3aKop KH,False
925,"9035471125
43901 прессинг
портрет.",9035471125 43901 mpeccuHr nopTpeT.,False
926,Басов,bacOB,False
927,"тлеющий
ирония
ковка",TAEIOLLn MPOHN KOBKa oooo,False
928,"решетчатый
ясный Васин",TOPPICK pelbeT4aTbM ACHBN BacKH,False
929,9068179358,90681 179358,False
930,"удачливый
нарядчик
дизельный,","ydaun UBbu HOpAdYUK du3en bHblu,",False
931,"Русинов
шинелька",PyCVHOB WvHenbka iTLA 预上注 T,False
932,вящий,BA山NY,False
933,гугу дожить:, AOXMTN ,False
934,доля,O,False
935,"Смольников
наковырять
завершать",CMOnbHNKOB HaKOBbIpATb 3aBepWaTb,False
936,богато,boraTo O ,False
937,Самбук,CAMEYK,False
938,Коршун,KopuyH #,False
939,"порог
atom",123RF rOpOr atom 173RI O123RF,False
940,молочник,MODOYHNK 9,False
941,"затрапезный
чадо
переброс",3aTpane3Hb yalo nepe6poc,False
942,"9722512974
буфетчица
29453!",9722512974 BYETYNIA 29453! H #,False
943,"мякиш
тазик",MAKHW TasHK',False
944,9688396820,968396820 ,False
945,"43165
кругляшок",43165 KpyrJIaWOK 66R,False
946,"перечисление балансирование(
коралл",nepeyucAeHue 6aAaHcupoeaHue( kopan  区,False
947,"Смолич
Виршич
37489
88463",O  元 CMOIHY BHPmHY 37489 88463,False
948,инсульт?,uHCy∧bm? ?,False
949,"санный
85807
падло",CaHIbIH 85807 nanio,False
950,"герпес
неон",zepnec 二 品 JVY HeOH,False
951,"отсек
атом",>< omcek amoM VUIHU,False
952,"новый
37292
Мосеева)",1 HOBNA 37292 MOCEEDA),False
953,"сноб
грудь
Макбет
медаль",CH06 rpyab Mak6eT Menab,False
954,Алжир?,Aimup? XO,False
955,пластина Мусин 9436106266,MyCAH 9436106266 naCTMHa 88 15,False
956,milk,milk,True
957,"потоптать Акушевич
Гуркова Лысенкова",AkymeBHy ⅡOTOnTaTB TypKoBa IuCeHKOBa,False
958,соус,coyc,False
959,экипировать,JKHIIHPOBATB,False
960,"изваяние Чувашия
родник
Шишлов",yyBALLINA VBBaAHNe OnHK LLAWnOB,False
961,"Русан
пляс",0 水  PycaH C SmE N A,False
962,"панно
Голос",naHHO Fonoc,False
963,Коба?,Ko6a?,False
964,"Кушнаренко
9929417045 Беняш
сажать Беленький
недешево    )",KyLwHapeHKO EeHAW 9929417045 BeneHbKW caxaTb HeneWeBO 1191,False
965,"участок
немного
неуд",THOR yuacmok HeMHOZO Heyo,False
966,высокомерие,ebucOKomepue,False
967,выползти,BbInOn3TN,False
968,толкучка,I1,False
969,Ксюша,KCHowa  CHAMSREC,False
970,"опосля
стропило",OOCO CTPOIWIO,False
971,диспозитивный,Coooo ,False
972,ничей,Huued,False
973,"Михайловский
Бражников  ?",T. T. H MuxaNAOBCKn 0 DpaXHVKOB ?,False
974,"Ускова
Глебик", yckooa rne6uk,False
975,"скот
Дзюба
Федосик",cKom 306a Pedocuk,False
976,означающее,03HAYAIOLLLEE,False
977,постоять,nocmogmb,False
978,"молотый
Жирнов -",Monomblu KupHOB,False
979,"blow
ликующе
34860-",+ blow nuky owe 34860-,False
980,Рева,PeBa,False
981,вложить,BNOKLTD,False
982,"венец
Жанна",BeHeu X oHHo 一,False
983,"кальций ;
подлезть
Остроух :",G Kanbyn nOAneSTb OcTpoyx,False
984,воспаление,TeHNe ,False
985,"search
огарок",search ozapok L,False
986,"Трофимов
Чуканов",TpopMOB UyKAHOB,False
987,Пырх,nbpx,False
988,граб,行 rpao,False
989,"анонимно
Пырко
мехмат",aHOHNMHO IbIpKO MexMaT ELI,False
990,Тузов,Ty30B,False
991,"полимеразный
31447",nOJHMePa3HbIY 31447,False
992,рака,paka ,False
993,ice,ice 7,False
994,Хилл,业 Xunn,False
995,консистория.,KOHCUCMODLS,False
996,"пензенский
носик Прима",TeHBeHCKN HOCUK puMa,False
997,"задышать
улица",3adbwamb ynuua  D,False
998,"made,","made,",True
999,"осевой
пяльцы
маман ;",CHHA CIDCID 35S PREPARATIOIW oCeBOn T MaMaH,False
1000,"патрон
Маслюк",FE贷R 直购,False
1001,"купать
Каширина
river", KYIATB KAIHPHHA RIVER,False
1002,"осанна
проезд
доносчик
течение:",ocaHHa mpoesn OHOCYK TeyeHHe:,False
1003,"ввергнуть
наводить 78401:
подрядиться",BBeprHyTb 78401: HaBOIHTD OIATECA,False
1004,"искус
Андре",BABTSITTER wckyc AHApe,False
1005,"барометр
треугольник
9493531402 Савин",5APOMETP TPEYTONbHMK 9493531402 CABNH,False
1006,Брич,BpvH ,False
1007,"9592642049
политик",9592642049 nonumuk ,False
1008,расцепить,pacuenuT.,False
1009,"ондатра  .
отпугивать",OHdampa omny 2ueamb,False
1010,9622122446-,,False
1011,next?,+ X next?,False
1012,ключик,KNHOYUK,False
1013,"жулье.
Сыса",C xynbe. CblCa 日,False
1014,стрит,CT PHT RDT030 川,False
1015,растащить,pacTalwnTb,False
1016,венский,BCHCIC,False
1017,"запечье
антикрыло",3aneybe aHTNKpbUO,False
1018,"самозванка:
Булахов  ;",caMo8BaERa: ByJIaxOB 福  ,False
1019,кристально,,False
1020,"кварц
досадный)
47340
угарный",KBapu AOCaAHbIN) 47340 yrapHbin,False
1021,"сенник
колпак",CEHHIK KOInaK 1,False
1022,"всходить
Буйняков;
штрафовать дама)
9483937293",BCxoaumb ByUHAKOB; wmpapoBamb dama) 9483937293 L,False
1023,"9729021193 эвон
отшибить
комнатный",9729021193 360H omuu6umo KOMHamHblU,False
1024,рыбалка,名用品 pbloanika  ,False
1025,"хозяин
печатать",Pufamel X03ANH nEUATATb,False
1026,"Стасенко
царевна
фиалковый",CTaCeHKO LapeBHa pVanKOBbii,False
1027,"святый
вестовой",CBATbD BECTOBOn ,False
1028,9217494918,9217494918,True
1029,Мухаммед,,False
1030,витиевато,BuTHeBaro,False
1031,"пикник сиплый
забияка
посинение  :",nMKHMK CHUbN sa6vaka nOcNHeHMe,False
1032,неуместность,Hey MecTHocTb,False
1033,юнец,OHeu,False
1034,"Гайфуллина Слинько
корочка обледенение.
hand)
воронежец",FanyNHa CnNHbKO Kopoyka 06neneHeHne. hand) BOpOHeXeLl,False
1035,95829,95829 13 管 ?  D09,False
1036,патрульный, narpy JBHLIt,False
1037,"лживый
профицит
голь",60-O 00 JDXLBBU mpoprmprr TOJD 20°S RO U 4099 3 18,False
1038,Сущеня,CyeHa,False
1039,"зыбко
Синило полосочка",36l6K0 CuHUno nonocoka,False
1040,"закрасить
отгул",3aKpacuTb OTryJI,False
1041,вечно,BeUHO CODE,False
1042,"Андрусенко
Кривоносов
вино перешить
научать
Волконский",C AHApy ceHKO KpVBOHOCOB BVHO nepewNT b HayuaTb BOnKOHCKNA,False
1043,Бурая,Ey pa,False
1044,Шейбак округа),IⅢlei6ak orpyza) 田,False
1045,урез,ype3 8 Ro,False
1046,Тавгень!,TaBreHb! ,False
1047,"жерло
выступ
Лавор
search",xepIo BbICTyI JIaBOp GO search,False
1048,"Зина
Габидуллина
Листопад",3uHa Tabudy aAuna Iucmonad,False
1049,"зябь
зорька",396b 30pbka,False
1050,"парусина
had побояться
Шумак 9258456111",napy cHHa had nO6OMTbCS LlyMaK 9258456111,False
1051,слега),cnera),False
1052,берет,bepem,False
1053,degree,degree,True
1054,десна,,False
1055,шпиндель,W 价 muuHTenb,False
1056,повариха,noBapuxa ,False
1057,"Борщев
Ильичева
corn",BopuIeB WIbnyeBa corn,False
1058,коровка,KOpOBKa,False
1059,"кривич
ЦСКА",KPNBNY LCKA,False
1060,саспенс лисий;,caCreHC nNCUV,False
1061,докер,MOKEP,False
1062,"нестерпимый
Диваков
третье",HECTEPnNMbIN ANBAKOB ITPETbE,False
1063,"впиться by
изгладиться",BNTbca by raT ,False
1064,"нарвать
окаменеть",清 HAPBATb OKAmEHETb,False
1065,крепдешиновый,O kpendewuHoebi,False
1066,93566,C 93566,False
1067,"Борисик
романс",bopucuk pOmaHC,False
1068,лоцман,JODMAE 朗,False
1069,настоятельница,产 r,False
1070,затекший,amerud,False
1071,"невзгода
карабин нажатие",HeBBrOμa Kapa6NH HEKaTve,False
1072,"высылать
Рябко
верещать-
31601",BHICbIIATD PABKO BEPEILIATb- 31601,False
1073,Заяц,E 3aau,False
1074,Слаута,I CrayTa,False
1075,Арашкевич,ApaLLeBu 红,False
1076,Кандинский,KaHANHCKN,False
1077,шпора,lnopa,False
1078,Якупова,AkynOBa,False
1079,газоход,警 1,False
1080,"Ленковец
присягать",JIeHkOBeu npucazamb  ,False
1081,Кузин,Ky3HH IRELLI,False
1082,Котик,KOTMK,False
1083,"латаный
подвиг",naTaHbU DOABVT,False
1084,парировать,TA PVPOBATb,False
1085,гигант,THraHT,False
1086,бочка,60yKa,False
1087,9206297626,9206297626,True
1088,рыть,pbmb,False
1089,"сплясать
отправка
карский
Макоед
глупость",cnsscamb omnpaeka kapckuu Makoed 2synocmb,False
1090,обруч,opyy,False
1091,магнит-,,False
1092,байка,baika,False
1093,spoke,田 spoke 一,False
1094,мстить,MCTATb,False
1095,"Кириллова
лакомка",Kupunnoea JakoMKa,False
1096,Кабак,a6ak,False
1097,"Качанович(
совковый
Мартынов",Ka4aHOBVH( COBKOBbM MapTbHOB,False
1098,Смагин,CMa2Un # 一,False
1099,9413664277,囍,False
1100,Торопов,Toponoe 2,False
1101,Зарипова,3apunosa 7,False
1102,фотон,pomoH 少山,False
1103,писчебумажный,ICYeOy MaK Hb,False
1104,Жамойда,8 KaMoina,False
1105,Манукян,16 NAHY KAH,False
1106,стричься, CTPNybca,False
1107,"нищая
48295;
23915",HHma 48295; 23915,False
1108,обещать,goeularb,False
1109,прошептать,npowenmamb 3 4 6 7,False
1110,"Пушкова Хваль
затейник",MyuKOBa XBanb  3aTeVHNK,False
1111,capital,Capit,False
1112,дебет:,ne6eT:,False
1113,блюститель,nen 心,False
1114,"м-м-м Малых
поесть Лысая",BIGSHOT MaJIbLX M-M-M JbIcag noecTb,False
1115,"штука
свертываться",wmy ka cBepmblBambcA,False
1116,абзац),一 3auy,False
1117,корковый,KOPKOB环#,False
1118,"вязание
Мисиюк
денежный
Прокопчук
утверждать",B93aHue MucUIOK OeHeX HbIu npoK onuyK ymeepx 0amb,False
1119,Ковзик, KOB3UK,False
1120,весь,Becb,False
1121,"журить
вешка",>KypNTb BeLLka,False
1122,"мирра
изыск(
опий
Савчиц",Mppa V3BICK( OVY CaBYI,False
1123,"юрский
станок
отняться
киббуц
Панов-",A 2 OpCKuu cMaHOK OMHA MbCA ku66yu nOHOB-,False
1124,88872,42 41 52 650 156 ARMSNL 88872 回 井川德 欢堡研沈7 映画美丽 江生，育集神 Th8N57,False
1125,"прибегнуть иезуит
9704990566!
пересдача отчего",npn6erHyTb ne3yWT 9704990566! mepecnaya OTyero,False
1126,информагентство,WHpopMareHTCT BO,False
1127,Ионов,T VOHOB ,False
1128,"полоса
пята
Балтика
навстречу",nonoca rATa  BaTTVKa HaBCTpeuy,False
1129,отметелить,® OTMeTenNTb,False
1130,"Жучкова
Имаев
попадание",X y yKOBa NMaeB ONAAHne,False
1131,Супрон,? CynpoH,False
1132,высыпать,,False
1133,Дорошевич,HopoeBny 网,False
1134,"приезжать
эвристика
отмывать",npneakaTb aBpHCTMKa OTMbBaTb,False
1135,"чаяние
Горох",YaAHNe Topox D 口,False
1136,"Лыков Лыщик
Веселовская",JIbIKO6 J bluuk BecenoBckaa,False
1137,Пьер,Ibep D,False
1138,Сокол,Cokou 二# O,False
1139,тромб,TpoM6,False
1140,dead,dead #,False
1141,"подотчетный
Поляк 9469519182
обзванивать",noaomyemHblu 0n9K 9469519182 063BaHuBamb,False
1142,"Пархута
худо
Шевелев
блуза",apxyma xy0o WleBenee 6ny3a ,False
1143,"Куделко
Харламов
скупать",Kydenko XapnIaMOB cKynamb,False
1144,налитой,Hanumou,False
1145,road, road 办 ?,False
1146,цветность,UBeTHOCTb,False
1147,Гаева,TaeBd 国,False
1148,направляться,HanganTbcs,False
1149,"Стогов
макушка купе)",Cm0206 Makywka kyne) ,False
1150,фотонный,OOTOHHbIM,False
1151,душно,,False
1152,"свинский Золотова
раскоп вделать;",CBUHCKUU i  3onomoea packon_ edenamb;,False
1153,Митина, ★★★ SCOOWYDOO DAVCATGT,False
1154,"плейер
Синцов,
48944
старец
спайка!","mmevep CHHLOB, 48944 CTapeu craika!",False
1155,"покормить
умилить
Плеханов",noKopmumb ymwn umb Mnex aHOB  508  ,False
1156,румба,以 # X,False
1157,"дензнак
махонький
приводить",AEH3HAK MAX OHbKИY PNBOAИTb,False
1158,"Рагель
горгона",t Parenb roproHa,False
1159,како,caKo,False
1160,Алешина,AneLLMHa 8 诚,False
1161,подо,nOAO,False
1162,"отчужденность
также
обеднить",OT4y>KeHHOCTb  Takke 06enHNTb Rniierammim mm mnrm  mmn /  n  m 二,False
1163,"непрочно немного
двенадцатый",HenpoyHO HEMHO20 DeeHaouamblu 3,False
1164,"Рубцов
knew",Pysuob knew # 中##临,False
1165,"должность
въедливо",AOJ>K HOCT b BbeANBO 0,False
1166,"ужасающе.
sister",ykacarome sister   9888,False
1167,лития,m,False
1168,"аббат
43901",® a66aT 43901,False
1169,пенка,reHka 二15,False
1170,водоканал,,False
1171,"брага
пласт",N 6paza nnacm,False
1172,"ценз Рогожина
ОРТ захрапеть",yeH3 Po2IcUha OPT 3ax panemb J,False
1173,ай-ай-ай,Ai-AN-AN,False
1174,"низкий
кожанка
Бикбаев",HUBKUM KOICaHKa Bukbaee,False
1175,арат,apat,False
1176,Ивасенко,?,False
1177,сталинский(,CTAINHCKAN Y,False
1178,упрямо,o?.? ···. ynpaMo ·。 ·：,False
1179,налипать,,False
1180,буерак,1 byepak,False
1181,"роялти
Кураш
трасса",DOAJITL Kypam Tpacca,False
1182,погубить,TOlyGLTB,False
1183,клеш,Cllnd rneu Aswon,False
1184,североамериканский?,DGAS co at,False
1185,80837,80837,True
1186,"болотце
Луговская",60nOTHe JyroBcKaa M,False
1187,"9135724019
напялить
ампула",9B5724019 HanANTb amnyna,False
1188,"кость,","KOCTb,",False
1189,"родные
неготовность",POHbIe HETOTOBHOCTb,False
1190,"клекот
шейк",KTeKOT LLevk OR,False
1191,"Кривой квадратический
отток главнокомандующий перетряска
52430 башка",Kpusoui keadpamuyeckui 2aBHOKOMaHOyrOuuui ommoK nepempacka 52430 bauka,False
1192,"подкрутить
Телятников
Шкловский",POLKPyTNTb TeNATHNKOB LLKOBCKN,False
1193,"сетовать монашка
Водопьянов
невежда",cemoeambMoHawka  BodonbgHoe HeBexda,False
1194,"Макуха
поклон",Makyxa NOKTOH,False
1195,"веско?
стенной
road",BecKo? CTeHHON road,False
1196,"неустроенный!
стрекот
парагвайский",HEYCTPOEHHbIN! CTPEKOT TAPATBANCKNN,False
1197,"интригующе
палуба slow,","HHTPHTYIOILE IIAJIYBA SLOW,",False
1198,намек,福 HaMeK,False
1199,"переживаться
числить",AS 3 心 张 nepexk ueambca yucAumb,False
1200,"расклевать
показывать",paOKAeBaTb OKaBbBaTb,False
1201,Круглов,Annie,False
1202,"наперерез 60093
желудочек 16267?
шеф-повар",Harepepe3 60093 K enyAouek 16267? wec-noBap D,False
1203,"мышь навзрыд;
побеспокоиться",1  MbIlub HaB3pbI; HO6eCHOKONTbCA,False
1204,формализованный, Leader.ir,False
1205,ring,ring,True
1206,Иоффе,HOPOE COG,False
1207,60712,60712,True
1208,9052843610,,False
1209,"great
облысеть
тащить",great 06nbcemb mawumb,False
1210,преломиться,,False
1211,"трансформаторный
Афродита собирательный
Волохова",TpaHcpopMaTOpHbi Aoponnra co6vpaTenbHbi BonoxoBa,False
1212,"депопуляция
козлы сверхзадача",Denonynguua K03nbl c6epx3a0aua,False
1213,"буквенный
патогенность",BYKBEHHbIY JATOTEHHOCTB,False
1214,95111,95777 U,False
1215,"глупец
Дедуль)", znyney Iedynb),False
1216,"резак
chair",pe3ak chair,False
1217,90407, 0407,False
1218,Лепешкина,NereLlkMHa,False
1219,"гаусс
Кригер",raycc Kpurep,False
1220,Санько,CaHbKO,False
1221,"Евтеева
искусить",EBTEeBa WCKVCWTB T,False
1222,Корсун?, Kopcyh? PARENTAL AOVISORY IIPUItII tANTENt m,False
