index,answer,prediction,correct
353,ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ВСЕРОССИЙСКИЙ ИНСТИТУТ ГЕНЕТИЧЕСКИХ РЕСУРСОВ РАСТЕНИЙ м и Н. И. ВАВИЛОВА,MMHNCTEPCTBOHAYKMMBBICWETOO6PA3OBAHNS POCCHACKOMEIEPALIAN EAEPABHOETOCVAAPCTBEHHOEEIOKETHOE HAVUHOEYUPEKJEHME EAEPAbHbINCCNEAOBATENbCK LEHTPBCEPOCCMMCKMNWHCTATYT FEHETMHECKMXPECYPCOBPACTEHMN MMEHMH..BABMNOBA TIELVAVBLOALURLSSANSTTUTEOFPLANTGNETICRSOURCES PEDERALREREARCHCVTER,False
354,о аша ПО ДА!,BidHawa nO6EAA!,False
355,ИЗГ Б,W3r 6,False
356,гоэлро 2: пуск 2 блока еро-западной тэц,TaU TOSMPO2 IYCKZBAOKA,False
357,уход за собой,yxDA Mz 3co6o,False
358,Э О УЛИЦА A LIVIN R T 22,,False
359,красная книга санкт-петербурга 2018,KPACHAHKHMTA CAHKT-HETEPBYPTA 2018 ?,False
360,НЕТ ВОЙНЕ 2.7,BOIHE KET 2.7,False
361,RPK Group ТИПОГРАФИЯ,Group RPK TnOrPAA,False
362,1 2,1x2,False
363,Ф,H,False
364,Восстания,,False
365,РОССИЯ,,False
366,СИТИ БЛАНК,CHTH BnAHK PROSEISONA,False
367,City,,False
368,СТАРТ,000318 CTAPT,False
369,Это наша ПОБЕДА!,ROHEARI,False
370,Coco Bongo,Bongo Coco,False
371,crpp.ru,seprepeyepeeineeo Bwroacbecna crpp.ru Canerwdvss,False
372,УВАЖАЕМЫЕ ЖИТЕЛИ САНКТ-ПЕТЕРБУРГА! ПРИГЛАШАЕМ ВАС ПРОЙТИ ВАКЦИНАЦИЮ ОТ COVID-19,"YBAKAEMbIEXKMTEAN CAHKT-NETEPEYPTA! OPOTMBAKUNHAUMIOOTCOVID-19 nPNTAAWAEMBAC 3A0HSATCMABOKHH www.gorzdtaw.spb.u www-S ATaKKeDOTOtDOKaM: -EAprHaHnopauHCNO-22 -HOAAUNTPODDOANHHKPaROHa TCOrA A HA AaKtR MMeHr taM HET MeCT,EsI METe booo toacte av.sob.fu",False
373,"BANNER more sensors, more solutions","? BANNER more sensors, more solutions",False
374,МЫ ОТКРЫЛИСЬ!,SNPHRICh! MH,False
375,Фотофакт. На Исаакиевском соборе в Санкт-Петербурге появился баннер Не РПЦ. Подробности скандала,"中oToaKT.HaMcaaKMeBcKoM co6opeBCaHKT-eTep6ypre nOABWnCA6aHHep""HePnL"" oApO6HOCTNCKaHAana",False
376,Героические защитники Ленинграда,TepOHyeCKHe3aWHTHHKHeHMHrpaAa  r,False
377,БЕЗОПАСНОСТЬ информационных технологий ФОРУМ - САНКТ-ПЕТЕРБУРГ 2021,6E3OnACHOCTb 6NT ИHΦOpMaLINOHHbIX TeXHOnOrИN QOPyM-CAHKT-nETEP6yPr 2021,False
378,Peterfood,"nPOnOBOnbCTBEHHAR 31-AMEKDYHAPODHAR BbICTABKA Peterfood 15-17 Ho6p2022,CaKr-leTep6ypr",False
379,ПОСЛЕ ПОБЕДЫ Ленинград,nocnbI nOSEAbI Nrunnpad,False
380,IV САНКТ-ПЕТЕРБУРГСКИЙ АРИТМОЛОГИЧЕСКИЙ ФОРУМ 18-21 мая 2022 года Санкт-Петербург,IVCAHKT-nETEP6YPTCKNN APNTMONOrNYECKNN 中OPyM 18-21Ma92022r0na CaHKT-leTep6ypr,False
381,официальный дилер в санкт-петербурге и ло,OOnUNAnbHDIN ANnEP B CAHKT-nETEP6YPrENnO,False
382,Тула,Mocuas Tyna CanAnks,False
383,КАРТА РАЗВИТИЯ ОСВЕЩЕНИЯ САНКТ-ПЕТЕРБУРГА 2022-2024 ГОДЫ,KAPTAPA3BMTMAOCBELEHMA CAHKT-NETEP6YPFA 2022-2024F0Abl 业,False
384,SAINT PETERSBURG,SAINT PETERSBURG,True
385,ИНВЕСТИЦИОННЫЙ САММИТ РГУД 17 марта 2022 Санкт-Петербург,HHBECTNUNOHHbIN CAMMNT PrYA CaHKT-lleTep6ypr,False
386,С ДНЁМ РОЖДЕНИЯ!,AHEM POAEHMRI,False
387,Visit Saint Petersburg!,KOMNTET NOPA3BNTMIO 1 TyPN3MA VHPOPMAUNOHHOE TYPVCTCKO CAHKT-NETEP6YPrA 6OPO Visit Saint Petersburg!,False
388,СПБ ГБУЗ ГОРОДСКАЯ БОЛЬНИЦА,CITETBV3TOPOICKA8EOIBRMANS,False
389,НАША ВЕЛИКАЯ ПОБЕДА,1941-1945 HAWA BENNKAA NOGEIA,False
390,MARLIN Лодки-Питер официальный дилер,MARLIN outboards MoAKu-nluTep oouanbHbiiAnep,False
391,УПОЛНОМОЧЕННЫЙ ПО ПРАВАМ ЧЕЛОВЕКА В САНКТ-ПЕТЕРБУРГЕ,YNONHOMOYEHHbIN nONPABAMYENOBEKA BCAHKT-NETEP6YPrE,False
392,Филипп Бедросович Киркоров,21mp2015a.mynan BsmoM30aHtti HapodapmucmPoccucoedepau Koponbpoccuucxou scmpada @ununnbedpocoeuy Kupkopoe,False
393,В ПАМЯТЬ О ГЕРОИЗМЕ И МУЖЕСТВЕ ЛЕНИНГРАДЦЕВ В ДНИ 900 ДНЕВНОЙ1 БЛОКАДЫ ГОРОДА СОХРАНЕНА ЭТА НАДПИСЬ.,B nAM9TD OTEPOM3ME H MYXECTBE AEHHHrPAAUEB B AHN 9OO AHEBHON DAOKAADI TOPOAA COXPAHEHA TA HAAINCD.,False
394,Фамилия Имя Отчество,武 PaMNnNA MMA OTyeCTBO 12.02.2012-12.02.2012,False
395,ГР Сергей,ESONEADLN TP CepreA,False
396,СЕРГЕЕВА-ЦЕНСКОГО,CEPTESHHKOIAEBHYA YSEEkEERRRESAECTL CEPTEEBA-IEHCKOTO （1875-1958）,False
397,Кутузов Александр Петрович 1777 - 1817,"Kymy3oe Aaekcanop Tlempoeuy 1777-1817 Tenepaa-Mauop,Kaaxep opdenoe:Ce.Aunbi2oKaacca, Ce.Bxaduupa3-ucmeneu,Ce.Teopaua4-20accau CapduncKozo Co.Maepurua uMasapa boxbuozorpecma; uMeeuuiu3oxomyio unazy cHadnucbio3axpabpocmoucepebpanyo medaxa 6naMam18122oda.Tepousouncpanuueiyuacmux.cpaxenui modycmepauye,pudaandouopoduo,Ilapymu Maxoapocaaueu,Kpachbim,Aomueom JlocxeBopodunckozocpaxenusTenepaxDoxmyposdoradbteax pexbdmapuaxy xua3ioKymy30y M.y: VomaiuxoeckuuAumoeckuunoxxu dora3axudocmounyoPyccruxxpabpocmb. HeobbtKoenncouyxecmeouoydepxueaaucmexenue Henpuamexeii unopaxgau uxnoeciodyumbixamu Houb3acmuzxaMamauxocruunoxxHamomMecme, 2deoncmoaxnoympy.Kymy3oeA.Jl.cpaxaxca eH3maixoscxounoxy unocaepanenua uzubexucmapuuxKomandupoe 603zAauezo. epeHuKy3neyoeo,AyKabxupodobuuueHueuKymy3o6bx y205O 240-c200Ky Ommcc 317 LaserF",False
398,ВЫСШИЕ ЖЕНСКИЕ БЕСТУЖЕВСКИЕ КУРСЫ,ROALEOAMOE 5cno1011 BCME KEHCKE EECTVKERCKME KVPCbI HKKPYICKAR tOr ANach OAADHORA K.HCAMOMAOBA HDKYAEAAN AA幼OTVEBA HAPE BKAHE PEIOAOGROHMOTO YACUN ADFOCCW,False
399,РОМАНОВ Петр Алексеевич 1672 - 08.02.1725,POMAHOB Hlerp AaeKceeBH4 9.6.1672-08.02.1725,False
400,Лучшему ЗТРу,yyueMy 3TPy,False
401,Миронова Валентина Валерьевна,MupOHOBa BaneHTHHa BaMepbeBHa 12.06.1939-08.09.2017,False
402,ВЕТЕРАН,BETEPAH BEOTEECTBEOR BORRsI,False
403,Анашкин Владимир Васильевич 10.11.1951 - 28.03.2014,Mraukun BuaguuupBacuwebur 10.11.1951-28.03.2014,False
404,МОНОЛИТ СТОУН изделия из гранита,心 MOHOnNTCTOyH 3nenKA TPAHNTA,False
405,ШЕРШНЕВА 1 УЛИЦА,WEPWHEBA eeleleolees,False
406,Мемориальная колонна века,MeMOpHaAbHaS xOAOHHa XVIII BeKa,False
407,СВЯТОЙ ИСТОЧНИК ЖЕНСКАЯ КУПЕЛЬ,CEATOR HOTOYHHK KEHGKAX KVIEAH,False
408,Валерий Александрович 05.2016,BanepuAeKcaHpOB 23.04.1941-21:05:2010,False
409,БИМ,EVN,False
410,"Поклон тебе, сестричка","《lok.IonTeOe,ceeTpHRa HaIaMRTHKOMCCCTPKas meerByoTaeT scocee so cyaOacyefRHxnpcTasoB. Om 的 HeMHONIX TIRMSTHEOR. eHaM, ycxBei Oec,cc  yTe pee IlGeO o 6Or n6enBe Oc e,2005rCxnypape syy   p.c a ce.Ha nx y na a3cm  e，cep Ap:cp Aaeh T",False
411,Together Forever...,Together Forever..,False
412,МЕМОРИАЛЬНЫЕ И ПАМЯТНЫЕ ДОСКИ,MEMOPNANbHbIEM-NAMATHbIEAOCKM  ArpawcftoteyLnnhy nwcLaovaHaymu Conacronatncaon aae1aoengy1ssr,False
413,Это нашей истории вехи,"ToHaue HCTOpHH BeXH Meopsmce (a oe), m YCTaHORTeRHe BTOnOCHHOBCKOpOd Knpoackoi obiaenz Ebooco9gt. 2019",False
414,мерня нна Евсеевна 18.10.1925-28.03.2011,園 MepHa HHaEBceeBHa 18.10.1925-28.03.2011 十,False
415,ХРАМ Св. благоверного великого князя Александра Невского,Mrtmstptyn CaceM XPAM CB.BAArOBepHorO KeAnKoro KHA3 AAEKCaHAa HeRoO RuunrCurraTe Aekcnoe-Rnndas,False
416,Таблички с отметками наводнений восстановили в Петропавловской крепости,TOHSBR7AHT00 ACBOLACMCRIAR KP.RU 06WeCTBO IAOPAHHAPHOHBON MMOB6DOOBHATEH NEPIVMERAVMEPA.B TTOACEHTASPHOAHRTIOTOIS Ta6nnykN HCBbZACHBGIACTCAROKPA 1 C OTMeTKaMN HaBOAHeHNN eTPOnaBnOBCKON BOCCTAHOBNNIN B kpenocTN,False
417,УВАГА! ВЕДЕТЬСЯ ВIДЕОНАГЛЯД,VBATA! BEIETbCA BUIEOHATITI,False
418,Евсеева Раиса Ефимовна 22.11.1926 - 15.04.2020 Вечная память...,中 EBCeeBa Panca EpuMOBHa 22.11.1926-15.04.2020 VASHIMAGE,False
419,www.shukach.com Автор фото Tan-Tol,ww.shukach.com ABTop doTo:Tan-Tol,False
420,Горько!,opoko!,False
421,Анфиса 20.12.2006-17.02.2022,AHouca 20.12.2006-17.02.2022,False
422,Аветисян Эвелина Арташесовна 02.VIII.1936 - 28.VIII.2009,ABETHCAH BeJIHHa ApraiuecoBHa 02.V11I.1936-28.V112009,False
423,Петрова Ирина Васильевна 12.03.1898-14.05 т2,HETpoBa HOHHa BACHAbEBHA 12.03.1898-14.05. T2,False
424,СБЕРБАНК РОССИИ,CEEPBAHK POCCHN,False
425,АНИКЕЕВ Владимир Иванович 22.01.1951 - 09.10.2018,丰 AHNKEEB BIaInmup VBAHOBNY 22.01.1951-09.10.2018,False
426,Самвел Григорьевич / КОЧАРЯНЦ,CAMBEN FPNrOPbEBNY K 0 4 A PAH U,False
427,ДОБРОВОЛЬСКИЙ ВАЛЕРИЙ ИВАНОВИЧ 20.11.1959 - 18.07.2020,JOEPOBOIbCKHY BAJIEPNY HBAHOBNY 20.11.1959-18.07.2020,False
428,Минеев Александр Евстафьевич 10.09.1922 - 15.08.1998,MuHeeB 10.09.1922-15.08.1998,False
429,ФЕТИСОВ ВАНЕЧКА,BENHAN HIAMaTh PETHCOB BAHEYKA,False
430,ЗАВОДСКАЯ 29,29 3ABOJCKAA,False
431,ЗОРИН,3AUHTAOTKOPPO3A KARZA HCKYCCTRA AHAPEN AHATORLEON4 3OPNH OCHOBATENHKOMNAHHH XHMCEPBMC DPEANPVATHC OCHOBAHO B 194 rOAY,False
432,VLADIMIR SKROD 02.1955 - 05.02.,nai,False
433,ФАМИЛИЯ  Имя Отчество 00.00.0000 - 00.00.00000,OAMNNNA MMS OTyeCTBO 00.00.0000- 00.00.00000,False
434,ЧУБАРОВА,YYBAPOBA Hi MxRuoa 9,False
435,ФАМИЛИЯ Имя Отчество 00.00.0000-00.00.0000.,QAMNINA amo.cor MMAOTueCTBO 00.00.0000-00.00.0000.,False
436,КОРОБИЦКАЯ Элеонора Владимировна 20.09.1937 - 07.12.2018,KOPOBMILKAA JIEOHOPA BJIA AIMMNPOBHA 20.09.1937- 07.12.2018 MIO6NMOM MAME M DAbYWKE nOMHMM BCErAA.,False
437,ГРЕШИ ЯРЧЕ,FPEWN AP4E,False
438,ХОЧУ ЗАМУЖ ВИНА,X04y3AMYK BMHA,False
439,СНИМИ С МЕНЯ ответсвенность,CHNMN C MEHA OTBeTCBeHHOCTb,False
440,я никакой как все, (1) 9 HUKAKOU KAK BCE,False
441,"НЕ АЛКАШ, А ДЕГУСТАТОР","T HE AnKAW,A JEryCTATOP",False
442,Я РУССКИЙ,A PYCCKHA,False
443,СВЯТАЯ РУСЬ,GRaTAA PVSL,False
444,"ПОЖАЛУЙСТА, / ВКЛЮЧИТЕ СКРИПТОНИТА","nOXAnYVCTA, BKAIOYNTECKPNNTOHNTA",False
445,Я РУССКИЙ,a PySSRun,False
446,тупые дефки как же я вас блин ненавижу,Tynbre Aepku KaK Xe A BaC 6nNH HeHaBMXY,False
447,MOSKOW,常 MOSKOW,False
448,РОССИЯ ЖИВЁТ СКОРОСТЯМИ,,False
449,Любимая ЖЕНА,lrobumaa XEHA,False
450,123ФУТБОЛКИ,23YT5OAKN,False
451,ВЕДЬМЫ НЕ СТАРЕЮТ,BEAbMbI HECTAPEIOT,False
452,Тройной бонус МТС утраивает ваш стартовый баланс,TpOMHON 6OHyc MTCyepabaeTaan CTapToBbk6ana,False
453,Летний безлимит на три любимых номера Акция с 14 мая по 31 августа,《JIeTHnn 6e3nNMNT》 Ha rpn n1o6uMbIX HOMepa Axuc14xano31aBrycra y3Ha6onbue 00668 bunauH,False
454,Знай каждый номер в лицо.,AMSB 3HaNKaKAb HOMePBnNLO E300 mobile.review.com,False
455,МОНЕ,MOHE BORLe6CTBOMeXAyHaMM CD630267 CryduoClkunc CKMAKMAO70% HHCOBbIM CTOK,False
456,"СИЛА В ПРАВДЕ, КТО ПРАВ, ТОТ И СИЛЬНЕЕ ","CHRABIPABIE HTOIPABTOT HCHIbHEE er,e can  a  s  Hey！ ATOT,HOIOOEMAHYJI 3AHKMTIPADH",False
457,ВСЕ РАВНО?!,DCEPABHOTI,False
458,СИБИРСКОЕ ОТДЕЛЕНИЕ РОССИЙСКОЙ АКАДЕМИИ НАУК,CMEMPCKOE OTAENEHNE POCCMMCKON AKAJEMVNHAYK,False
459,LG,LCDUA3MEH Toanpoccoint G,False
460,РЕКЛАМА НА ЩИТАХ,PEKnAMA WWTAX HA,False
461,ВАША РЕКЛАМА,BALUA PEKJIAMA,False
462,ЗДЕСЬ НЕ МОЖЕТ БЫТЬ ВАШЕЙ РЕКЛАМЫ!,3/IECb HEMOXET6bITb BAIHENPEKIAMD!!,False
463,ЩИТЫ 3Х6 В ВОРОНЕЖЕ,38000 8 BECbI KACCbI AETEKTOPSIAEHER LWLNTbI3X6BB0P0HEXKE,False
464,БЕТОН,R HAWECNOBO BETOH +375(29)7777871 SNGKH ntcOK nro GMOAUS AReNOCWO,False
465,"Спасибо,  доктор!","Cnacuco, gocmop! CBETIAHAFOHYMKOBA  MaRcc10202o.P",False
466,ШАЛЯПИН,MAIYIIIH YANXHAKSAK,False
467,JOHN DOS PASSOS MANHATTAN TRANSFER,JOHNDOS PASSOS MANHATTAN TRANSFER,True
468,99 ТАПОЧКИ,99.  coun TANOHK,False
469,ТОВАРЫ,TOBAPLI OAARENE,False
470,День Главбуха,AeHbFnas6yxa AAePnDS ,False
471,FITNESS GYM,SAmA7 A9NCR 车 FHINESSSYM ,False
472,7,MH,False
473,Держим это место для вас!,NOKOOMTET AepxHMTO MecTOAnn Bac!,False
474,строительный,CTPOMTENbHbIN,False
475,THE FIRST-EVER,THE FIRST-EVER M VISITNORTHCIFAUTO. Morthcir Auto 信用900 rn M IcDondts BVSROR DOWN,False
476,NOT SORRY FOR THE WAY I LOOK,NOT SORRY FORTHE WAY 1L0OK,False
477,- КАКАЯ ПАНАМА?,KAKAR BAHAMA?,False
478,"В чём сила, брат?","ByEMcHna, 6par?",False
479,Carlo Rame o Cou,CarloRamelloCouture  M0S SANFEMO,False
480,"ЭТА НАДПИСЬ НИ НА ЧТО НЕ прЕТЕНДуЕТ. Ну, может быть, кромЕ ПрОЧТЕНИЯ","JTA HAAMNCb HNHA 2TO HE MPETEHAYET. Hy,MOXET SbIT, KPOMIE K-1.5 npOyTEHnX",False
481,43,43 ,True
482,ТЕБЯ,,False
483,"УЙДИ, НО ОСТАНЬСЯ",YNAU.HO OCTAHbCa,False
484,g,Bvog,False
485,Расцветай! пока в тебе что-то осталось.,Pacubemak noKa meSe ombTmo-mo ormaAocb.,False
486,К ЧЁРТУ ВАШУ ВЗРОСЛУЮ ЖИЗНЬ!,NERA RDIY u,False
487,ISIS,ISIS,True
488,K, Y,False
489,r.,Aurm atolee,False
490,ЛА АК,,False
491,Город Чистых Стен Тверь - город воинской славы,FOpon4NCTbIXCTeH TBepb-ropoBoHcocna#b,False
492,КРЫМ КРАЙ ПАРТИЗАНСКОЙ СЛАВЫ,KPBIM KPAM dre TAPT3AHCKOW GEIABLI,False
493,ЧЕЛЯБИНСК,EENHCK 1736,False
494,ЧЕРЕМХОВО,HEPEMXOBO,False
495,МАРIУПОЛЬ,,False
496,МЫ ВАШ ТЕКСТ,MbI BAW TEKCT,False
497,ЛЕНИНГРАДСКИЙ ФРОНТ КОМАНДУЮЩИЙ МАРШАЛ СОВЕТСКОГО СОЮЗА Л.А. ГОВОРОВ,AEHVHIPAACKMM 中POHT KOMAHAVIOWNM MAPLAA COBETCKOTO COKO3A JL.A.TOBOPOB,False
498,ГАГАР СКИЙ РАЙОН,TATAPMHCKOR PAOH,False
499,Sir Charles Clore Park,5 4 me Sir Charles Clore Park,False
500,САМАРА,CAMADA,False
501,МОСКОВСКАЯ ОБЛАСТЬ,MOCKOBCKAR OSnACTb,False
502,Марiуполь,山 Mapiynonb,False
503,ЛЕНИНСКИЙ РАЙОН,EHMHCKMN PAMOH,False
504,КАЗАКСТАН,KA3AKCTAH,False
505,а,,False
506,ХАКАСИЯ,XAKACMR PXCT,False
507,САРАТОВ ГОРОД ТРУДОВОЙ ДОБЛЕСТИ,CAPATOB TOPOAPPYAOBGNAONEOTN,False
508,Я НОВОРОС ИЙСК,HOBOPOCCMMCK,False
509,Я Красноярск,loelerrorlee q KPACHOAPCK,False
510,1843,,False
511,Место дуэли,MecToym,False
512,Я,TEONR,False
513,EQUATOR,BOPHGOTAGOSK EQUATOR,False
514,Стелла,omeia,False
515,МАСЛОВ Юлий Георгиевич,MACIOB JOan,False
516,СЕРГЕЙ ИОНОВИЧ 09.02.1954 - 30.09.2006,CEPTEM HOHOBHY 09.02.1954-30.09.2006 Her ,False
517,1941 1945,8300 000 1941 1945,False
518,НОСИТЕ ШЛЕМ,HOCMTE WNEM,False
519,Лучшая карта  с кэшбэком,nyuwag kapta CK3W63KoM,False
520,30,国 =30% 8 300,False
521,МЕБЕЛЬ,ME6ENb MEGERbHNRUEHTP -MOCKBA HaKa Sefiya,False
522,МОСКВЕ ВАЖЕН ВАШ ВЫБОР! 9 СЕНТЯБРЯ,MOCKBE BAXEH 尚d BAIL BBISOP! 9CEHTRSP9 eP,False
523,Смоленск,CMSNEHOK,False
524,МОСКВЕ ВАЖЕН ВАШ ВЫБОР!,MOCKBE BAXKEH BAWBbIGOP! 9CEHTRGPR,False
525,частный детский сад начальная школа 8 495 137 87 02 academ-school.ru,YACTHbINAETCKHA CAA HAHANIbHAAWKONA 8(495)137-87-02 acodem-school.ru,False
526,Reebok EA7,Reebok EA7 EOCRNNRMAN,False
527,Москва - город герой!, MockBa -ropoA repou！ meqatartl,False
528,8-800,8-800209,False
529,ТЕХНОПОЛИС МОСКВА,TEXHONONNC MOCKBA,False
530,Мария Хренова,"诚 MOCKBA, FOPAAMCA! MoCKOBCKui rOCyAapCTBeHHbIN roa yHMBePCHTeT MMeHM M.B.OMOHOCOBa HayiOA 中nL SMOTeXHOnOrNN PAH MTe#HonONV# 福 yueHbIn,35 neT Mapna XpeHOBa Pa3pa6otana MoAen ANA ONCAHNA 中epMeHTaTMBHbIx peaKLnn, MMeiowLnxnpakTnyeckoe 3HayeHNe A MeAMLMHbI O+ rOAHayKN.po I08A (495)225-20-40 PACB3PO 6403720-1404 NESEHEMIEI LEOVNUGHNS",False
531,WomanJournal.ru портал для разных-преразных женщин,米 一一 酒   一 B R ? $ F 学 8  WomanJournal.ru HOpTaJI JJI8 pa3HbIX-Hpepa3HbIX KeHIunH,False
532,"8 июля День семьи, любви и верности","8 h AeHbceMbu, Aiodbuu BepHocmu",False
533,РОССИЯ СЕГОДНЯ,POCCHACEFOBH分,False
534,ДОМ У ПАРКА,AOM HIAPKA 255-7-265 195000,False
535,Smart Region,28 Smart Region,False
536,Smart Region,十 Smart Region,False
537,DON GIULIO - SALUMERIA FORMAGGERIA,DONGIULIO-SALUMERIAFORMAGGERIA,True
538,HDLT,HDLT,True
539,1,BEIING202 1,False
540,В Полтаве появились билборды с призывом идти на Москву,KP.RU 3HeM B nontaBenoaennucb6wn6opab npN3bIBOMMATHHaMoCKBy BomTaacEkybistay Mocxayl HOBOCTb Hohn,False
541,metro,9 2032 Lmreoeeonooany metre 代,False
542,АЛЯСКА НАША!,AJIACKA HAWA!,False
543,Яндекс,MHble OTUNRH 13HeC ,False
544,Выбор есть. ЯБЛОКО,96nOKO Bbi6opecTb. AEJIOKO 06beANHeHHble AeMOKpaTbl,False
545,УСАДЬБА СВИБЛО ОБЩЕОБРАЗОВАТЕЛЬНА ПРАВОСЛАВНАЯ ШКОЛА имени СЕРГЕЯ РАДОНЕЖСК,YCAAbEACBM6nOR nEHATb OS山EO5PA3OBATENbHA TIPABOCNABHAR WECEPTVAPAROHEKCKO WKOnA HI复,False
546,"ИЖЕВЧАНЕ, СПАСИБО ЗА ПОДДЕРЖКУ!",MKEBYAHE 3ANOAAEPKKY! CNACHSO,False
547,metro,CMYWAR ronoc YIMLI HAMEPEXODE MYSbIKYTVLUE CAENAV metro,False
548,"ипотека.0,1",,False
549,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕКЛАМНОЕ АГЕНТСТВО ""СВОЯ ЛИНИЯ""","OEWECTBOCOTPAHHYEHOYOTBETCTBEHHOCTbIO PEKJIAMHOEATEHTCTBO 《CBOAJINHNA> 620010rpEKaTpypr,epeyXHrpcoM8p WHH6674313258KIIII667401001, EKaTepHHOyprCKHiHHanOAObaKMocKBD>p/c40702810100630004642 BHK046577965.K/c30101810400000000965 B.iaroJapcTBeHHOeHHCbMO PeKJaMHOMyaTeHTCTBy 000《MACTEP》 CeTbKIHHHKJa3epHOKOCMeTOOHIAH》BBIpaKaT OHaOapHOCTb3a COTPyHHeCTBOOKa3aHHeyCyT BbICIerOKaqeCTBaHBHHMaHHe CO CTOpOHBMeHeKepOB KOMaHHH.OCOOeHHO XOeTCX BBUeHTbMeHeKepaMHTpH POKaTb,KOTOp poeMOCTpHpoBan BbICOKH npoeccHOHaTH3M, HBH OxO oepaTHBHOCTb,paOOTaCHaHMH3aKa3aMH. Aupekrop OOO《CBOJHH Ben03epoBa E.A. CBOA JNHNA 五",False
550,Кабельщик ты ДОСТАЛ! Открыл щит- посмотрел на свои кабеля -  закрывай блин щит!,Kaoenbmnk JocTaJI! TbI OTKPbUHUT HOcMOTpen Ha CBOH Kaoen 3aKpbIBan OJINH mHT!,False
551,Аж МУРАВЬЕДЫ по коже...,Axc MYPAB6EAb nO KOXkE..,False
552,ВХОД В МАСКЕ,cnyxba BXOn BMACKE Ayme b nXODETU,False
553,"В продаже Акарачка, пелмени, тефтели, селётка","Bnponaxe Akapauka, nenMeHN, TeoTenn, ceneTKa",False
554,ОСТОРОЖНО КиСУЛЬКИ !,OCTOPOKHO KVCYnbKN!,False
555,РАЙ РАБОТАЕТ КРУГЛОСУТОЧНО ЗАКРЫТО,PAU PA6OTAET 3AKPBTO,False
556,"я злой и страшный серый цвет, всю яркость я сведу на нет!",X 3AOM M CTPAUHbIN CEPbIM UBET BCIO APKOCTb A CBERYHA HET HOOHMA ECeXOxMbIVHTeDHeTa,False
557,Требуеца продавец с сознанием компютора.,Tpebyeua mponaBELl C CO3HaHHeM KOMIIIOTOpa.,False
558,Евгений,upupOcOm CeneHUu,False
559,требуется помощница повора з п - 400грн. в день,TPEEVETCR NCOLHKLATOBOPA 3/n-400rPH.BAEHb,False
560,"Уважаемые жильцы! Предприятие МОЭК-8 ставит Вас в известность, что С 28.03.2016 по 31.03.2016","yBaKaeMbIe浓HJIbIbI! HIpeAnIPHTHeMOK-8cTaBHTBaCBH3BeCTHOCTb,4TO C28.03.2016n031.03.2016",False
561,Просьба в магазине автобусы не ждать,Mpocb6a B Mara3MHe aBTO6yCbI He KnaTb,False
562,ты меня на рассвете разбудишь,TMeHa HaPaccBRere Heckarskom sofuy Yoemremnar rpocca!  cy 10 KDIER,False
563,"Уважаемые работники склада компании "" ""!","yBaKaeMbie pa6oTHNKN cKnaAa KOMnaHNN BCBA3N Cy4aCTMBWMMNCA Cny4aAMM nOny4eHNA TAKenbIXTpaBM WyBe4MW M3-3a naAeHHA CyHMTa30B npOCUM BaC,O3HaKOMNTCA CKPaTKOW WHCTPyKuWe no noceWeHNIo TyaneTa. pW cnpaBneHKaK6onbWNx,TaK ManbIx HyK.y6eANTenbHa9npOcb6a HEB36NPATbCAHAyHNTA3CHOTAMM! Co6nIoAa9 MaHHoe npaBWno BbI 06e30naCNTe ce69 OT6one3HeHHOro naneHNA aApyrWXnOceTHTeneNTyaneTaOT3apaXeHU9 6one3HeTBOpHbiMW6aKTepMAMN MWKpoOpraHM3MaMN,nepeHOCMMbIMW Ha HOAOwBe BaWNX6OTMHOK Ty中enb HEnPABMNbHO! IPABWIbHO BHWMaHHe!HUa,HenpaBMnbHOnOnb3yOWHeCA yHNTa3OM,6yAyT npHHyAHTenbHO BbInOnHATb O6pa6OTKy caHy3na aHTMOaKTepHanbHbIMN CpeACTBaMN! AAMMHHCTPaUAA.",False
564,LSD Мескалин Гр 8 967 52,LuSDIMaru 8-967-82,False
565,Картошка  вкусная без Масло - жарится без воды - варится Хорошо поговорить -  - сама почистится кг 40 руб.,KAPTOLRA BRSCHAR Be3Laclo-xcapuTex Be3-Bogbl-rbapuTca XapaUono2oboPuTe Caa noucTuTea R0 PS5,False
566,Счастье Семья,Ciacmse Cemoa,False
567,огурец с ущами,东方明月城 聚教质餐馆 OrYPEI C YIAMH 订餐,False
568,СПАСИБО,CnACM6O,False
569,"Laqonda, Dre, Perdorator, Adboynu 050 070","KiRAYa Laqonda,Drel, Perdorator,Adboynu (050/070)",False
570,ЗАЙ,3AM,False
571,CHECK FOR CAT ARM BA CLOSING,DRISIAL CHECKFOR CTARMB4 CLOSING,False
572,ПОКА У ТЕБЯ ЕСТЬ ПОПЫТКА ТЫ НЕ ПРОИГРАЛ,MIOKAYTEBR ECTbnOnIbITKA TbIHENPONTPAI infonarconoa-m.ru 8（499)3909861,False
573,КАЖДУЮ СЕКУНД ТЕПЛЕЙ ОТ ТЕБЯ,KAKIYIO CEKVHIY TENNEN OT TEGR,False
