index,answer,prediction,correct
339,УСАДЬБА СЕМЬИ ТИТОВЫХ,"УСАДЬБА СЕМЬИ ТИТОВЫХ Построена в 2014 году усердизми и старанияни Титова Валерия Николаевича и Титова Сергея Валерьевича. Установлена 08.09,2021г.",False
340,KRONOS,KRONOS,True
341,"Издательство ""Экзамен""",Издательство «ЭКЗАМЕН»,False
342,АДВОКАТ ЛИТВИНОВ ТА ПАРТНЕРИ,АДВОКАТ ЛИТВИНОВ ТАПАРТНЕРИ,True
343,СР ОБЩЕОБР ШКО А,МУНИАMЕ ОД СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА5,False
344,фисный центр СПЕКТР,офисный центр СПЕКТР ,False
345,96 проспект МЕТАЛЛИСТОВ,96 проспект МЕТАЛЛИСТОВ,True
346,YACHTING Туристическая компания МДМ-Яхтин,YACHTING Туристическая компания «МДМ-ЯХТИНГ»,False
347,BEER DA,BEER&DA,False
348,НОТАРIУС,МЕНИСТЕРСТВОКСТИЦЙУР HOTAPIYC ДЕМЧЕНЮО ОЛЫХ ИВНИН M06.re1:(096)44-65.2m:282 M.K21,False
349,Детская а искусств,Детская та искусств Л,False
350,ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ,ДААМЕОООТНОРДАМОСЫ BANAITECTODMOCEA Государственное квиенное учреждение здравоохраненна города Москвы -ННФОРМАЦИОННО-АНАЛТИЧЕСКИЙ ЦЕНТР ДЕПАРТАМЕНТАЗДРАВООХРАНЕНИЯ ГОРОДАМОСКВЫ,False
351,ОСТОРОЖНО! Во дворе злая собака,ОСТОРОЖНО! Bo дворе злая собака,False
352,ВЫВЕСКА,ВЫВЕСКА,True
353,ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ВСЕРОССИЙСКИЙ ИНСТИТУТ ГЕНЕТИЧЕСКИХ РЕСУРСОВ РАСТЕНИЙ м и Н. И. ВАВИЛОВА,МИНИСТЕРСТВО НАУКИ И ВЫСШЕГО ОБРАЗОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕУЧРЕЖДЕНИЕ ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ВСЕРОССИЙСКИЙ ИНСТИТУТ ГЕНЕТИЧЕСКИХ РЕСУРСОВ РАСТЕНИЙ ИМЕНИ Н. И. ВАВИЛОВА THEN.L VAVDLOVALURUSSEANSSTITUTE OF PANT GENETICRESOURCES PEDERALREREARCH CINTER,False
354,о аша ПО ДА!,онаша ПОБЕДА!,False
355,ИЗГ Б,И3Г ,False
356,гоэлро 2: пуск 2 блока еро-западной тэц,T3U TОЛРОЗ ПУККЗБЛОКА,False
357,уход за собой,уход No за собой,False
358,Э О УЛИЦА A LIVIN R T 22,,False
359,красная книга санкт-петербурга 2018,КРАСНАЯ КНИГА САНКТ-ПЕТЕРБУРГА 2018 M,False
360,НЕТ ВОЙНЕ 2.7,ВОЙНЕ MET 2.7,False
361,RPK Group ТИПОГРАФИЯ,Group RPK ТИПОГРАФИЯ,False
362,1 2,1x2,False
363,Ф,H,False
364,Восстания,,False
365,РОССИЯ,,False
366,СИТИ БЛАНК,СИТИ 5АHK FROFESSONL,False
367,City,,False
368,СТАРТ,000318 CTAPT,False
369,Это наша ПОБЕДА!,ПОБЕДА,False
370,Coco Bongo,Bongo Coco,False
371,crpp.ru,ppp Ben crpp.ru Ce,False
372,УВАЖАЕМЫЕ ЖИТЕЛИ САНКТ-ПЕТЕРБУРГА! ПРИГЛАШАЕМ ВАС ПРОЙТИ ВАКЦИНАЦИЮ ОТ COVID-19,"УВАЖАЕМЫЕЖИТЕЛИ САНКТ-ПЕТЕРБУРГА! ПРОЙТИ ВАКЦИНАЦИЮ ОТ СОУІР-19 ПРИГЛАШАЕМ ВАС Зарисаться на ракиина www.gorzdrav.spb.ru www. Δтакжепотеофонам: -Единой рагионалыной ниформационной службы - 122 -Коцентров поликиникрайона залисаться в лобой другой пункт ваншинации в городе ИЛИ НЙ ДАНЫЙМОМЕИТ ТАМ НЕТ МОСТ, ВЫ МОЖЕТО Более подобня информаия нз сзите av.spb.ru",False
373,"BANNER more sensors, more solutions","® BANNER more sensors, more solutions",False
374,МЫ ОТКРЫЛИСЬ!,ПТКРЫЛИСЬ! Мb,False
375,Фотофакт. На Исаакиевском соборе в Санкт-Петербурге появился баннер Не РПЦ. Подробности скандала,"Фотофакт. На Исаакиевском соборе в Санкт-Петербурге появился баннер ""Не РПЦ"" Подробности скандала",False
376,Героические защитники Ленинграда,Героическиезащитники Ленинграда 2 Eur,False
377,БЕЗОПАСНОСТЬ информационных технологий ФОРУМ - САНКТ-ПЕТЕРБУРГ 2021,БЕЗОПАСНОСТЬ 6НT информационныхтехнологий ФОРУМ - САНКТ-ПЕТЕРБУРГ 2021,False
378,Peterfood,"ПРОДОВОЛЬСТВЕННАЯ 31-Я МЕЖДУНАРОДНАЯ ВЫСТАВКА Peterfood 15-17 ноября 2022, Санкт-Петербург",False
379,ПОСЛЕ ПОБЕДЫ Ленинград,ПОСЛЫ ПОБЕДЫ Aenunpad,False
380,IV САНКТ-ПЕТЕРБУРГСКИЙ АРИТМОЛОГИЧЕСКИЙ ФОРУМ 18-21 мая 2022 года Санкт-Петербург,ИV САНКТ-ПЕТЕРБУРГСКИЙ АРИТМОЛОГИЧЕСКИЙ ФОРУМ 18-21 мая 2022 года Санкт-Петербург,False
381,официальный дилер в санкт-петербурге и ло,ОФИЦИАЛЬНЫЙ ДИЛЕР B САНКТ-ПЕТЕРБУРГЕ И ЛО,False
382,Тула,Мoсkи Tyna CmnRml,False
383,КАРТА РАЗВИТИЯ ОСВЕЩЕНИЯ САНКТ-ПЕТЕРБУРГА 2022-2024 ГОДЫ,КАРТА РАЗВИТИЯ ОСВЕЩЕНИЯ САНКТ-ПЕТЕРБУРГА 2022-2024ГОДЫ ↓,False
384,SAINT PETERSBURG,SAINT PETERSBURG,True
385,ИНВЕСТИЦИОННЫЙ САММИТ РГУД 17 марта 2022 Санкт-Петербург,ИНВЕСТИЦИОННЫЙ САММИТ РГУД Санкт-Петербург,False
386,С ДНЁМ РОЖДЕНИЯ!,ДНЕМ РОЖДЕНИЯ,False
387,Visit Saint Petersburg!,КОМИТЕТ ПО РАЗВИТИЮ 1 TYPИ3MA МНФОРМАЦИОННOЕ TYPMCTCKO САНКТ-ПЕТЕРБУРГА БЮРО Visit Saint Petersburg!,False
388,СПБ ГБУЗ ГОРОДСКАЯ БОЛЬНИЦА,СПБ ГБУЗГОРОДСКАЯЕЗМИАМЕ,False
389,НАША ВЕЛИКАЯ ПОБЕДА,164181945 НАША ВЕЛИКАЯ ПОБЕДА,False
390,MARLIN Лодки-Питер официальный дилер,MARLIN outboards Лодки-Питер официальный дилер,False
391,УПОЛНОМОЧЕННЫЙ ПО ПРАВАМ ЧЕЛОВЕКА В САНКТ-ПЕТЕРБУРГЕ,УПОЛНОМОЧЕННЫЙ ПО ПРАВАМ ЧЕЛОВЕКА В САНКТ-ПЕТЕРБУРГЕ,True
392,Филипп Бедросович Киркоров,21октября 2015 а выступал В этоМз0ании Народный артист Российской Федерации Король российской зстрады Филипп Бедросович Киркоров,False
393,В ПАМЯТЬ О ГЕРОИЗМЕ И МУЖЕСТВЕ ЛЕНИНГРАДЦЕВ В ДНИ 900 ДНЕВНОЙ1 БЛОКАДЫ ГОРОДА СОХРАНЕНА ЭТА НАДПИСЬ.,В ПАМЯТЬ О ГЕРОИЗМЕ И МУЖЕСТВЕ ЛЕНИНГРАДЦЕВ В ДНИ 9ОО ДНЕВНОЙ БΛОΚАΔЫ ФОРОДА СОХРАНЕНА ЭТА НАДПИСЬ.,False
394,Фамилия Имя Отчество,* Фамилия Имя Отчество 12.02.2012-12.02.2012,False
395,ГР Сергей,ВЗОМДОM TP Сергей А,False
396,СЕРГЕЕВА-ЦЕНСКОГО,СЕРГЕЯ НИКОДАЕВИЧА YADVECT СЕРГЕЕВА-ЦЕНСКОГО (1875-1958),False
397,Кутузов Александр Петрович 1777 - 1817,"Кутузов Александр Петрович 1777-1817 Тенерал-майор, кавалерорденов: Св. Анны го класса, Св. Владимира 3-й степени, Св. Теораия 4-гд класса и Сардинского Св. Маврикия и Лазаря большого креста; имевший золотую шпагус надписью За храбрость"" и серебряную медаль в память 1812 года. Герой войн с Францией, участник сражений: под Лустерлицем, Фридландом, Бородино, Парутино, Махоярославцем, Красным, Лютценом. После Бородинского сражения Генерах Дохтуров докладывах фельдмаршаху князю Кутузову М.И.: Измайловский и Литовский полки доказали достойную Русских храбрость. Необыкновенным своим мужеством они удерживали стремление неприятелей и поражали их повсюду штыками? Ночь застигла Измайловский полх на том месте, где он стоях поутру. Кутузов А.П. сражался в Измайловском полку и после ранения и гибели старшихкомандиров возглавил его. Деревни Кузнецово, Лука были родовым имением Кутузовых Меморианая дост установн в пать 205-хтия Отечетанойнм 1812д 240-тсо dня рожен,200мтсдсмриКуту.3. От nоmaм, оdсan,  Kсар,оm оmра Орад,  1411, 243,  1572, M77,M LaserF",False
398,ВЫСШИЕ ЖЕНСКИЕ БЕСТУЖЕВСКИЕ КУРСЫ,ПОВААИС e1885cno19181 ВБСШИЕ ЖЕНСКИЕ БЕСTУЖЕВCКИE КУРСЫ HККРУПСКАЯ IA KOTOPS YC НОВА К.НСАМОИЛОВА ПОКУДЕЛЛИ ААФОТИЕВА И ДРУГИЕ ВИДНЫЕ рОМОДИОННОО YАCПUН ДВИЖДИЯ В РОССИИ,False
399,РОМАНОВ Петр Алексеевич 1672 - 08.02.1725,POMAHOB Пerp Алексеевич 09.86.1672-08.02.1725,False
400,Лучшему ЗТРу,учшемуЗТРу,False
401,Миронова Валентина Валерьевна,Миронова Валентина Валерьевна 12.06.1939-08.09.2017,False
402,ВЕТЕРАН,BETEPAH ВЕЛИКОЙ ОТЕЧЕСТВЕННОЙ ВОЙНЫ,False
403,Анашкин Владимир Васильевич 10.11.1951 - 28.03.2014,Аnаukиn Baguuup Bacuebuч 10.11.1951- 28.03.2014,False
404,МОНОЛИТ СТОУН изделия из гранита,A МОНОЛИТСТОУН ЗДЕЛИЯ ГПАНИТА,False
405,ШЕРШНЕВА 1 УЛИЦА,ШЕРШНЕВА ,False
406,Мемориальная колонна века,Мемориальная колонна ХуIII века,False
407,СВЯТОЙ ИСТОЧНИК ЖЕНСКАЯ КУПЕЛЬ,СВЯТОЙ ИСТОЧНИК ЖЕНСКАЯ КУПЕЛЬ,True
408,Валерий Александрович 05.2016,Валерий Александрович 23.04.1941-21:05.2016,False
409,БИМ,5И,False
410,"Поклон тебе, сестричка","«Поклон тебе,сестричка» Над паметииком«Сестричкая шефствуют кадеты из соседней шволы и служба судебных приставов. O0a 1n HEMHOrAX DАУЕТHEB. жеищрнам, участвовавших в Великой Отечестветой, в частности, медицринским сдетрам, установлен на проспекте Победы. Он был открыт в честь 60-летнего юбилея победы в Великой Отечестенной войне, в 2005 году Скульптура иображает девушку в военной форме, сидищую на скамейке. На колених у неё лежат цветы, а за е стиной висит табличкк с надисьо: «Поклон тебе, сестрича». Аaтор: скультор Алексей Тиши.",False
411,Together Forever...,Together Forever..,False
412,МЕМОРИАЛЬНЫЕ И ПАМЯТНЫЕ ДОСКИ,МЕМОРИАЛЬНЫЕ И ПАМЯТНЫЕ ДОСКИ T Arpofaotabny 1042yu Cezcrotanco 00W102936,False
413,Это нашей истории вехи,"Это нашей истории Bеxи Мемореалные (пачете доски), зии. устанокленные и Полосиноском радоне Кироаской области 1hxco.219",False
414,мерня нна Евсеевна 18.10.1925-28.03.2011, мерня нна Евсеевна 18.10.1925-28.03.2011 t,False
415,ХРАМ Св. благоверного великого князя Александра Невского,Mат Cаtlerp Mro XPAM Св. благоверного келнкого князя Александра Певского llune Gu Tp AR,False
416,Таблички с отметками наводнений восстановили в Петропавловской крепости,оРя 7Аня полО CУBOА CTOЯАE KP.RU Общество А ОРДИНАРНОЙ ВОД МОВЪ ПО ОЗНАЧЕН ТЕРИУ МЕЖАУ ЖИНЕРЬ А.В ПТ ГОМА СЕНТЯРЯОЛНЯПОПО Таблички HОЧMВЬЗНАCВСАCTОИАПOKРА 1с отметками наводнений Петропавловской восстановили B крепости,False
417,УВАГА! ВЕДЕТЬСЯ ВIДЕОНАГЛЯД,УBАГА! ВЕДЕТЬСЯ ВИДЕОНАГЛЯД,False
418,Евсеева Раиса Ефимовна 22.11.1926 - 15.04.2020 Вечная память..., Евсеева Paica Ефимовна 22.11.1926-15.04.2020 VASHIMAGE,False
419,www.shukach.com Автор фото Tan-Tol,www.shukach.com Автор dото:Тan-Тоl,False
420,Горько!,opbko!,False
421,Анфиса 20.12.2006-17.02.2022,Анфиса 20.12.2006-17.02.2022,True
422,Аветисян Эвелина Арташесовна 02.VIII.1936 - 28.VIII.2009,Дветисян Эвелина Арташесовна 02.VIII.1936-28.VI.209,False
423,Петрова Ирина Васильевна 12.03.1898-14.05 т2,Петрова ИpуHa BachльeBHa 12.03.1898-14.05. T2,False
424,СБЕРБАНК РОССИИ,СБЕРБАНК РOССИИ,False
425,АНИКЕЕВ Владимир Иванович 22.01.1951 - 09.10.2018, АНИКЕЕВ Владимир Иванович 22.01.1951 - 09.10.2018,True
426,Самвел Григорьевич / КОЧАРЯНЦ,САМВЕЛ ГриГОрЬЕВиЧ K 0 ч A P9H 1,False
427,ДОБРОВОЛЬСКИЙ ВАЛЕРИЙ ИВАНОВИЧ 20.11.1959 - 18.07.2020,ДОБРОВОЛЬСКИЙ БАЛЕРИЙ ИВАНОВИЧ 20.11.1959-18.07.2020,False
428,Минеев Александр Евстафьевич 10.09.1922 - 15.08.1998,Минеев 10.09.1922-15.08.1998,False
429,ФЕТИСОВ ВАНЕЧКА,Вечная ПАМЯТЬ ФЕТИСОВ ВАНЕЧКА,False
430,ЗАВОДСКАЯ 29,29 ЗАВОДСКАЯ,False
431,ЗОРИН,ЗАЩИТАОТ КОРРОЗИИ КАКИИД ИСКУССТИА АНДРЕЙ АНАТОЛЬЕВИЧ 30PИH ОСНОВАТЕЛЬ КОМПАНИИ ХИМСЕРВИС ПРЕДПРИЯТИЕ ОСНОВАНО В 199М ГОДУ,False
432,VLADIMIR SKROD 02.1955 - 05.02.,ma,False
433,ФАМИЛИЯ  Имя Отчество 00.00.0000 - 00.00.00000,ФАМИЛИЯ Имя Отчество 00.00.0000- 00.00.00000,True
434,ЧУБАРОВА,ЧУБАРОВА Hia Muaonna 921934-2030.2019,False
435,ФАМИЛИЯ Имя Отчество 00.00.0000-00.00.0000.,ФАМИЛИЯ amo.cor Имя Отчество 00.00.0000-00.00.0000.,False
436,КОРОБИЦКАЯ Элеонора Владимировна 20.09.1937 - 07.12.2018,КОРобИЦКаЯ ЭЛЕОНОРА BJA АДИМИРОВНА 20.09.1937 07.12.2018 ЛЮбимоЙ MAME И БАБУШКЕ Помним BCEГда.,False
437,ГРЕШИ ЯРЧЕ,ГРЕШИ ЯРЧЕ,True
438,ХОЧУ ЗАМУЖ ВИНА,ХОЧУ ЗАМУЖ ВИНА,True
439,СНИМИ С МЕНЯ ответсвенность,СНИМИ С МЕНЯ ОТВЕТСВЕННОСТЬ,True
440,я никакой как все, () Я НИКАКОЙ КАК ВСЕ,False
441,"НЕ АЛКАШ, А ДЕГУСТАТОР"," НЕ АЛКАШ, А ДЕГУСТАТОР",True
442,Я РУССКИЙ,ЯРУССКИЙ,True
443,СВЯТАЯ РУСЬ,SRaTaA TNSK,False
444,"ПОЖАЛУЙСТА, / ВКЛЮЧИТЕ СКРИПТОНИТА","ПОЖАЛУЙСТА, ВКЛЮЧИТЕСКРИПТОНИТА",False
445,Я РУССКИЙ,aрусский,False
446,тупые дефки как же я вас блин ненавижу,тупые дефки как же я вас блин ненавижу,True
447,MOSKOW,* MOSKOW,False
448,РОССИЯ ЖИВЁТ СКОРОСТЯМИ,,False
449,Любимая ЖЕНА,Любимая XЕHА,False
450,123ФУТБОЛКИ,23ФУТБОЛКИ,False
451,ВЕДЬМЫ НЕ СТАРЕЮТ,ВЕДЬМЫ НЕСТАРЕЮТ,True
452,Тройной бонус МТС утраивает ваш стартовый баланс,Тройной 6oHyc МТСУТРаиВаСТаа стартовыйблланс,False
453,Летний безлимит на три любимых номера Акция с 14 мая по 31 августа,«Летний безлимит» на три любимых номера Акция с 14 мая по 31 августа Узнай больше 0668 булайн,False
454,Знай каждый номер в лицо.,AMSU Знай каждый номер в лицо. E300 mobile-review.com,False
455,МОНЕ,MOHE волшебство между нами 0 Cnyduo Gkune СКИДКИ до 70% ИНСОВЫИ СТОК,False
456,"СИЛА В ПРАВДЕ, КТО ПРАВ, ТОТ И СИЛЬНЕЕ ","СИМАВПРАВДЕ КГОПРАВ, ТОТ ИСИЛЬНЕЕ сти?Нет,нестал! В-,дее нжл у т паа за тобой нету! АТОТ,КОО ОБМАНУЛ ЗАНИМПРАДП",False
457,ВСЕ РАВНО?!,ВСЕРАВНО71,False
458,СИБИРСКОЕ ОТДЕЛЕНИЕ РОССИЙСКОЙ АКАДЕМИИ НАУК,СИБИРСКОЕ ОТДЕЛЕНИЕ РОССИЙСКОЙ АКАДЕМИИ НАУК,True
459,LG,LСО И ПЛАЗМЕННЫЕ Токаpоо G,False
460,РЕКЛАМА НА ЩИТАХ,РЕКЛАМА ЛНТАХ HA,False
461,ВАША РЕКЛАМА,ВАША РЕКЛАМА,True
462,ЗДЕСЬ НЕ МОЖЕТ БЫТЬ ВАШЕЙ РЕКЛАМЫ!,ЗДЕСЬ НЕМОЖЕТБЫТЬ ВАШЕЙ РЕКЛАМЫ!,True
463,ЩИТЫ 3Х6 В ВОРОНЕЖЕ,38000 2 BECbl КАССЫ ДЕТЕКТОРЫ ДЕНЕГ ЩИТЫЗХ6 В ВОРОНЕЖЕ,False
464,БЕТОН,т НАШЕ СЛОВО BЕТОH +375 (29) 777 78 71 8AOKH nEcOk nro KA AC,False
465,"Спасибо,  доктор!","Cnacuds, gokmop! СВЕТЛАНАГОНЧИКОВА 3 M.8CCT02020.P0",False
466,ШАЛЯПИН,ШАЛЯПИН ЧAN*9AK4AK,False
467,JOHN DOS PASSOS MANHATTAN TRANSFER,JOHN DOS PASSOS MANHATTAN TRANSFER,True
468,99 ТАПОЧКИ,99. 80 can ТАПОЧКИ,False
469,ТОВАРЫ,ТОВАРЫ ,True
470,День Главбуха,День Главбуха 00 0,False
471,FITNESS GYM,SN5220207  1 YAV 2 FITNESSSYM VR3A13 CE793,False
472,7,3NH,False
473,Держим это место для вас!,поиоритет Держимэто местодля вас!,False
474,строительный,СТРОИТЕЛЬНЫМ,False
475,THE FIRST-EVER,THE FIRST-EVER M VISIT NORTHCLIPF AUTO. Morthcdilf Auto 0 l M IcDonaldtss BMIYRO 0U,False
476,NOT SORRY FOR THE WAY I LOOK,NOT SORRY FOR THE WAY ILOOK,True
477,- КАКАЯ ПАНАМА?,КАКАЯ ПАНАМА?,False
478,"В чём сила, брат?","В чём сила, 6paT?",False
479,Carlo Rame o Cou,CarloRamelloCouture    MOS SAN REMO,False
480,"ЭТА НАДПИСЬ НИ НА ЧТО НЕ прЕТЕНДуЕТ. Ну, может быть, кромЕ ПрОЧТЕНИЯ","TA НАДПИСЬ HИ HA 2TO HE ПРЕТЕНДУЕТ. Hy,MOЖEТ бbITb KPOMIE k-1.5 ПРОЧТЕНИЯ",False
481,43,43 ,True
482,ТЕБЯ,,False
483,"УЙДИ, НО ОСТАНЬСЯ",YЙИ.HО ОСТАНЬСЯ,False
484,g,,False
485,Расцветай! пока в тебе что-то осталось.,Pacubemau nok9 meδe 90m6Tmo-mo ocma10c6.,False
486,К ЧЁРТУ ВАШУ ВЗРОСЛУЮ ЖИЗНЬ!,N6PC1 к черту up,False
487,ISIS,ISIS,True
488,K,Belg masut toe ndaa Kntn he geber,False
489,r.,Samtoler,False
490,ЛА АК,,False
491,Город Чистых Стен Тверь - город воинской славы,Город Чистых Стен Тверь- город воинской славы,True
492,КРЫМ КРАЙ ПАРТИЗАНСКОЙ СЛАВЫ,КРЫМ KPAM dre ПАРТИЗАНСКОЙ СПАВЫ,False
493,ЧЕЛЯБИНСК,ЕЯИНСК 1736,False
494,ЧЕРЕМХОВО,ЧЕРЕМХОВО,True
495,МАРIУПОЛЬ,,False
496,МЫ ВАШ ТЕКСТ,Mb ВАШ ТЕКСТ,False
497,ЛЕНИНГРАДСКИЙ ФРОНТ КОМАНДУЮЩИЙ МАРШАЛ СОВЕТСКОГО СОЮЗА Л.А. ГОВОРОВ,АЕНИНГРАДСКИЙФРОНТ КОМАНАУЮШИЙ МАРШАЛ СОВЕТОКОГО СОЮЗА Л.А. ГОВОРОВ,False
498,ГАГАР СКИЙ РАЙОН,ГАГАРИНСКИЙ PAЙOH,False
499,Sir Charles Clore Park, 4 me Sir Charles Clore Parh,False
500,САМАРА,CAMADA,False
501,МОСКОВСКАЯ ОБЛАСТЬ,MOCKOBCKAЯ ОБЛАСТЬ,False
502,Марiуполь,S Мариуполь,False
503,ЛЕНИНСКИЙ РАЙОН,AЕHИHCKИM PAЙOH,False
504,КАЗАКСТАН,КАЗАКСТАН,True
505,а,,False
506,ХАКАСИЯ,XAKAOSK DXE,False
507,САРАТОВ ГОРОД ТРУДОВОЙ ДОБЛЕСТИ,CAPATOB ГОРОД ПРУДОВОЙДОБЛЕОТИ,False
508,Я НОВОРОС ИЙСК,HOBOPOCCИЙCK,False
509,Я Красноярск,dewelne coher F KPACHOAPCK,False
510,1843,,False
511,Место дуэли,Место дуэли,True
512,Я,о,False
513,EQUATOR,БОРИОГАЕЕ EODATOR,False
514,Стелла,omeлa,False
515,МАСЛОВ Юлий Георгиевич,МАСЛОВ Ю0ли9,False
516,СЕРГЕЙ ИОНОВИЧ 09.02.1954 - 30.09.2006,СЕРГЕЙ ИОНОВИЧ 09.02.1954- 30.09.2006 lveemesiuzd,False
517,1941 1945,8300 000 1941 1945,False
518,НОСИТЕ ШЛЕМ,НOСИТЕ ШЛЕМ,False
519,Лучшая карта  с кэшбэком,Лучшая карта с кэшбэком,True
520,30,0 =30% 20 17690= 2400,False
521,МЕБЕЛЬ,МЕБЕЛЬ МЕБЕЛЬНЫЙЦЕКТР -MOCKBA na Kau Sofiya,False
522,МОСКВЕ ВАЖЕН ВАШ ВЫБОР! 9 СЕНТЯБРЯ,MOCKBE BAЖЕH 04 ВАШ ВЫБОР! 9 СENТЯБP9 1652PЫ,False
523,Смоленск,СЛОЛЕНОХ,False
524,МОСКВЕ ВАЖЕН ВАШ ВЫБОР!,MOCKBE ВАЖЕН ВАШ ВЫБОР 9СЕНТЯБРЯ,False
525,частный детский сад начальная школа 8 495 137 87 02 academ-school.ru,ЧАСТНЫЙ ДЕТСКИЙ САД НАЧАЛЬНАЯ ШКОЛА 8(495)137-87-02 acodem-school.ru,False
526,Reebok EA7,Reebok EA7 EPCHRONARMAN,False
527,Москва - город герой!, Москва - город герой! mepaasrt,False
528,8-800,880569,False
529,ТЕХНОПОЛИС МОСКВА,ТЕХНОПОЛИС MOCKBA,False
530,Мария Хренова," MOCKBA, ФОРДИМСЯ! Московскийгосударственный Фод университет имениM. в. Ломоносова науки ФИцБиотехнологииРАН и ТЕХНОЛОГИЙ  Ученый, 35 лет Мария Хренова Разработала модели дляописания ферментативных реакций, имеющихпрактическое значение ДЛЯ медицины O+ годнауки.рф 11O8A (495)225-20-40 PACB3PO 814953730-1464 EHHEe руеHТ",False
531,WomanJournal.ru портал для разных-преразных женщин,* -  6   8   $ F  8 0 WomanJournal.ru портал для разных-преразных женщин,False
532,"8 июля День семьи, любви и верности","8 ИЮЛЯ День семьи, люд6уи берности",False
533,РОССИЯ СЕГОДНЯ,РOССИЯСEГOДНЯ,False
534,ДОМ У ПАРКА,AOM ПAPKA 2557-265 195000,False
535,Smart Region,45 Smart Region,False
536,Smart Region, Smart Region,True
537,DON GIULIO - SALUMERIA FORMAGGERIA,DON GIULIO - SALUMERIAFORMAGGERIA,True
538,HDLT,HDLT,True
539,1,BEIJING 2022 1,False
540,В Полтаве появились билборды с призывом идти на Москву,"KP.RU 3 Днем B Полтаве появились билборды призывом идти ""на Москву Полтавськубитау Mockay! Новость lohD",False
541,metro,7 439 205 324 109  metr ©,False
542,АЛЯСКА НАША!,АЛЯСКА HAWА!,False
543,Яндекс,мные огииЯн 3HеC ,False
544,Выбор есть. ЯБЛОКО,Яблоко Выбор есть. ЯБЛОКО объединённые демократы,False
545,УСАДЬБА СВИБЛО ОБЩЕОБРАЗОВАТЕЛЬНА ПРАВОСЛАВНАЯ ШКОЛА имени СЕРГЕЯ РАДОНЕЖСК,УСАДЬБА СВИБЛО ПЕЧАТЬ ОБЩЕОБРАЗОВАТЕЛЬНА ТРАВОСПАВНАЯ ИМЕНИ СЕРГИЯ РАДОНЕЖСКС ШКОЛА HIA,False
546,"ИЖЕВЧАНЕ, СПАСИБО ЗА ПОДДЕРЖКУ!",ИЖЕВЧАНЕ ЗА ПОДДЕРЖКУ! CNACИ5O,False
547,metro,СПУШАЙ роноС УnУЦ НА ПЕРЕХОДЕ МУЗЫКУТИШЕ СДЕЛАЙ metro,False
548,"ипотека.0,1",,False
549,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕКЛАМНОЕ АГЕНТСТВО ""СВОЯ ЛИНИЯ""","ОБЩЕСТВО С ОГРАНИЧЕНОЙ ОТВЕТСТВЕННОСТЬЮ РЕКЛАМНОЕ АГЕНТСТВО «СВОЯ ЛИНИЯ» 620010, город Екатеринбург, переулок Хибиногорский,дом 8, литер Б HHH 6674313258 KIII 667401001, Екатеринбургский филиал ОАО«Банк Москвы» р/с 40702810100630004642 BHK 046577965,K/C 30101810400000000965 Благодарственное письмо Рекламному агентству 000MACTEP Сеть клиник лазерной косметологии ЛИнлайН» выражает благодарность за сотрудничество, оказание услуг высшего качества и внимание со стороны менеджеров компании. Особенно хочется выделить менеджера Дмитрия Рокаль, который продемонстрировал ВЫСОКИЙ профессионализм, индивидуальный подход оперативность, работая с нашими заказами. Директор 000Своя линия Белозерова Е.A. Своя линия 1",False
550,Кабельщик ты ДОСТАЛ! Открыл щит- посмотрел на свои кабеля -  закрывай блин щит!,Кабельщик достал! Тb Открыл щит -посмотрел на свои кабеля закрывай 6лин щут!,False
551,Аж МУРАВЬЕДЫ по коже...,A2 МYРАВЬEДb ПО КОЖЕ...,False
552,ВХОД В МАСКЕ,служба BXOD ВМАСКЕ Aлyme нообоене uXOdE,False
553,"В продаже Акарачка, пелмени, тефтели, селётка","В продаже Акарачка, пелмени, тефтели, селётка",True
554,ОСТОРОЖНО КиСУЛЬКИ !,ОСТОРОЖНО КиСУЛЬКИ!,True
555,РАЙ РАБОТАЕТ КРУГЛОСУТОЧНО ЗАКРЫТО,PAЙ РАБОТАЕТ ЗАКРЫТО,False
556,"я злой и страшный серый цвет, всю яркость я сведу на нет!",Я ЗЛОЙ И СТРАФНЫИ СЕРЫИ ЦВЕТ ВСЮ ЯРКОСТЬ Я СВЕДУНА НЕ HOOHMA все хохмы интернета,False
557,Требуеца продавец с сознанием компютора.,Требуеца продавец C сознанием компютора.,False
558,Евгений,Мuр нросо Свлений,False
559,требуется помощница повора з п - 400грн. в день,ТРEБУЕТСA ПООЩНИЦА ПОВОРА 3/П - 400ГРН. В ДЕНЬ,False
