index,answer,prediction,correct
707,"Лейко Нуждин
вырез",ЛЕЙКО HYждиH ВЫPЕ3,False
708,"Сороко
Ищук
Ангара
натрий
туго",E* Copoko Ищyк Анrapa натрий TYГO 7GBSUET 613842,False
709,овод,овод,True
710,"Ломонос
ежевечерне
потусторонний",COMANCHE Ломонос ежевечерне потусторонний R A,False
711,"вера
Абрам",Bepa Абрам 2  .,False
712,дель,дель,True
713,видеть,,False
714,"внеурочный
награждаться крестовый",внеурочный награждаться крестовый,True
715,Якуш,13785 Якуш,False
716,вакансия,вакансия  3,False
717,"матроска
Волосников Одесса",X0  20 00 S матроска Волосников Одесса,False
718,"пятиклассник
электрически",няMукsасеHUк электрически =   ,False
719,"запечатывать недоверчиво
примитивность;",запечатывать недоверчиво примитивность; ,True
720,Гаркун, ФapkyH,False
721,"радиосигнал
залежь
гребок",радиосигнал залежь гребок ,True
722,путеец,  путеец,True
723,"что-нибудь ?
ингибировать
Жердецкий",что-нибудь ? ингибировать Жердецкий,True
724,"9994464491 age эстетский
заочно Иоффе.
главарь МОТ запечься",эстетский age 9994464491 Иоффе. заочно MOT запечься главарь,False
725,"60653 обвинение
выгравировать",60653 обвинение выгравировать,True
726,"ромбик
пинцет
нехай",pомбик нинцет нехай  ,False
727,Дубко,ДyBкО,False
728,"туарег
Самара",тyaрeг Самара ,False
729,"выдавливание выставить
объяснимый переносчик",ВЫДАВЛИВАНИЕ ВЫСТАВИТЬ ОБЪЯСНИМЫЙ ПЕРЕНОСЧИК ,True
730,валка,Балка,False
731,move(,2 3 4 5 6 7 0000 move(,False
732,нога,Hora,False
733,"Галахов
паче,","Галахов наче, 1 e  464  '  X X : ..",False
734,Пермяков, Пермяков,True
735,вырыть,BbPbTb,False
736,Плюснина,,False
737,"Ростовцев
долить
Терешин
запечь",Pостовцев ДОЛИТЬ Tерeшин запечь,False
738,сырой,cbpou  DO.S 01 ,False
739,пожилой,пожилой,True
740,агитация,,False
741,"малоприятный
продирать",uasonp уятный npogup aмь,False
742,кашлянуть,кашлянуть ,True
743,шнобель, FAUSTYNKA  ,False
744,"фэнтези
флора",  фэнтези флора,True
745,"дальновидно 16128
перерегистрировать
ветрено крабовидный
одесную Куракова",дальновидно 16128 перерегистрировать ветрено крадовидный oдесную Кyракова,False
746,"provide моторика
Сунцова остынуть",рrоvide моторика Сунцова остынуть,False
747,"тетя,"," тетя,   ",True
748,Жигимонт,*игимонт AW W 5066000606006600660060666 28822828882828282822888 Fhah  229989988 999999999,False
749,Отто,OTTO,False
750,"Смагин
неон",Смагин HeOH,False
751,Скурихин:,  СКурихИн:,True
752,прогулять,npozy ,False
753,рушиться,bOA,False
754,серый),  CL STORIES ,False
755,62870,62870   ,True
756,"ямина
60677",яMNHА 60677 opusiaeg NOTISOI  RAVINTOARVO/NARNGSYAREI,False
757,"выковать переадресовать
Бирич целиться(",выковать переадресовать Бирич целиться(,True
758,"правда
Ведерников",нpaвдa Ведерников,False
759,melody,,False
760,дословный,дословный,True
761,"сакля
Джейн
исцелиться",сакля Джейн исцелиться  ,True
762,"Дедков
Войтюк
Рудко", Дедков Войтюк Рудко,True
763,фартук,Фарту,False
764,"сморчок
проветриться
Гаркун
Царикова  ,",сморчок проветриться Фаркун Царикова,False
765,Мохорева,Мохорева,True
766,"вуду
Пенязь",BYДY 0 ПЕНЯЗЬ,False
767,28259.,28259.,True
768,Даниэль,Даниэль,True
769,"31783
Кочеткова
мало женьшень",31783 Кочеткова мало женьшень,True
770,"89126
управляющий
9526630432
рассудить",20 89126 управляющий 9526630432 рассудить,False
771,"торт
15335",TоPT 15335 ,False
772,пульс,nyu6 Mehog H ,False
773,"сеанс
Добыш",seans  Добыш …………    ww ~~    …   …     w  M     T M,False
774,"Романьков позитивизм
гиперборейский",troutman pepe Романьков позитивизм гиперборейский,False
775,10156,10156,True
776,Герус,Геpyc ,False
777,east:,east: 10CTT witre H weaand,False
778,"Кучур
Ярош",Кyчyp  Ярош,False
779,"Фоменкова
sail",Фоменкова sail 2,False
780,"Крутов
зеленка",Крутов 3eленка,False
781,"Зигфрид:
облисполком",ЗиГФРиД: ОБЛИСПОЛКОМ 00 ,False
782,"Юрка
мимика
Петручик",<a K,False
783,39472,39472 ,True
784,хана(,xaHa,False
785,прогуливаться,прогуливаться,True
786,"Липатов
невидаль
Верка",Липатов невидаль Bepka,False
787,пружинистый,,False
788,"доносить
блажь
комиссия",ДОНОСИТЬ блажь КОМИССИЯ ,True
789,сглотнуть,СГЛОТНУТЬ,True
790,"бурда пустынный
хлебец",буpда пустынный хлебец 2F,False
791,нектар,t  нектар,False
792,"мегатонна Пашка запроситься
Боярчук грандиозно 9415856606",Пашка мegатоннa запроситься Боярчук грандиозно 9415856606,False
793,"Баев
Сорокин",Баев Сорокин,True
794,интервенция, иHTeрBеHция,False
795,"после
дукат.",nocse gykam,False
796,Захаревская,Захаревская,True
797,"Зенович
Маринина",3eHOBN4 MаpиниHa,False
798,"гладильный,
Крохина  !","гладильный, KpoхiHa",False
799,"слыть
скушный
Лысая",СЛЫТЬ скушный Лысая  1,False
800,Мулярчик гормон,Mi Мулярчик гормон,False
801,"Касьянова
порождение
участница",Касьянова порождение участница ,True
802,патриотка:,* патриотка:,False
803,kept,kept,True
804,"пламя
хутор", нламя xуmop,False
805,"прель
дождик",A нпеь ДОЖДИК,False
806,Балин,БАЛИН ,True
807,соединить,,False
808,атрибутика,,False
809,приметить,етить,False
810,Корж,Корж,True
811,осатанеть,ocam ,False
812,"глухой
подновить
дворец",глухой подновить дворец,True
813,"Сытин.
пикет", Сытин. g 1 nukem      X ,False
814,выброс,ВЫБРОС,True
815,менуэт,менуэт 7 ,False
816,9666988713,9666988713,True
817,92506?,92506?,True
818,"куличок увядание
made копошиться
уложить назарянин",КУЛИЧОК увядание made : КОпОШИТЬСЯ уложить назарянин,False
819,"Ведерников
Сапега гадкий
должок", Ведерников Сапега гадкий должок,True
820,"Портнова
программка
Курлянчик -",Портнова программка Курлянчик,False
821,"Танька.
Михалкович",ТАНЬКА. МихалкОвич ,True
822,"суфий
Миронов
Невская
28638
рандеву",cуфий Миронов Heвckaa 28638 рanдeву,False
823,"сумка Дао
чего-то пусто
Шатохина 53661:",ДАо CYMKA ЧЕГО-ТО ПYCTО ШАТОХИнА 53661: o t0,False
824,биополе,,False
825,"директриса
реле",директриса rele  ,False
826,"купон
ласково
холодильный
пращур 50035",купон ласкОВО холодильный npauyp 50035 WiFI,False
827,"хиппи
хитрый
биотоп",ХИППИ хитрый биотоп,True
828,"ночка
Бадун",ночка Бадун 7,False
829,"Казачкова
пастырь
горшочек", Казачкова пастырь горшочек,True
830,"ботва
атака
братва",ботва aTaka * 6paTBa,False
831,беспокойство,  6ecn,False
832,Бушуева,eba Бyшу,False
833,wall,F,False
834,Рябый,рябый 0,False
835,сенник!,сенник!я,False
836,"10442
неразрывный
Гузь    :","10442 НЕРАЗРЫВНЫЙ ФY3b * * * , * +**+* **** * * * * + * . + *+* * * *  * * * * ** * * 4 * * * * .  * * * * * * ",False
837,раскупать,Backynamb,False
838,"Ивашкевич
9506284186",Ивашкевич 9506284186,True
839,Быков,Ьыков,False
840,"Сухой  :
вчитаться
Борейко",Cухoй вчитаться Борейко ,False
841,39218,29278 ,False
842,"80732
Александр",80732 Александр,True
843,"Пенкина
писулька
скликать",ПeHкиHa писулька скликать 6608 ,False
844,"Уткин
Лойко
жених",УТкин Лойко жених,True
845,Каравай, авай Kapo ,False
846,"клокотание
Клинов",клокотание Клинов SOZOCHURG,False
847,мент,MeHT ,False
848,"Самохвалов
краевой
пустячок
спекуляция",Самохвалов краевой nустячок cпеkу ЛРНР ,False
849,"жребий персонал
тождественность","жребий пepconaл тождественность Bakylo""",False
850,"17359
таки
видимо:",17359 таки ВИДИМО:,True
851,"68083
must", 68083 must,True
852,авария, АВАРИЯ,True
853,макака,макака,True
854,"Лугина
кадетский
Мурзилка миномет:",Jyrina кадетский Мyp3илка МинОмеТ:,False
855,"надумать облик
93945 ожидание
44913
43517 Тюмень",надумать облик 93945 ожидание 44913 43517 Тюмень,True
856,Строганова,Строганова,True
857,Земцова,3емцова,False
858,Эфрос,Эфрос,True
859,Ракина:,,False
860,"слайд
67814
84163",слайд 67814 84163,True
861,"shop
м-да
кисло",shop  m-da PARIS,False
862,71765,  71765,True
863,потолковать,LOLA VV LOVES потолковать,False
864,"меньшинство
затушить",МЕНЫШИНСТВО ЗАТУШИТЬ,False
865,сакэ,сакэ,True
866,"теоретически
неприкаянный
Горощеня",теоретически неприкаянный Форощеня ,False
867,прошмыгнуть, □,False
868,"подпортить
вообще-то
готовенький",подпорить вообщетто готовенький,False
869,"татами Михович утолить;
полусвет Мичурина",татами Михович утолить; полусвет Мичурина ,True
870,"эпицентр
гусиный хищный
каучук
трагический",эnицентp 3yсиный хушний каучук трагический,False
871,"Севрюк
Вольф
оппортунизм",Севрюк Вольф оппортунизм,True
872,"Скотт
Цюрих",Ckomm Цюрих,False
873,"авиатор
Ксения",MCULA asuamop Ксения $,False
874,"антропный Юркина
Урбан
скинуть",ЮpкуHa антропный YpдaH скинуть,False
875,"82067 потсдамский апартеид
микробный",82067 потсдамский апартеид микробный,True
876,"стон
латы",CTOH наты,False
877,неумирающий книга,книга неумирающий,False
878,папик,COHM Mypaшkин вымогать,False
879,"Рогович
прямиком глицин",Рогович прямиком ГНИЦИН ,False
880,купидон лоскут, КУПИДОН ЛОСКУТ,True
881,бренд-, 6peHд,False
882,драконий,драконий 02H,False
883,"разрежение
отшелушивать", разрежение отшелушивать,True
884,Федорчук(,STMACOLORS Федорчук 3 0  4,False
885,gone,gone ,True
886,"секретер
митрополит",секретер митрополит,True
887,"Бабкин Пронькина
Галицкая
спинка унимать",Бабкин Пронькина Галицкая спинка унимать,True
888,уханье,уханье ,True
889,Хотенко,0 1.11 213   OL X оTеHKо,False
890,15771, 15771,True
891,"обойный
крепкий",обойный крепкий,True
892,19635,19635,True
893,"жилище
протон
излишек",*улице протон излишек,False
894,"91940
дожить
Карпина",91940 ДОЖИ Карпина ©,False
895,посвататься,посвататься,True
896,"лгать
вьюн",лгать ВЬЮН,True
897,"двойня
Карп",2 ДВОЙНЯ Кapп,False
898,"незрелость 68781
Перепечко 94427",68781 94427 незрелость Перепечко,False
899,каспийский,каспийский 2,False
900,Грушевич,Грyшевич,False
901,"бараний
солонина",бараний солонина,True
902,"меню
стропа",меню стропа,True
903,"нытье
лживо",HЫТЬЕ ЛЖИВО,False
904,Якупов,Якупов,True
905,"парить
прокрадываться;
Закаев
горючий затхлый
край Бударина",парить прокрадываться; Закаев рорючий затхлый край БудариHа ,False
906,"юрфак единожды
некто недочеловек",юрфак единожды некто недочеловек A,False
907,"декретный   !
Стахно
9908620145
92421 тяжело
Шведова Яровой",,False
908,"Казаринова:
заоконный
римский",Казаринова заоконный римский,False
909,ранее,ranee ,False
910,Кизина,Ki3ina,False
911,"пророчески портниха
излучать норка
наличествовать   !",портниха юpka S пророчески излучат налинествова,False
912,"9081698645 ?
урезонивать",9081698645 ? урезонивать,True
913,"авиетка
курий",авиетка курий,True
914,угар,yrap ,False
915,плут,  плут,True
916,носорог,HOCOPO2,False
917,расцветка,DEFEND ROJAVA,False
918,Султанов,Султанов о ,False
919,"недоумевающе
обобщенность
новейший",недоумевающе TTE обобщенность  новейший  ,False
920,скак,ckak,False
921,невнимание облезлый,  облезлый невнимание,False
922,посредине, посредине,True
923,"третьестепенный
малодушие",третьестепенный малодушие,True
924,"труднодоступный Самко
пробивной Милованов
пестик кортик оферта
армянский гефсиманский
похмелье закорки",труднодоступный Самко пробивной Милованов pесtик кортик оферта армянский гефсиманский похмелье закорки,False
925,"9035471125
43901 прессинг
портрет.",9035471125 43901 прессинг портрет.,True
926,Басов,Басов,True
927,"тлеющий
ирония
ковка",тлеющий ИронИя ковка 000,False
928,"решетчатый
ясный Васин",TOPPICK решетчатый ЯСНЫЙ Васин,False
929,9068179358,90681 179358,False
930,"удачливый
нарядчик
дизельный,","удачливый нарядчик дизельный,",True
931,"Русинов
шинелька",PyciHOB шинелька K4748  0221,False
932,вящий,вящИй,True
933,гугу дожить:, ДОХИТЬ ,False
934,доля,доля,True
935,"Смольников
наковырять
завершать",Смольников наковырять завершать,True
936,богато,богато © ,False
937,Самбук,CAMBYK,False
938,Коршун,Коршун ,True
939,"порог
atom",123RF порог atom 4123R O123RF,False
940,молочник,МОЛОЧНИК 9,False
941,"затрапезный
чадо
переброс",затрапезный чадо переброс,True
942,"9722512974
буфетчица
29453!",9722512974 БYФЕТЧИЦА 29453!  ,False
943,"мякиш
тазик",МЯКИШ тазик,True
944,9688396820,9688396820 ,True
945,"43165
кругляшок",43165 кругляшок GOR,False
946,"перечисление балансирование(
коралл",перечисление балансирование( коралл UFSETE LJ,False
947,"Смолич
Виршич
37489
88463",  7 Смолич БУПШИЧ 37489 88463,False
948,инсульт?,иHcyJbT? ,False
949,"санный
85807
падло",санный 85807 надло,False
950,"герпес
неон",zepnec F . 3VY HEOH,False
951,"отсек
атом",>< omcek amom UUU,False
952,"новый
37292
Мосеева)", HOBbЙ 37292 MOCEEBA),False
953,"сноб
грудь
Макбет
медаль",снOб рпудь Макбет медаль,False
954,Алжир?,Алжир? ,True
955,пластина Мусин 9436106266,Mycin 9436106266 настина 88 19,False
956,milk,milk,True
957,"потоптать Акушевич
Гуркова Лысенкова",Акушевич потоптать Фypkoвa JbceHKoBa,False
958,соус,coyc,False
959,экипировать,ЭКИПИРОВАТЬ,True
960,"изваяние Чувашия
родник
Шишлов",Чувашия изваяние родник Шишлов,False
961,"Русан
пляс",W   Pycan ПЛЯС SmE 3 ,False
962,"панно
Голос",naHHo Фонос,False
963,Коба?,Коба?,True
964,"Кушнаренко
9929417045 Беняш
сажать Беленький
недешево    )",Кушнаренко Беняш 9929417045 Беленький сажать недешево 04,False
965,"участок
немного
неуд",THOR участок немного Hеуд,False
966,высокомерие,высокомерие,True
967,выползти,ВЫПОЛЗТИ,True
968,толкучка,,False
969,Ксюша,Ксюша  CHAMTRRC,False
970,"опосля
стропило",ОПОСЛЯ стропило,True
971,диспозитивный,* ,False
972,ничей,нучей,False
973,"Михайловский
Бражников  ?",T. T. 1 Михайловский 0 Бражников ?,False
974,"Ускова
Глебик", Ускова Флебик,False
975,"скот
Дзюба
Федосик",ckom Дзюба Федосик,False
976,означающее,ОЗНАЧАЮЩЕЕ,True
977,постоять,постоять,True
978,"молотый
Жирнов -",молотый *урнов,False
979,"blow
ликующе
34860-", blow ликующе 34860-,True
980,Рева,Peba,False
981,вложить,ВЛОЖИТЬ,True
982,"венец
Жанна",венец Жанна ,True
983,"кальций ;
подлезть
Остроух :",G кальций подлезть Остроух,False
984,воспаление,enie ,False
985,"search
огарок",search огарок ,True
986,"Трофимов
Чуканов",Трофимов Чуканов,True
987,Пырх,Пырх,True
988,граб, рпаб,False
989,"анонимно
Пырко
мехмат",aHOHNMHO Пырко MexmaT CE PH AUDLDE,False
990,Тузов,Ty3oB,False
991,"полимеразный
31447",полимеразный 31447,True
992,рака,paka ,False
993,ice,ice ,True
994,Хилл,. Хилл,False
995,консистория.,консистория,False
996,"пензенский
носик Прима",pензенский носик Прима,False
997,"задышать
улица",задышать улица  ,True
998,"made,","made,",True
999,"осевой
пяльцы
маман ;",CENA CDCID 0ES PREPARATION osevой ПЯЛЬЦЫ MamaH,False
1000,"патрон
Маслюк",патрон Mapno,False
1001,"купать
Каширина
river", КУПАТЬ Каширина RIVER,True
1002,"осанна
проезд
доносчик
течение:",ocanna проезд ДОНОСЧИК течение:,False
1003,"ввергнуть
наводить 78401:
подрядиться",ввергнуть 78401: наводить подрядиться,False
1004,"искус
Андре",BASYSITTER ИCKYC Андре,False
1005,"барометр
треугольник
9493531402 Савин",БАРОМЕТР ТРЕУГОЛЬНИК 9493531402 Савин,True
1006,Брич,Бруч ,False
1007,"9592642049
политик",9592642049 политик ,True
1008,расцепить,расцепить,True
1009,"ондатра  .
отпугивать",ондатра отпугивать,False
1010,9622122446-,,False
1011,next?,* X next?,False
1012,ключик,КЛЮЧИК,True
1013,"жулье.
Сыса",A жулье. Сыса =,False
1014,стрит,CT пут TEEDE 1,False
1015,растащить,растащить,True
1016,венский,BEHCK,False
1017,"запечье
антикрыло",запечье антикрыло,True
1018,"самозванка:
Булахов  ;",самозванка: Булахов H  ,False
1019,кристально,,False
1020,"кварц
досадный)
47340
угарный",кварц досадный) 47340 угарный,True
1021,"сенник
колпак",сенник колпак ,True
1022,"всходить
Буйняков;
штрафовать дама)
9483937293",всходить Буйняков; штрафовать дама) 9483937293 ,True
1023,"9729021193 эвон
отшибить
комнатный",9729021193 ЭБОH отшибить комнатный,False
1024,рыбалка, рыбалkа UHHE H,False
1025,"хозяин
печатать",Pal et ХОЗЯИН ПЕЧАТАТЬ,False
1026,"Стасенко
царевна
фиалковый",Стасенко царевна фиалковый,True
1027,"святый
вестовой",СВЯТЫЙ вестовой UFP,False
1028,9217494918,9217494918,True
1029,Мухаммед,,False
1030,витиевато,витиевато,True
1031,"пикник сиплый
забияка
посинение  :",НИКНИК СиПлЫЙ забияка посинение,False
1032,неуместность,неуместность,True
1033,юнец,юнец,True
1034,"Гайфуллина Слинько
корочка обледенение.
hand)
воронежец",Гайфуллина Слинько корочка обледенение. hand) воронежец,True
1035,95829,95829 1 N X T0 0,False
1036,патрульный,. патрульный,False
1037,"лживый
профицит
голь",8090 00 ЛжИВЫЙ профицит ролЬ 20% RO ш 40°5 3 f8,False
1038,Сущеня,Сущеня,True
1039,"зыбко
Синило полосочка",3b6KO Синило полосочка,False
1040,"закрасить
отгул",закрасить отгул,True
1041,вечно,вечно CODE,False
1042,"Андрусенко
Кривоносов
вино перешить
научать
Волконский", Андрусенко Кривоносов БУНО перешить научать Волконский,False
1043,Бурая,Бу pая,False
1044,Шейбак округа),Шейбак округа) 8,False
1045,урез,ype3 X o,False
1046,Тавгень!,Тавгень! ,True
1047,"жерло
выступ
Лавор
search",жерло Выступ Лавор  search,True
1048,"Зина
Габидуллина
Листопад",3uHa Габидуллина Листопад,False
1049,"зябь
зорька",зябь 3opbka,False
1050,"парусина
had побояться
Шумак 9258456111",nаpусиHa had побояться Шумак 9258456111,False
1051,слега),слега),True
1052,берет,6epeт,False
1053,degree,degree,True
1054,десна,,False
1055,шпиндель,  шпиндель,True
1056,повариха,повариха ,True
1057,"Борщев
Ильичева
corn",Борщев Ильичева corn,True
1058,коровка,коровка,True
1059,"кривич
ЦСКА",КPИВИЧ ЛЦКА,False
1060,саспенс лисий;,саспенс ЛИСИЙ,False
1061,докер,ДОКЕР,True
1062,"нестерпимый
Диваков
третье",НЕСТЕРПИМЫЙ ДНВАКОВ ТРЕТЬЕ,False
1063,"впиться by
изгладиться",впиться бу изгладиться ,False
1064,"нарвать
окаменеть", НАРВАТЬ ОКАМЕНЕТЬ,True
1065,крепдешиновый, крепдешиновый,True
1066,93566, 93566,True
1067,"Борисик
романс",Борисик pomanc,False
1068,лоцман,лоцман ,True
1069,настоятельница, ,False
1070,затекший,затекий,False
1071,"невзгода
карабин нажатие",невзгода карабин нажатие,True
1072,"высылать
Рябко
верещать-
31601",ВЫСЫЛАТЬ Рябко ВЕРЕЩАТЬ- 31601,True
1073,Заяц, 3a9u,False
1074,Слаута, Слаута,True
1075,Арашкевич,Арашкевич a,False
1076,Кандинский,Кандинский,True
1077,шпора,шпора,True
1078,Якупова,якупова,True
1079,газоход, ,False
1080,"Ленковец
присягать",JeHkoBeц npucяraTь 1e ,False
1081,Кузин,Ky3NH 0RELL1,False
1082,Котик,КОТИК,True
1083,"латаный
подвиг",латаный ПОДВИТ,False
1084,парировать,ПАРИРОВАТЬ,True
1085,гигант,ригант,False
1086,бочка,бочка,True
1087,9206297626,9206297626,True
1088,рыть,рть,False
1089,"сплясать
отправка
карский
Макоед
глупость",сплясать отправка карский Макоеd глупость,False
1090,обруч,обруч,True
1091,магнит-,,False
1092,байка,байка,True
1093,spoke,1 spoke ,False
1094,мстить,МСТИТЬ,True
1095,"Кириллова
лакомка",Кириллова лакомка,True
1096,Кабак,Кабак,True
1097,"Качанович(
совковый
Мартынов",Качанович( совковый Мартьнов,False
1098,Смагин,Смагин  ,True
1099,9413664277,,False
1100,Торопов,торопов ,True
1101,Зарипова,3apиnоBa 7,False
1102,фотон,Фотон 4,False
1103,писчебумажный,шисчебумажный,False
1104,Жамойда, Жамойда,True
1105,Манукян,318 ΛAHY KЯH,False
1106,стричься, стричься,True
1107,"нищая
48295;
23915",нищая 48295; 23915,True
1108,обещать,обещать,True
1109,прошептать,прошептать 3 4 6 7,False
1110,"Пушкова Хваль
затейник",Пушкова Хваль затейник,True
1111,capital,Capit,False
1112,дебет:,дебет:,True
1113,блюститель,nel U,False
1114,"м-м-м Малых
поесть Лысая",BIGEHOT Малых M-M-M Лысая поесть,False
1115,"штука
свертываться",штука svеrтыvaтьsa,False
1116,абзац), абзац,False
1117,корковый,Корковый,True
1118,"вязание
Мисиюк
денежный
Прокопчук
утверждать",вязание Мисиюк денежный Прокопчук утверждать,True
1119,Ковзик, Ков3ИК,False
1120,весь,весь,True
1121,"журить
вешка",журить вешка,True
1122,"мирра
изыск(
опий
Савчиц",мирра ИзысК( опий Савчиц,True
1123,"юрский
станок
отняться
киббуц
Панов-",8 2 юрский станок отняться киббуц Панов-,False
1124,88872,m42 41 52 50 56 4 88872 © #=  K 1EERO 23160,False
1125,"прибегнуть иезуит
9704990566!
пересдача отчего",прибегнуть иезуит 9704990566! пересдача отчего,True
1126,информагентство,информагентство,True
1127,Ионов, ИОHOВ ,False
1128,"полоса
пята
Балтика
навстречу",нолоса пята  Балтика навстречу,False
1129,отметелить, отметелить,True
1130,"Жучкова
Имаев
попадание",*учковa Имаев попадание,False
1131,Супрон,6 CynpoH,False
1132,высыпать,,False
1133,Дорошевич,Дорошевич ,True
1134,"приезжать
эвристика
отмывать",приеажать эвристика отмbBать,False
1135,"чаяние
Горох",чаяние Горох  ,True
1136,"Лыков Лыщик
Веселовская",ЛЬKOв Л бЛук Veselovskaa,False
1137,Пьер,Пьер 8,False
1138,Сокол,Cokos  ,False
1139,тромб,тромб,True
1140,dead,dead ,True
1141,"подотчетный
Поляк 9469519182
обзванивать",подотчетный Поляк 9469519182 обзванивать,True
1142,"Пархута
худо
Шевелев
блуза",Пархута xydo Шевелев блуза ,False
1143,"Куделко
Харламов
скупать",Куделко Харламов скупать,True
1144,налитой,налитой,True
1145,road, road * A,False
1146,цветность,цВЕТнОсть,True
1147,Гаева,Гаева ,True
1148,направляться,направляться,True
1149,"Стогов
макушка купе)",Стогов макушка купе) ,True
1150,фотонный,ботонный,False
1151,душно,,False
1152,"свинский Золотова
раскоп вделать;",свинский й Золотова раскоп еделать;,False
1153,Митина, *** SCOOWDOO OV,False
1154,"плейер
Синцов,
48944
старец
спайка!","плейер Синцов, 48944 старец спайка!",True
1155,"покормить
умилить
Плеханов",покормить умилить Плеханов  0 4 ,False
1156,румба,X * ,False
1157,"дензнак
махонький
приводить",ДЕНЗНАК МАХОНЬКИЙ ПРИВОДИТЬ,True
1158,"Рагель
горгона", Рагель рогона,False
1159,како,Cako,False
1160,Алешина,Алешина  ,True
1161,подо,подо,True
1162,"отчужденность
также
обеднить",отчужденность 111 также обеднить  h  HuF  T   T     F  ,False
1163,"непрочно немного
двенадцатый",непрочно немного двенадцатый 0,False
1164,"Рубцов
knew",Pyduoв knew DEH pрере,False
1165,"должность
въедливо",должность въедливо ,True
1166,"ужасающе.
sister",ужасающе sister   ,False
1167,лития,П,False
1168,"аббат
43901",0 a66aT 43901,False
1169,пенка,неHка :1S,False
1170,водоканал,,False
1171,"брага
пласт", 6paгa nacm,False
1172,"ценз Рогожина
ОРТ захрапеть",цеH3 Рогожина OPT захрапеть ,False
1173,ай-ай-ай,АЙ-АЙ-АЙ,True
1174,"низкий
кожанка
Бикбаев",HUЗKИЙ кожанка Бикбаев,False
1175,арат,apaT,False
1176,Ивасенко,,False
1177,сталинский(,сталинский( ,True
1178,упрямо,.... .... упрямо .. ..,False
1179,налипать,,False
1180,буерак, 6yepak,False
1181,"роялти
Кураш
трасса",роялти Кypam тpаcca,False
1182,погубить,рогубить,False
1183,клеш,Gng клеш Ah,False
1184,североамериканский?,DGAS 100 f,False
1185,80837,80837,True
1186,"болотце
Луговская",болотце Луговская ,True
1187,"9135724019
напялить
ампула",9135724019 напялить ампула,True
1188,"кость,",КОСТЬ,False
1189,"родные
неготовность",родные неготовность,True
1190,"клекот
шейк",клекот шейк ,True
1191,"Кривой квадратический
отток главнокомандующий перетряска
52430 башка",Кривой квадратический главнокомандующий ommok перетряска 52430 башка,False
1192,"подкрутить
Телятников
Шкловский",подкрутить Телятников ШкЛовский,True
1193,"сетовать монашка
Водопьянов
невежда",сетовать монашка  Водопьянов невежда,True
1194,"Макуха
поклон",Макуха ПОКЛОН,True
1195,"веско?
стенной
road",Becko? стенной road,False
1196,"неустроенный!
стрекот
парагвайский",НЕУСТРОЕННЫЙ! СТРЕКОТ ПАРАГВАЙСКИЙ,True
1197,"интригующе
палуба slow,","ИHTPИTYOЩE ПАЛУБА SLOW,",False
1198,намек, HаMeK,False
1199,"переживаться
числить",  U *e переживаться ЧисЛитЬ,False
1200,"расклевать
показывать",расклевать покавывать,False
1201,Круглов,Annie,False
1202,"наперерез 60093
желудочек 16267?
шеф-повар",наперерез 60093 * елудочек 16267? шеф-повар ,False
1203,"мышь навзрыд;
побеспокоиться",  МЫШЬ навзрыд; побеспокоиться,True
1204,формализованный, Leader.ir,False
1205,ring,ring,True
1206,Иоффе,ИОФФЕ CO,False
1207,60712,60712,True
1208,9052843610,,False
1209,"great
облысеть
тащить",great облысеть тащить,True
1210,преломиться,,False
1211,"трансформаторный
Афродита собирательный
Волохова",трансформаторный Афродига собирательный Волохова,False
1212,"депопуляция
козлы сверхзадача",депопуляция козлы сверхзадача,True
1213,"буквенный
патогенность",БYКВЕННЫЙ ПАТОГЕННОСТЬ,False
1214,95111,95177 ,False
1215,"глупец
Дедуль)", глупец Дедуль),True
1216,"резак
chair",pe3ak chair,False
1217,90407, 0407,False
1218,Лепешкина,Лепешкина,True
1219,"гаусс
Кригер",рaycc Кригер,False
1220,Санько,Санько,True
1221,"Евтеева
искусить",Евтеева ИСКУСИТЬ ,True
1222,Корсун?, Корсун? PARENTAL ALVISORY IRPUICIT CRNTENT 0,False
1223,"Ковшик доколе.
халва Малецкая
Костеневич",Ковшик доколе. Малецкая халва Костеневич ,False
1224,"капонир
рехнуться Ивасенко Сомов женка",капонир pexnu ться Ивасенко Сомов жен.,False
1225,Дубров:,Дубров,False
1226,сочный, СOЧный,False
1227,"замотанный халат
переплести
невыдуманный
смеховой
подмастерье",замотанный халат переплести невыдуманный смеховой подмастерье ,True
1228,"Давидчик
Павлючик
затаенный",Давидчик Павлючик затаенный EYS wleetla,False
1229,"кокошник
очный",КОКОШНИК ОЧНЫй ,True
1230,"84406
Андрюша
скептицизм",84406 АHДPЮША СКЕПТИЦИЗМ,False
1231,"Нейман:
Косов
19749",Нейман: KoсoB 19749  ,False
1232,"Нуриева
Черкес
Мазюк
чайхана",Нypieва Черкес Мазюк чайхана,False
1233,"вольера скушный
литой великорусский
наравне исполниться",вольера скушный литой veliкорусский наравне исполниться,False
1234,проговориться,,False
1235,Лас-Вегас,Lаs-Beгас,False
1236,"загнивание Немец
клейстер 9181272780
напыление купальня.",Heмeц загнивание клейстер 9181272780 напыление купальня. ,False
1237,62337,62337,True
1238,"Бабак
пава",БАБАК ПАВА,True
1239,одевание,n одеванне,False
1240,манго,1 6 ,False
1241,"перекатываться
Зубов баранина",перекатываться 3y6oB бapанинa,False
1242,22951., Squd 22951.,False
