index,answer,prediction,correct
349,Детская а искусств,Пат 6т шеъ Атврши штаскпк Детская а искусств,False
350,ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ,"шмшмнлат Тосудлрнтненныс 1""нъщщанн линакеотрангенка нъпнмАцнонниппшчьский цын ЩЕПАРТАМЕНЯЯДРАПООХРАНЕШЛ гаРОоркты",False
351,ОСТОРОЖНО! Во дворе злая собака,ОСТОРОЖНО! Во дворе злая собака,True
352,ВЫВЕСКА,ВЫвЕСКА,True
353,ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ВСЕРОССИЙСКИЙ ИНСТИТУТ ГЕНЕТИЧЕСКИХ РЕСУРСОВ РАСТЕНИЙ м и Н. И. ВАВИЛОВА,МИНИЛТЕРТРО НГУКИ ИВЬ ЕШЕГО ПьпД_ан-ния РаСЕИСКОК ФЕПЕРАДИН СЕДЕРАЛЬНПЕ ГЧЕОЕАРЧРЕЕННПЯЕБЮДЖЕТНОЕ ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ШШЕНТР ВСЕРОССИЙСКИЙ ИНСТИТУТ ГЕНЕТИЧЕСКИХ РЕСУРСОВ РАСТЕНИЙ имени Н И: ВАВИЛаВц @УКтсвпе вста 1Еа,False
354,о аша ПО ДА!,наша ЛОБЁАА!,False
355,ИЗГ Б,5 изг,False
356,гоэлро 2: пуск 2 блока еро-западной тэц,тееое: тэц Фнлляой  оо,False
357,уход за собой,11 [ ШЦ;,False
358,Э О УЛИЦА A LIVIN R T 22,,False
359,красная книга санкт-петербурга 2018,КРАСНИЯ КНИГА САНКТ-ПЕТЕРБУРГА ИП;,False
360,НЕТ ВОЙНЕ 2.7,"ВОЙНЕ 27 П9 ч"") {яТ",False
361,RPK Group ТИПОГРАФИЯ,"#ЬСгчр ""ТИПСГРАФИЯ",False
362,1 2,1х2,False
363,Ф,,False
364,Восстания,[Восстания,False
365,РОССИЯ,'ЕВЕБЙя,False
366,СИТИ БЛАНК,ЕЕлдик,False
367,City,,False
368,СТАРТ,Шяа СТАРТ,False
369,Это наша ПОБЕДА!,ХЗБЕАХ',False
370,Coco Bongo,{8@,False
371,crpp.ru,Пн сГПа п,False
372,УВАЖАЕМЫЕ ЖИТЕЛИ САНКТ-ПЕТЕРБУРГА! ПРИГЛАШАЕМ ВАС ПРОЙТИ ВАКЦИНАЦИЮ ОТ COVID-19,"УВАЖАЕМЫЕ ЖИТЕХИ СДНКТ-ПЕТЕРБУРГД ! ПРИГА @ШЕЕМ Ецг ПРОЙтИ ЕАКЦИНАЦИЮ БПУП 1 € ЗыпиЕлтьса#ппакшни-икюмЕо Бпнтан Еш:-]ц Топт 4пьям ""1ти миарчпцяшиш чгын ПЕЛЕ ЫЫШ< [а,- 'рщшчитшин саься 9 об 2 Дг[а ШЗКШИнЗЦнм 9 {!ш: =пи-ппнул н-+апч тамъЕна",False
373,"BANNER more sensors, more solutions","'ваматъд, щоге з@п:о<$; щоге $6о>$",False
374,МЫ ОТКРЫЛИСЬ!,ЛПЭШЕЫ,False
375,Фотофакт. На Исаакиевском соборе в Санкт-Петербурге появился баннер Не РПЦ. Подробности скандала,"иан Фотофакт: На Исаакиевском соборе в Санкт-Петербурге появился баннер ""Не РПЦ' Подробности скандала",False
376,Героические защитники Ленинграда,Героические защитники Ленинграда,True
377,БЕЗОПАСНОСТЬ информационных технологий ФОРУМ - САНКТ-ПЕТЕРБУРГ 2021,БЕЗОПАСНОСТЬ БИТ информационных технОЛоГиЙ ФОРУМ САНКТ-ПЕТЕРБУРГо 2021,False
378,Peterfood,"""еФД пппава ВОННАя выетъан Ре@г{ 9ф ынырэн Еини-Пттчнан Клятчягии; ГйПА ~О пгани-нк ! СЫТЯ (₽п4л-чаляна",False
379,ПОСЛЕ ПОБЕДЫ Ленинград,1 ПОСЛЫ ПОБЕДЫ Иле,False
380,IV САНКТ-ПЕТЕРБУРГСКИЙ АРИТМОЛОГИЧЕСКИЙ ФОРУМ 18-21 мая 2022 года Санкт-Петербург,[У САНКТ-ПЕТЕРБУРГСКИЙ АРИТМОЛОГИЧЕСКИЙ ФОРУМ 18-21 мая 2022 года Санкт-Петербург,False
381,официальный дилер в санкт-петербурге и ло,ОФИЦИАЛЬНЫЙ ДИЛЕР В САНКТ-ПЕТЕРБУРГЕ И ЛО,True
382,Тула,Тула Гя,False
383,КАРТА РАЗВИТИЯ ОСВЕЩЕНИЯ САНКТ-ПЕТЕРБУРГА 2022-2024 ГОДЫ,КАРТА РАЗВИТИЯОСВЕЩЕНИЯ САНКТ-ПЕТЕРБУРГА 2022-2024 ГОДЫ,True
384,SAINT PETERSBURG,Я^т РЕТЕРЗ:Ы;,False
385,ИНВЕСТИЦИОННЫЙ САММИТ РГУД 17 марта 2022 Санкт-Петербург,инвЕстиЦИОННый САММИТ РГУД марта 2022 'санкт Петербург,False
386,С ДНЁМ РОЖДЕНИЯ!,ДНЕМ РОЖДЕНИЯ],False
387,Visit Saint Petersburg!,"КомИТЕТ РАЗВИТИЮ {РЛСМ 1РКЕЫЧЕЕ шТыгннв САНКТ-ПЕТЕРБУРГА БЮРО [йз+ $,й<+ Ре+@ зЬч 9!",False
388,СПБ ГБУЗ ГОРОДСКАЯ БОЛЬНИЦА,СПЕ ТызПИЕМЪЕВА,False
389,НАША ВЕЛИКАЯ ПОБЕДА,'ЧЫР 'ВЕКАЯ ПОБЕДА НАША,False
390,MARLIN Лодки-Питер официальный дилер,МА?_` ₽шЬ;- Лодки-Питер афициальный дилер,False
391,УПОЛНОМОЧЕННЫЙ ПО ПРАВАМ ЧЕЛОВЕКА В САНКТ-ПЕТЕРБУРГЕ,УПОЛНОМОЧЕННЫЙ ПО ПРАВАМ ЧЕЛОВЕКА В САНКТ-ПЕТЕРБУРГЕ,True
392,Филипп Бедросович Киркоров,3<:- 21 анлябЕя 201 - &оомои Роашсхош тзСтрааы пагаан шитоссии@чер9ш Фцлцпп Бебросовшч Каркоров наршт,False
393,В ПАМЯТЬ О ГЕРОИЗМЕ И МУЖЕСТВЕ ЛЕНИНГРАДЦЕВ В ДНИ 900 ДНЕВНОЙ1 БЛОКАДЫ ГОРОДА СОХРАНЕНА ЭТА НАДПИСЬ.,В ПАМЯТЬ 0 ГЕРОИЗМЕ И МУЖЕСТВЕ АЕНИНГРААЦЕВ В АНИ 9оо АНЕВНОЙ БАОКАДЫ ГОРОАА СОХРАНЕНА ЭТА НАДПИСЪ,False
394,Фамилия Имя Отчество,"Фамилия Имя Отчество 12 [2.2012 - 12022112""",False
395,ГР Сергей,Сергей,False
396,СЕРГЕЕВА-ЦЕНСКОГО,герган Нъгтд ЕВИЧА СЕРГЕЕВА-ЦЕНСКОГО Пааз,False
397,Кутузов Александр Петрович 1777 - 1817,"Кушузов   Алексанор Яёешрович 1777 - 1817 Тенерал-майор, кавалер ороенов: Сз: #6 80 #асс;; Се: Фхадажира 3-# €""еценц, Съ; Теораая 4-20 класса  Сароаско2 Со Яазрцкая Лазаря бсхьщо2о кресна; имебший золощую 17а2)) набшсьюо ""За храбросиь сребряную жсоаль памяшь 1812 :)6 Теров 8о1н Францчей учаспк сажен: ко0 /усшераинем Фридхандож, ФБородино Ларушино Малоярославцеж; Красккы# : Люшненож Лосле Фороотжско2о сражения Тенерах Фохнуров докмывад фехьомаршалу киязю Кушузову Ж:%: эмаёАовскчй # Дшповский похки ооказахи ооспошную ""Русских храброспь Необыкновен ыж €вошж муяесп8ож они уерживалн спрежхенше #епрцяшезей "" поражаяи {<ловсюоу шыкажи Жочъ засшч2хл Узжайховскай подька пож мескке Ал Изжайлбастом пол 20е 0# споял поушру Жушузов 60324681 <20. поске ранения #шБехи с#рших командшров . Яука был Шлекшем Ажузсчг Феревни Кузнецово жнэиан; тги ватш 20Ялыш чеашш  Х1ъуалюота тадш Фуоклл 0 -0 Экя рании6 8)? &тмаоро О1 повамкоя Фонжат {7 мглш. Еаы /41 Шгид 243 + аз@г- Яжался 'роЗозым ш_",False
398,ВЫСШИЕ ЖЕНСКИЕ БЕСТУЖЕВСКИЕ КУРСЫ,"ИЯП ""КЕНЕКИН БГГГ Крсы",False
399,РОМАНОВ Петр Алексеевич 1672 - 08.02.1725,томАнов Птр Алегеешич лаатъа,False
400,Лучшему ЗТРу,учшему ЗТРУ,False
401,Миронова Валентина Валерьевна,Миронова Валснтина Валерьсвна чаптэчат пНЕкк11;,False
402,ВЕТЕРАН,ВЕТЕРЯН ? ОТЕЧЕСТЛЕННОМ,False
403,Анашкин Владимир Васильевич 10.11.1951 - 28.03.2014,"@< ЭЗа9члищ"" ЭЗас_ьеби 70.14.4954 28.03.2044",False
404,МОНОЛИТ СТОУН изделия из гранита,монолит СТОУН иъпррн,False
405,ШЕРШНЕВА 1 УЛИЦА,ШЕРШНЕВА,False
406,Мемориальная колонна века,"Шемапалинат #ра.= Х,Ш] некя",False
407,СВЯТОЙ ИСТОЧНИК ЖЕНСКАЯ КУПЕЛЬ,@ЕЯТОЙ ИСТОЧНИК женсКАЯ купСАь,False
408,Валерий Александрович 05.2016,Взлерай АЕлеКсандрович ч4?,False
409,БИМ,,False
410,"Поклон тебе, сестричка","""Поклон тсйе, сестричка * ССЕНАК ШаШксп4нииаываНЕШНПтчь ШгЕцч5 ЕленьиЕ-я-ю = зъ-Ш ШазПЧакУшчкы Езашч; фыыпка Шня-ШЕпЕ шь Нмлнт тыл рт:= Шетян ЦапШяи П~Ш1ке ш: !5: Снлыптп: ппПГаллы К#Енний мтмшЭю МАяЧЕнк ""же ""ктпгелп Шнеун нПнми ткнирач ""ексе 'га",False
411,Together Forever...,%о%е+`т (от'тет.,False
412,МЕМОРИАЛЬНЫЕ И ПАМЯТНЫЕ ДОСКИ,ШЕМОРИАЛЬНЫ ПАМЯТНЫЕ ДОСКИ имитъш экэ# 1 ащв,False
413,Это нашей истории вехи,"Это нашсй истории всхи Ш,аттыпин П] #ишккнн:# Пнненшыы"" Ин;шы/' 9  с",False
414,мерня нна Евсеевна 18.10.1925-28.03.2011,мерня нна [всеевна {810195-8803900,False
415,ХРАМ Св. благоверного великого князя Александра Невского,"Явгсузссэн матэваа,т прщ Апии ХРАЛ @к  Б.агокерного Ке,НжАго АлЕксандра ПексксГ? кнЯЗЯ Еи: Тч4.",False
416,Таблички с отметками наводнений восстановили в Петропавловской крепости,"^ ` = 7 ' ;Е'?: 2 КР @_ Общество ОВЪПО ОЬНИ ₽'.;' , ,;₽' {: В ГГ 1 ' ГЁ;]ЯЬ  } ; П615 Таблички € отметками наводнений восстановили в Петропавловской крепости",False
417,УВАГА! ВЕДЕТЬСЯ ВIДЕОНАГЛЯД,УВАГА: ВЕДЕТЬСЯ ВДЕОНАГЛЯД,False
418,Евсеева Раиса Ефимовна 22.11.1926 - 15.04.2020 Вечная память...,"Евсеева Раиса Ефимовна 22.11.1926 -75.04.2020 ЭЗ@я У^ЗНМАСЕ ~""я =",False
419,www.shukach.com Автор фото Tan-Tol,АЕБРРЭС шш $/ц[;-/со/ Авто фотс Дап-Л[ {Бь3 ^ 1 4,False
420,Горько!,оръёо !,False
421,Анфиса 20.12.2006-17.02.2022,Анфиса 20.12.2006-17.02.2022,True
422,Аветисян Эвелина Арташесовна 02.VIII.1936 - 28.VIII.2009,2в~те^ эвехии Арташесов 2х УА  02.У-9з6,False
423,Петрова Ирина Васильевна 12.03.1898-14.05 т2,Петрова Ирнна Васнкьевна 12.03.1898-14.05. т2,False
424,СБЕРБАНК РОССИИ,СБЕРБАНК РОССИИ,True
425,АНИКЕЕВ Владимир Иванович 22.01.1951 - 09.10.2018,АНИКЕЕВ Владимир Иванович 22.011951 - 09.10.2018,False
426,Самвел Григорьевич / КОЧАРЯНЦ,САЧЕЕЛ ГРМГОРЬЕВИЧ Ч 4 ₽ Я Н Ц,False
427,ДОБРОВОЛЬСКИЙ ВАЛЕРИЙ ИВАНОВИЧ 20.11.1959 - 18.07.2020,ДОБРОВОЛЬСКИЙ ВАЛЕРИЙ ИВАНОВИЧ 20.11.1959 - 18.07.2020,True
428,Минеев Александр Евстафьевич 10.09.1922 - 15.08.1998,"08 Ый Минесе Александр3 ) Евстафьевич 7.1998 ,15.08 . 41922 . 10.09.",False
429,ФЕТИСОВ ВАНЕЧКА,ЕЕчНа; Пи-н} ФЕтисов ВАНЕЧКА ацазпч,False
430,ЗАВОДСКАЯ 29,{ЗАВОДСКАЯ 29,False
431,ЗОРИН,";ндгси ;ЦА7ЫПЪПиъ ЗОРИН чыа[ячЕ КЕ]ИпАчн ""хнясеРвча р ПРЕЛТЕ;Пна Ееналино п""",False
432,VLADIMIR SKROD 02.1955 - 05.02.,"ПМ 1 $кжоы ~_А.Ш`К 05.02, ~02.11955",False
433,ФАМИЛИЯ  Имя Отчество 00.00.0000 - 00.00.00000,ФАМИЛИЯ ИМя Отчество оО.ос.0ООО- оО.0о.00О05,False
434,ЧУБАРОВА,ЧУЕАРОВА ш #2,False
435,ФАМИЛИЯ Имя Отчество 00.00.0000-00.00.0000.,"92 9@ ФАМИЛИЯ Имя Огчество оо.оо.оооо-оо.оо,оооо ""ам]Ц-зшЪ] ~й_Е = 'б",False
436,КОРОБИЦКАЯ Элеонора Владимировна 20.09.1937 - 07.12.2018,КОРОБИКАЯ ЭЛЕОНОРА ВЛАДИМИРОВНА 20.09./937 [ 12.2018 ЛЮБИМОЙ М#МЕ и БМБЧШКЕ ЛМНИМ ВсЕГДН.,False
437,ГРЕШИ ЯРЧЕ,ЯРЧЕ ГРЕШИ,False
438,ХОЧУ ЗАМУЖ ВИНА,ХОЧУ ЗАМЖЖ ВИНА,False
439,СНИМИ С МЕНЯ ответсвенность,СНИМИ С МЕНЯ ОТВВТСВВННОСТЬ,False
440,я никакой как все,Ч НИКПЮОЙ КПК В:,False
441,"НЕ АЛКАШ, А ДЕГУСТАТОР","НЕ АЛКАЩ, ^ ДЕГУСТАТОР",False
442,Я РУССКИЙ,РУССКИЙ,False
443,СВЯТАЯ РУСЬ,(ытаф,False
444,"ПОЖАЛУЙСТА, / ВКЛЮЧИТЕ СКРИПТОНИТА","ПОЖАЛУЙСТА, ВКЛЮЧИТЕ СКРИПТОНИТА",False
445,Я РУССКИЙ,[УЗЯКИЙ,False
446,тупые дефки как же я вас блин ненавижу,тупые дефки как же я вас блин ненавижу,True
447,MOSKOW,Мб84@ж,False
448,РОССИЯ ЖИВЁТ СКОРОСТЯМИ,,False
449,Любимая ЖЕНА,{юВшщан ЖЕЙ,False
450,123ФУТБОЛКИ,ФУТБОЛКИ,False
451,ВЕДЬМЫ НЕ СТАРЕЮТ,[Н ₽ ВЕДЬМЫ [С ТА ₽ Е Ю Т,False
452,Тройной бонус МТС утраивает ваш стартовый баланс,Т роЙй МТСутиал Етартовьм 65лис Бонус,False
453,Летний безлимит на три любимых номера Акция с 14 мая по 31 августа,"{Летний безлимит% на три любимых номера Ация €14мая па авгупта Уней (одеше 06 68 Б,лабн",False
454,Знай каждый номер в лицо.,"каждый номер в лицо Е30 ""ы  /,с#со/ Знай",False
455,МОНЕ,МОН€ БЛШебство нежду намИ 5шш _ (шъ 5Еш джинсовый стак СКИДКИ 7036,False
456,"СИЛА В ПРАВДЕ, КТО ПРАВ, ТОТ И СИЛЬНЕЕ ","401 Елыя п7ц? #ет не тпЁо?   #ету; #-,Л[О )ОБМАНУЛ, ~КИЛ7 ПРО ""#ст д} АЧА? Смивиавна ПРАРАВ ТСИЛЬНЕЕ намкл 'вкег ашнышъа; Спл #АНИЛЫВ",False
457,ВСЕ РАВНО?!,@ЕЕРАВНОТ |,False
458,СИБИРСКОЕ ОТДЕЛЕНИЕ РОССИЙСКОЙ АКАДЕМИИ НАУК,СИБИРСКОЕ ОТДЕЛЕНИЕ РОССИЙСКОЙ АКАДЕМИИ НАУК,True
459,LG, ЛЛАСЯЕНЕ },False
460,РЕКЛАМА НА ЩИТАХ,РЕКЛАМА НА ЩИТАХ 7,False
461,ВАША РЕКЛАМА,Ши РЕ]ЛАмЯ,False
462,ЗДЕСЬ НЕ МОЖЕТ БЫТЬ ВАШЕЙ РЕКЛАМЫ!,ЗДЕСЬ НЕМОЖЕТ БЫТЬ ВАШЕЙ РЕКЛАМЫ!,True
463,ЩИТЫ 3Х6 В ВОРОНЕЖЕ,"83л,л ВЕСЫ КАССЫ МЗОРыАЕНЕ ЩИТЫ ЗХ6 В ВОРОНЕЖЕ",False
464,БЕТОН,(291 слово БАн НАШЕ 777 78 71 +375,False
465,"Спасибо,  доктор!","Съасц4; ЕРЕТЛАНА ГЪНЧ""КТВА шж, Касстсцотар &с0424/1",False
466,ШАЛЯПИН,шпишн,False
467,JOHN DOS PASSOS MANHATTAN TRANSFER,ЗО-~ [О$ ₽ДЗЗОЗ МАМНАПЫМ '#/.З-:?,False
468,99 ТАПОЧКИ,99.9 ТАПЕЧНИ,False
469,ТОВАРЫ,45  0 ТОЗРЫ Атаъматуммивн геавит,False
470,День Главбуха,День Главбуха,True
471,FITNESS GYM,"""шгичыи [* З56 лЛл 4Штв; Пшя",False
472,7,,False
473,Держим это место для вас!,Птаит Дерким Это место ^ла рас',False
474,строительный,СТРОИТЕлЬНЫ?,False
475,THE FIRST-EVER,НЕ П@ЗТ-Е'Е? [я  апнси+нлО Б?},False
476,NOT SORRY FOR THE WAY I LOOK,"~&д+; $'&:? #о/ тИь ""4У [ФФЩ",False
477,- КАКАЯ ПАНАМА?,КАКАЯ ПАНАМА?,False
478,"В чём сила, брат?",В чём брат? сила;,False
479,Carlo Rame o Cou,Саг^?яш-@(<:с 1 [ МО5 Ю],False
480,"ЭТА НАДПИСЬ НИ НА ЧТО НЕ прЕТЕНДуЕТ. Ну, может быть, кромЕ ПрОЧТЕНИЯ","ЭТА НАрпИ(Ь НИ НА НЕ ПЕТЕННУЕт; Ну,МЬЕТ БЫТЬ КРФМЕ ПрОУТЕНИЯ ПТо",False
481,43,*,False
482,ТЕБЯ,ПЕПО,False
483,"УЙДИ, НО ОСТАНЬСЯ",НО ОСТАНЬСЯ УИжИ,False
484,g,,False
485,Расцветай! пока в тебе что-то осталось.,РосщЗемо & гглп огмяхось Щ-бе томщ ть,False
486,К ЧЁРТУ ВАШУ ВЗРОСЛУЮ ЖИЗНЬ!,~ор #ы€₽ #рыз ? @,False
487,ISIS,1'1Я,False
488,K,' } ~оэу ~,False
489,r.,"~""' ""78",False
490,ЛА АК,НКш,False
491,Город Чистых Стен Тверь - город воинской славы,Город Чистых Стен вааь горЕл ваинскпи -Лавы,False
492,КРЫМ КРАЙ ПАРТИЗАНСКОЙ СЛАВЫ,цювм @@ [Шшн ПАМШИшКОМ,False
493,ЧЕЛЯБИНСК,ЕЙЕДЕИ,False
494,ЧЕРЕМХОВО,'ДЕГЕМХШН,False
495,МАРIУПОЛЬ,778 (4,False
496,МЫ ВАШ ТЕКСТ,Е > ВАШ,False
497,ЛЕНИНГРАДСКИЙ ФРОНТ КОМАНДУЮЩИЙ МАРШАЛ СОВЕТСКОГО СОЮЗА Л.А. ГОВОРОВ,ХЕНИНГРААСКИЙ ФРОНТ КОМАНАЮШИЙ МАРШАЛ СОВЕТСКОГО СО*Ъ; ЛА: ТОРОРОВ,False
498,ГАГАР СКИЙ РАЙОН,ТАГАМШЕКИ РАИОА],False
499,Sir Charles Clore Park,ЯНЛВНУШН {[[*-]З *-,False
500,САМАРА,(~А,False
501,МОСКОВСКАЯ ОБЛАСТЬ,ЖОСкО_сМ= ОБЛАСТН,False
502,Марiуполь,МарУПО _.,False
503,ЛЕНИНСКИЙ РАЙОН,"""ищскил Ра;",False
504,КАЗАКСТАН,КаЗНКЕТНН,False
505,а,{д,False
506,ХАКАСИЯ,,False
507,САРАТОВ ГОРОД ТРУДОВОЙ ДОБЛЕСТИ,ТОРОА САРАТОБ ТРУДОВСЙАОБКЕОТИ,False
508,Я НОВОРОС ИЙСК,НОВоРосСййск,False
509,Я Красноярск,КРАСНОЯРСК,False
510,1843,,False
511,Место дуэли,"Мест, Дуллн",False
512,Я,@ОШ*8О ;,False
513,EQUATOR,$ [Шашы,False
514,Стелла,Яжел-у,False
515,МАСЛОВ Юлий Георгиевич,ЧАтоа 1,False
516,СЕРГЕЙ ИОНОВИЧ 09.02.1954 - 30.09.2006,иАплов СЕРГЕЙ ионокп [944]5 - #Л9 Ж#,False
517,1941 1945,8300 8 1941 1945,False
518,НОСИТЕ ШЛЕМ,НОСИТЕ ШЛЕМ,True
519,Лучшая карта  с кэшбэком,'Пгша партэ ашомам,False
520,30,430 'И ,False
521,МЕБЕЛЬ,МЕБЕЛЬ мескы : Алшныше нъхов ЯЮ,False
522,МОСКВЕ ВАЖЕН ВАШ ВЫБОР! 9 СЕНТЯБРЯ,МЗЕКВЕ [П ВАшвш ЯСЕНТ2БРЕ ЕПм,False
523,Смоленск,Склнш,False
524,МОСКВЕ ВАЖЕН ВАШ ВЫБОР!,"шмн *,ЕКП [ ВАЖЕН ' ГЕНТЯБЕН (им",False
525,частный детский сад начальная школа 8 495 137 87 02 academ-school.ru,"САД 'дЕтскИЯ  чАСтНЫЙ , 'ШКОЛА  НАЧАЛЬНАЯ  8 [695) 137-87- асаае-нлоз_",False
526,Reebok EA7,@@ФЖК Е47 [ЛКУИ,False
527,Москва - город герой!,[осква город герой},False
528,8-800,,False
529,ТЕХНОПОЛИС МОСКВА,ТЕХНОПОЛИС МОСКВА,True
530,Мария Хренова,МОСКВА; Московский госупарственный университет имени м:в Ломоносова Назролй ФИЦ Биотехнологии РАН Ученый З5лет мария Хренова Разработала модели дляописания Ферментамивных реакций имеющих практическое значениедля медицины 0+ годнаукиорф [(495) 225 20-40 ШОВА РАСВЭРО Ш} ПОРДИИЫ Шоя ШИМЛЮ,False
531,WomanJournal.ru портал для разных-преразных женщин,Ф $ 1 Ъ>:<]огагъ портал для разных-преразных женщин,False
532,"8 июля День семьи, любви и верности","июАя День семьи , Аюоби берносии",False
533,РОССИЯ СЕГОДНЯ,":ИЯ )Е/:П к ,ат @двс&",False
534,ДОМ У ПАРКА,'ЯМРКА],False
535,Smart Region,'щаг\ @@ оп,False
536,Smart Region,щаг- ши [9@@,False
537,DON GIULIO - SALUMERIA FORMAGGERIA,)О& ;[_Ц0 ЗАЦЕ^ [ЯМССЯК],False
538,HDLT,Н._Т,False
539,1,ЪЕ ^; 2023 1,False
540,В Полтаве появились билборды с призывом идти на Москву,"КР ₽Ы Полтаве появились билборды призывоб идти Москву' ""а- я, 61та Новатть",False
541,metro,"ше+,@",False
542,АЛЯСКА НАША!,АЛЯСКА НАША!,True
543,Яндекс,#4 иНые 1огиИ Я ВНес,False
544,Выбор есть. ЯБЛОКО,ЯбЛоко Выбор есть ЯБЛОКО объединённые демократы,False
545,УСАДЬБА СВИБЛО ОБЩЕОБРАЗОВАТЕЛЬНА ПРАВОСЛАВНАЯ ШКОЛА имени СЕРГЕЯ РАДОНЕЖСК,ПЕТАТЬ [ ~РЕ 'СЕРГИЯ РАДОНЕЖСК [УСАДЬБА СВИБЛОЕ ГОЕЩЕОЕРАЗОВАТЕЛЬНА; П?АВОСЛАВНАЯ ШКОПА,False
546,"ИЖЕВЧАНЕ, СПАСИБО ЗА ПОДДЕРЖКУ!", МЖЕВЧАНЕ СПЯЕ5Е 3А ПОДДЕРЖКУ,False
547,metro,&йшави Елшем талас ЕЕРЕХОДЕ Бэвыкутишв [еъ@,False
548,"ипотека.0,1",,False
549,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕКЛАМНОЕ АГЕНТСТВО ""СВОЯ ЛИНИЯ""","ОБЩЕСТВО ОГРАНИЧЕНОЙ ОТВЕТСТВЕННОСТЬЮ РЕКЛАМНОЕ АГЕНТСТВО (СВОЯ ЛИНИЯ> 620010, город Екатеринбург, псреулок Хнбиногорский дом лнтер Б ИНН 6674313258 КПП 667401001 Екатсринбургский филнал ОАО Фанк Москвы"" р с 40702810100630004642 БИК {46577065, к с 301(181(40(06(965 Благодарственное письмо Реклямному агентстну ООО ЖАСТЕР? Сеть КЛНННК лазерной КОСАетологи ФИНЛАЙНЖ кыражаст бла1 одарность сотрудннчестно оказание услуг ВЫСШеГО качсства вннМаннс со стороны менеджеров КОМПЯННН; Особенно 'ачегын ВЫДСЛИЛК менелжера Дмнтрня Гокаль продечонстрнровал праессноналнзм, инднвндуальныЙ ПОЛХОД; оперативность: работая НЗШНЫН ЗЯКаЗаН; Директор О0О <Своя линняэ Бслозсрова Е,А; ЛИНИЯ который ВЫСОКИЙ Своя",False
550,Кабельщик ты ДОСТАЛ! Открыл щит- посмотрел на свои кабеля -  закрывай блин щит!,Кабельщик ты достал: Открыл щит посмотрел на свои кабеля закрывай блин щит!,False
551,Аж МУРАВЬЕДЫ по коже...,"4* МВЕДЫ ПО {""ХЕ",False
552,ВХОД В МАСКЕ,Спуна ВХОД МАСКЕ иъ~ь,False
553,"В продаже Акарачка, пелмени, тефтели, селётка","продаже Акарачка, пелмени, тефтели, селётка",False
554,ОСТОРОЖНО КиСУЛЬКИ !,ОСТОРОЖНО Кисульки,False
555,РАЙ РАБОТАЕТ КРУГЛОСУТОЧНО ЗАКРЫТО,"РНЙ РЯБОПНЕТ ФРУОВИ1чкО ""НКРЫ-0",False
556,"я злой и страшный серый цвет, всю яркость я сведу на нет!",ЯЗАОИИ СТ РАШНЫи СЕРЛИ ВСЮ ЯРКОСТЪ Я СЕДУШ впНета втОакиь Интер,False
557,Требуеца продавец с сознанием компютора.,Требуеца продавец с сознанием компютора,False
558,Евгений,Се1еншц,False
559,требуется помощница повора з п - 400грн. в день,ТРЕДУ# [ЛЩЫКЦН ПОЕФРА З/-4ОО<РИ: ВДЕВ,False
560,"Уважаемые жильцы! Предприятие МОЭК-8 ставит Вас в известность, что С 28.03.2016 по 31.03.2016",емыс жильцы! Предприятие МОЭК-8 ставит Вас [ЗВССТНОСТЬ ЧТО 28.03.2016 по 31.03.2016 Уважа,False
561,Просьба в магазине автобусы не ждать,Просьба магазине автобусы не ждать,False
562,ты меня на рассвете разбудишь,#маю$ Еэпг1} #ьф-? #ягеГШ УЮцЬ,False
563,"Уважаемые работники склада компании "" ""!","Уважаемые работники склада коМпанИИ В связи € участившимися спучаями получения тяжелых травм и увечий из-за падения & унмтазов просим Вас, ознакомится с краткой инструкцией ПО посещению туалета: При справленни как больших; так малых нужд: убедительная просЬба НЕ ВЗБИРАТЬСЯ НА УНИТАЗ € НОГАМИН Соблюдая даннов правило Вы обезопасите себя от болезненного падения других посетителей туалета от заражения болезнетворными бактериями микроорганизмами , переносимыми на подошве Ваших ботинок и туфель: НЕПРАВНЛЬНОН ПРАВИЛЬНО Вниманне! Лица не правильно пользующнеся унитазом; будут принудительно выполнять обработку санузла антибактернальными фредствами Администрация:",False
564,LSD Мескалин Гр 8 967 52,Мк] 51 [[8Ы] [967 @,False
565,Картошка  вкусная без Масло - жарится без воды - варится Хорошо поговорить -  - сама почистится кг 40 руб.,КАРТОШКА [КЧ€ НА Я Ёе3 Дас.-#са Ратад Вояы-Ба Ратс & Корашо По2ОБОРчта се_о Потмститех ]2п 40 Т;,False
566,Счастье Семья,@уабиъ@ @миия,False
567,огурец с ущами,5 3 =я д| % ^ ОГ У₽ ЕЦ С УЩАММ,False
568,СПАСИБО,САФБО,False
569,"Laqonda, Dre, Perdorator, Adboynu 050 070","К-:А?Э Ца;опфа [ге] , Регф@€аог_Аяьоупц (050/070)",False
570,ЗАЙ,,False
571,CHECK FOR CAT ARM BA CLOSING,~НЕЧК {о{ Сн иём Е+ €_ ]й,False
